File_ID,File,Entity,Code,Module,Closeness_Centrality
24,analysis/tokenattributes/TypeAttribute,org/apache/lucene/analysis/tokenattributes/TypeAttribute,DEFAULTTYPE word type setType,analysis,0.006286836935166994
25,analysis/tokenattributes/TypeAttributeImpl,org/apache/lucene/analysis/tokenattributes/TypeAttributeImpl,type word type setType clear word equals hashCode copyTo,analysis,0.0
26,document/AbstractField,org/apache/lucene/document/AbstractField,name storeTermVector storeOffsetWithTermVector storePositionWithTermVector omitNorms isStored isIndexed isTokenized isBinary lazy omitTermFreqAndPositions boost fieldsData tokenStream binaryLength binaryOffset body body name cannot be null setBoost getBoost name setStoreTermVector isStored isIndexed isTokenized isTermVectorStored isStoreOffsetWithTermVector isStorePositionWithTermVector isBinary getBinaryValue getBinaryValue getBinaryLength getBinaryOffset getOmitNorms getOmitTermFreqAndPositions setOmitNorms setOmitTermFreqAndPositions isLazy toString stored indexed tokenized termVector termVectorOffsets termVectorPosition binary omitNorms omitTermFreqAndPositions lazy,document,0.10375306735569095
27,document/CompressionTools,org/apache/lucene/document/CompressionTools,compress compress compress compressString compressString decompress decompressString,document,0.0
28,document/DateTools,org/apache/lucene/document/DateTools,YEAR MONTH DAY HOUR MINUTE SECOND MILLISECOND values valueOf LorgapachelucenedocumentDateToolsResolution toString YEAR MONTH DAY HOUR MINUTE SECOND MILLISECOND,document,0.0029469548133595285
29,document/Document,org/apache/lucene/document/Document,fields boost NOFIELDS NOFIELDABLES NOSTRINGS NOBYTES setBoost getBoost add removeField removeFields getField getFieldable get getFields getFields getFieldables getValues getBinaryValues getBinaryValue toString Document,document,0.17735370833528902
30,document/Field,org/apache/lucene/document/Field,,document,0.12974625065649983
31,document/FieldSelector,org/apache/lucene/document/FieldSelector,accept,document,0.13977025838202764
32,document/FieldSelectorResult,org/apache/lucene/document/FieldSelectorResult,LOAD LAZYLOAD NOLOAD LOADANDBREAK SIZE SIZEANDBREAK LATENT values valueOf LorgapachelucenedocumentFieldSelectorResult LOAD LAZYLOAD NOLOAD LOADANDBREAK SIZE SIZEANDBREAK LATENT,document,0.11014257334460165
33,document/Fieldable,org/apache/lucene/document/Fieldable,setBoost getBoost name stringValue readerValue tokenStreamValue isStored isIndexed isTokenized isTermVectorStored isStoreOffsetWithTermVector isStorePositionWithTermVector isBinary getOmitNorms setOmitNorms isLazy getBinaryOffset getBinaryLength getBinaryValue getBinaryValue getOmitTermFreqAndPositions setOmitTermFreqAndPositions,document,0.1556575857400356
34,document/LoadFirstFieldSelector,org/apache/lucene/document/LoadFirstFieldSelector,accept,document,0.0
35,document/MapFieldSelector,org/apache/lucene/document/MapFieldSelector,fieldSelections accept,document,0.0
36,document/NumericField,org/apache/lucene/document/NumericField,numericTS tokenStreamValue getBinaryValue readerValue stringValue getNumericValue getPrecisionStep setLongValue setIntValue setDoubleValue setFloatValue,document,0.0
37,document/SetBasedFieldSelector,org/apache/lucene/document/SetBasedFieldSelector,fieldsToLoad lazyFieldsToLoad accept,document,0.0
38,index/BufferedDeletes,org/apache/lucene/index/BufferedDeletes,BYTESPERDELTERM BYTESPERDELDOCID BYTESPERDELQUERY numTermDeletes terms queries docIDs MAXINT bytesUsed VERBOSEDELETES gen toString gen deleted terms unique count deleted queries deleted docIDs bytesUsed update update addQuery addDocID addTerm termsIterable queriesIterable clear clearDocIDs any,index,0.12685786281711794
39,index/BufferedDeletesStream,org/apache/lucene/index/BufferedDeletesStream,anyDeletes gen allDeleted,index,0.10869311645331645
40,index/ByteSliceReader,org/apache/lucene/index/ByteSliceReader,pool bufferUpto buffer upto limit level bufferOffset endIndex init eof readByte writeTo nextSlice readBytes LorgapacheluceneindexByteSliceReader,index,0.014145383104125737
41,index/ByteSliceWriter,org/apache/lucene/index/ByteSliceWriter,slice upto pool offset0 init writeByte writeBytes getAddress LorgapacheluceneindexByteSliceWriter,index,0.0
42,index/CheckIndex,org/apache/lucene/index/CheckIndex,docCount totVectors error,index,0.0
43,index/CompoundFileReader,org/apache/lucene/index/CompoundFileReader,,index,0.1542159299547587
44,index/CompoundFileWriter,org/apache/lucene/index/CompoundFileWriter,FORMATPREVERSION FORMATNOSEGMENTPREFIX FORMATCURRENT directory fileName ids entries merged checkAbort directory cannot be null name cannot be null getDirectory getName addFile Cant add extensions after merge has been called file cannot be null File already added close Merge already performed No entries to merge have been defined copyFile Difference in the output file offsets does not match the original file length LorgapacheluceneindexCompoundFileWriter,index,0.09068905986752412
45,index/ConcurrentMergeScheduler,org/apache/lucene/index/ConcurrentMergeScheduler,compare compare,index,0.08693425235884435
46,index/CorruptIndexException,org/apache/lucene/index/CorruptIndexException,,index,0.19853082230292446
47,index/DirectoryReader,org/apache/lucene/index/DirectoryReader,segmentsFileName files dir generation version isOptimized userData toString DirectoryReader.ReaderCommit isOptimized getSegmentsFileName getFileNames getDirectory getVersion getGeneration isDeleted getUserData delete This IndexCommit does not support deletions,index,0.13262412930880513
48,index/DocConsumer,org/apache/lucene/index/DocConsumer,addThread flush abort freeRAM,index,0.08943236305881114
49,index/DocConsumerPerThread,org/apache/lucene/index/DocConsumerPerThread,processDocument doAfterFlush abort,index,0.09086396644393208
50,index/DocFieldConsumer,org/apache/lucene/index/DocFieldConsumer,flush abort addThread freeRAM,index,0.014974363889021992
51,index/DocFieldConsumerPerField,org/apache/lucene/index/DocFieldConsumerPerField,processFields abort,index,0.02557535784451305
52,index/DocFieldConsumerPerThread,org/apache/lucene/index/DocFieldConsumerPerThread,startDocument finishDocument addField abort,index,0.021420875847645605
53,index/DocFieldProcessor,org/apache/lucene/index/DocFieldProcessor,docWriter consumer fieldsWriter flush fnm abort freeRAM addThread,index,0.014617831415473851
54,index/DocFieldProcessorPerField,org/apache/lucene/index/DocFieldProcessorPerField,consumer fieldInfo next lastGen fieldCount fields abort,index,0.014617831415473851
55,index/DocFieldProcessorPerThread,org/apache/lucene/index/DocFieldProcessorPerThread,docBoost fieldGen docFieldProcessor consumer fields fieldCount fieldHash hashMask totalFieldCount fieldsWriter docState fieldsComp docFreeList freeCount allocCount abort fields doAfterFlush rehash processDocument DocumentsWriter.ThreadState.init start WARNING document contains at least one immense term whose UTF8 encoding is longer than the max length 32766 all of which were skipped.  Please correct the analyzer to not produce such terms.  The prefix of the first immense term is  getPerDoc freePerDoc LorgapacheluceneindexDocFieldProcessorPerThread,index,0.020464963981663392
56,index/DocInverter,org/apache/lucene/index/DocInverter,consumer endConsumer flush abort freeRAM addThread,index,0.015471512770137526
57,index/DocInverterPerField,org/apache/lucene/index/DocInverterPerField,perThread fieldInfo consumer endConsumer docState fieldState abort processFields field must have either TokenStream String or Reader value LorgapacheluceneanalysistokenattributesOffsetAttribute LorgapacheluceneanalysistokenattributesPositionIncrementAttribute,index,0.025482491621402984
58,index/DocInverterPerThread,org/apache/lucene/index/DocInverterPerThread,termAttribute offsetAttribute LorgapacheluceneanalysistokenattributesCharTermAttribute LorgapacheluceneanalysistokenattributesOffsetAttribute reinit,index,0.024066797642436154
59,index/DocsAndPositionsEnum,org/apache/lucene/index/DocsAndPositionsEnum,nextPosition getPayload hasPayload read getBulkResult,index,0.1583536857548213
60,index/DocsEnum,org/apache/lucene/index/DocsEnum,docs freqs,index,0.1683583544608544
61,index/DocumentsWriter,org/apache/lucene/index/DocumentsWriter,newBuffer recycle LorgapacheluceneindexDocumentsWriter,index,0.11249082775108292
62,index/DocumentsWriterThreadState,org/apache/lucene/index/DocumentsWriterThreadState,isIdle numThreads consumer docState docWriter doAfterFlush,index,0.09012296045694866
63,index/FieldInfo,org/apache/lucene/index/FieldInfo,name isIndexed number storeTermVector storeOffsetWithTermVector storePositionWithTermVector omitNorms omitTermFreqAndPositions storePayloads codecId setCodecId CodecId can only be set once. getCodecId clone update LorgapacheluceneindexFieldInfo,index,0.13312521846035172
64,index/FieldInfos,org/apache/lucene/index/FieldInfos,,index,0.15084554159823038
65,index/FieldInvertState,org/apache/lucene/index/FieldInvertState,position length numOverlap offset maxTermFrequency boost attributeSource reset getPosition getLength setLength getNumOverlap setNumOverlap getOffset getBoost setBoost getMaxTermFrequency getAttributeSource,index,0.08806161981528746
66,index/FieldReaderException,org/apache/lucene/index/FieldReaderException,,index,0.0
67,index/FieldSortedTermVectorMapper,org/apache/lucene/index/FieldSortedTermVectorMapper,fieldToTerms currentSet currentField comparator map setExpectations getFieldToTerms getComparator,index,0.0
68,index/Fields,org/apache/lucene/index/Fields,EMPTYARRAY iterator terms,index,0.14765280845403847
69,index/FieldsEnum,org/apache/lucene/index/FieldsEnum,atts EMPTYARRAY EMPTY attributes next terms,index,0.14257773158919537
70,index/FieldsReader,org/apache/lucene/index/FieldsReader,toRead pointer cacheResult getFieldStream readerValue tokenStreamValue stringValue UTF8 getBinaryValue,index,0.09724038514175187
71,index/FieldsWriter,org/apache/lucene/index/FieldsWriter,FIELDISTOKENIZED FIELDISBINARY FORMATLUCENE30NOCOMPRESSEDFIELDS FORMATCURRENT FORMATMINIMUM directory segment fieldsStream indexStream fdt fdx setFieldsStream flushDocument skipDocument close abort fdt fdx writeField addRawDocuments addDocument LorgapacheluceneindexFieldsWriter,index,0.08773364357761412
72,index/FilterIndexReader,org/apache/lucene/index/FilterIndexReader,in next terms,index,0.0019646365422396855
73,index/FreqProxFieldMergeState,org/apache/lucene/index/FreqProxFieldMergeState,field numPostings bytePool termIDs postings currentTermID text postingUpto freq prox docID termFreq nextTerm nextDoc LorgapacheluceneindexFreqProxFieldMergeState,index,0.0019646365422396855
74,index/FreqProxTermsWriter,org/apache/lucene/index/FreqProxTermsWriter,flushedDocCount payload addThread abort flush appendPostings doc maxDoc LorgapacheluceneindexFreqProxTermsWriter,index,0.0
75,index/FreqProxTermsWriterPerField,org/apache/lucene/index/FreqProxTermsWriterPerField,docFreqs lastDocIDs lastDocCodes lastPositions newInstance copyTo bytesPerPosting LorgapacheluceneindexFreqProxTermsWriterPerField,index,0.005893909626719057
76,index/FreqProxTermsWriterPerThread,org/apache/lucene/index/FreqProxTermsWriterPerThread,termsHashPerThread docState addField startDocument finishDocument abort,index,0.005893909626719057
77,index/FrozenBufferedDeletes,org/apache/lucene/index/FrozenBufferedDeletes,upto hasNext next remove next,index,0.10071994286235039
78,index/IndexCommit,org/apache/lucene/index/IndexCommit,getSegmentsFileName getFileNames getDirectory delete isDeleted isOptimized equals hashCode getVersion getGeneration getTimestamp getUserData compareTo compareTo,index,0.1387775718878371
79,index/IndexDeletionPolicy,org/apache/lucene/index/IndexDeletionPolicy,onInit onCommit,index,0.1337363913642827
80,index/IndexFileDeleter,org/apache/lucene/index/IndexFileDeleter,fileName initDone count IncRef RefCount is 0 preincrement for file  DecRef RefCount is 0 predecrement for file  LorgapacheluceneindexIndexFileDeleter,index,0.10932949301334756
81,index/IndexFileNameFilter,org/apache/lucene/index/IndexFileNameFilter,extensions accept fd sd segments,index,0.08766890801258105
82,index/IndexFileNames,org/apache/lucene/index/IndexFileNames,SEGMENTS segments GENEXTENSION gen SEGMENTSGEN segments.gen NORMSEXTENSION nrm FIELDSINDEXEXTENSION fdx FIELDSEXTENSION fdt VECTORSFIELDSEXTENSION tvf VECTORSDOCUMENTSEXTENSION tvd VECTORSINDEXEXTENSION tvx COMPOUNDFILEEXTENSION cfs COMPOUNDFILESTOREEXTENSION cfx DELETESEXTENSION del FIELDINFOSEXTENSION fnm SEPARATENORMSEXTENSION INDEXEXTENSIONS STOREINDEXEXTENSIONS NONSTOREINDEXEXTENSIONS COMPOUNDEXTENSIONSNOTCODEC VECTOREXTENSIONS fileNameFromGeneration isDocStoreFile cfx segmentFileName matchesExtension stripSegmentName LorgapacheluceneindexIndexFileNames cfs fnm fdx fdt del tvx tvd tvf gen nrm cfx tvx tvf tvd fdx fdt fnm nrm fnm fdx fdt tvx tvd tvf,index,0.1456913923135347
83,index/IndexFormatTooNewException,org/apache/lucene/index/IndexFormatTooNewException,Format version is not supported in file  needs to be between and,index,0.12438591833483778
84,index/IndexFormatTooOldException,org/apache/lucene/index/IndexFormatTooOldException,Format version is not supported in file  . This version of Lucene only supports indexes created with release 3.0 and later. Format version is not supported in file  needs to be between and . This version of Lucene only supports indexes created with release 3.0 and later.,index,0.12438591833483778
85,index/IndexNotFoundException,org/apache/lucene/index/IndexNotFoundException,,index,0.0
86,index/IndexReader,org/apache/lucene/index/IndexReader,parent reader isAtomic isTopLevel docBaseInParent ordInParent leaves children,index,0.17750453808630953
87,index/IndexWriter,org/apache/lucene/index/IndexWriter,readerMap clear infoIsLive info isnt in pool info doesnt match live info in segmentInfos mapToLive release release drop drop close commit getReadOnlyClone get get getIfExists LorgapacheluceneindexIndexWriter,index,0.14061353468885363
88,index/IndexWriterConfig,org/apache/lucene/index/IndexWriterConfig,CREATE APPEND CREATEORAPPEND values valueOf LorgapacheluceneindexIndexWriterConfigOpenMode CREATE APPEND CREATEORAPPEND,index,0.10881979840722474
89,index/IntBlockPool,org/apache/lucene/index/IntBlockPool,buffers bufferUpto intUpto buffer intOffset docWriter reset nextBuffer,index,0.01285943918556885
90,index/InvertedDocConsumer,org/apache/lucene/index/InvertedDocConsumer,addThread abort flush freeRAM,index,0.016988327747601988
91,index/InvertedDocConsumerPerField,org/apache/lucene/index/InvertedDocConsumerPerField,start start add finish abort,index,0.0237721021611002
92,index/InvertedDocConsumerPerThread,org/apache/lucene/index/InvertedDocConsumerPerThread,startDocument addField finishDocument abort,index,0.022215505516094906
93,index/InvertedDocEndConsumer,org/apache/lucene/index/InvertedDocEndConsumer,addThread flush abort,index,0.0160445317616241
94,index/InvertedDocEndConsumerPerField,org/apache/lucene/index/InvertedDocEndConsumerPerField,finish abort,index,0.019405797682530774
95,index/InvertedDocEndConsumerPerThread,org/apache/lucene/index/InvertedDocEndConsumerPerThread,startDocument addField finishDocument abort,index,0.01883488511147177
96,index/KeepOnlyLastCommitDeletionPolicy,org/apache/lucene/index/KeepOnlyLastCommitDeletionPolicy,onInit onCommit,index,0.10457928213358221
97,index/LogByteSizeMergePolicy,org/apache/lucene/index/LogByteSizeMergePolicy,DEFAULTMINMERGEMB DEFAULTMAXMERGEMB DEFAULTMAXMERGEMBFOROPTIMIZE 9.223372036854776E18 size setMaxMergeMB getMaxMergeMB setMaxMergeMBForOptimize getMaxMergeMBForOptimize setMinMergeMB getMinMergeMB,index,0.08701527216532974
98,index/LogDocMergePolicy,org/apache/lucene/index/LogDocMergePolicy,DEFAULTMINMERGEDOCS size setMinMergeDocs getMinMergeDocs,index,0.10609930344704412
99,index/LogMergePolicy,org/apache/lucene/index/LogMergePolicy,info level index compareTo compareTo,index,0.08557963981063137
100,index/MergeDocIDRemapper,org/apache/lucene/index/MergeDocIDRemapper,starts newStarts docMaps minDocID maxDocID docShift remap LorgapacheluceneindexMergeDocIDRemapper,index,0.0
101,index/MergePolicy,org/apache/lucene/index/MergePolicy,writer setIndexWriter findMerges findMergesForOptimize findMergesToExpungeDeletes close useCompoundFile,index,0.10907405027266218
102,index/MergeScheduler,org/apache/lucene/index/MergeScheduler,merge close,index,0.10658377515228175
103,index/MultiDocsAndPositionsEnum,org/apache/lucene/index/MultiDocsAndPositionsEnum,docsAndPositionsEnum slice,index,0.07550154904035061
104,index/MultiDocsEnum,org/apache/lucene/index/MultiDocsEnum,docsEnum slice,index,0.07550154904035061
105,index/MultiFields,org/apache/lucene/index/MultiFields,starts readers delDocs get length LorgapacheluceneindexMultiFields,index,0.12913884790234967
106,index/MultiFieldsEnum,org/apache/lucene/index/MultiFieldsEnum,lessThan lessThan,index,0.09975148187328933
107,index/MultiNorms,org/apache/lucene/index/MultiNorms,norms,index,0.003929273084479371
108,index/MultiReader,org/apache/lucene/index/MultiReader,subReaders topLevelContext starts decrefOnClose maxDoc numDocs hasDeletions initialize getUniqueTermCount fields please use MultiFields.getFields or wrap your IndexReader with SlowMultiReaderWrapper if you really need a top level Fields reopen clone getDeletedDocs please use MultiFields.getDeletedDocs or wrap your IndexReader with SlowMultiReaderWrapper if you really need a top level Bits deletedDocs doReopen getTermFreqVectors getTermFreqVector getTermFreqVector getTermFreqVector isOptimized numDocs maxDoc document hasDeletions doDelete doUndeleteAll readerIndex hasNorms norms please use MultiNorms.norms or wrap your IndexReader with SlowMultiReaderWrapper if you really need a top level norms doSetNorm docFreq docFreq doCommit doClose getFieldNames isCurrent getVersion MultiReader does not support this method. getSequentialSubReaders getTopReaderContext addReaderFinishedListener removeReaderFinishedListener,index,0.0
109,index/MultiTerms,org/apache/lucene/index/MultiTerms,subs subSlices termComp subreaders have different BytesRef.Comparators cannot merge iterator getSumTotalTermFreq getComparator,index,0.09975148187328933
110,index/MultiTermsEnum,org/apache/lucene/index/MultiTermsEnum,queue subs currentSubs top subDocs subDocsAndPositions lastSeek lastSeekScratch numTop numSubs current termComp getMatchCount getMatchArray term getComparator reset subreaders have different BytesRef.Comparators vs  cannot merge seek seek ord pullTop pushTop next docFreq totalTermFreq docs docsAndPositions LorgapacheluceneindexMultiTermsEnum,index,0.08168625287261488
111,index/NoDeletionPolicy,org/apache/lucene/index/NoDeletionPolicy,INSTANCE onCommit onInit,index,0.0
112,index/NoMergePolicy,org/apache/lucene/index/NoMergePolicy,NOCOMPOUNDFILES COMPOUNDFILES useCompoundFile close findMerges findMergesForOptimize findMergesToExpungeDeletes useCompoundFile setIndexWriter toString NoMergePolicy,index,0.0
113,index/NoMergeScheduler,org/apache/lucene/index/NoMergeScheduler,INSTANCE close merge,index,0.0
114,index/NormsWriter,org/apache/lucene/index/NormsWriter,addThread abort files flush nrm uptos0 len .nrm file size mismatch expected actual LorgapacheluceneindexNormsWriter,index,0.002619515389652914
115,index/NormsWriterPerField,org/apache/lucene/index/NormsWriterPerField,perThread fieldInfo docState similarity docIDs norms upto fieldState reset abort compareTo finish compareTo LorgapacheluceneindexNormsWriterPerField,index,0.003929273084479371
116,index/NormsWriterPerThread,org/apache/lucene/index/NormsWriterPerThread,normsWriter docState addField abort startDocument finishDocument freeRAM,index,0.003929273084479371
117,index/OrdTermState,org/apache/lucene/index/OrdTermState,ord copyFrom can not copy from toString OrdTermState ord LorgapacheluceneindexOrdTermState,index,0.058434005641364306
118,index/ParallelArrayTermVectorMapper,org/apache/lucene/index/ParallelArrayTermVectorMapper,terms termFreqs positions offsets currentPosition storingOffsets storingPositions field setExpectations map materializeVector,index,0.07352859261266552
119,index/ParallelPostingsArray,org/apache/lucene/index/ParallelPostingsArray,BYTESPERPOSTING size textStarts intStarts byteStarts bytesPerPosting newInstance grow copyTo,index,0.015091980710841222
120,index/ParallelReader,org/apache/lucene/index/ParallelReader,fields addField iterator terms,index,0.0
121,index/Payload,org/apache/lucene/index/Payload,data offset length setData setData getData getOffset length byteAt toByteArray copyTo clone equals hashCode,index,0.009626719056974459
122,index/PayloadProcessorProvider,org/apache/lucene/index/PayloadProcessorProvider,getProcessor,index,0.1075638506876228
123,index/PerFieldCodecWrapper,org/apache/lucene/index/PerFieldCodecWrapper,fields codecs iterator terms close loadTermsIndex access100 access200,index,0.08766890801258105
124,index/PersistentSnapshotDeletionPolicy,org/apache/lucene/index/PersistentSnapshotDeletionPolicy,SNAPSHOTSID SNAPSHOTSDOC writer readSnapshotsInfo SNAPSHOTSDOC directory is not a valid snapshots store SNAPSHOTSDOC should be at most 1 document in the snapshots directory onInit snapshot SNAPSHOTSDOC is reserved and cannot be used as a snapshot id release close persistSnapshotInfos SNAPSHOTSDOC,index,0.0
125,index/PositionBasedTermVectorMapper,org/apache/lucene/index/PositionBasedTermVectorMapper,position terms offsets addTerm getPosition getTerms getOffsets,index,0.0
126,index/ReusableStringReader,org/apache/lucene/index/ReusableStringReader,upto left init read read close,index,0.018644786008706036
127,index/SegmentCodecs,org/apache/lucene/index/SegmentCodecs,codecs provider codec build codec write read files toString SegmentCodecs codecs provider,index,0.11010305074693258
128,index/SegmentInfo,org/apache/lucene/index/SegmentInfo,CHECKFIELDINFOS NO YES WITHOUTGEN name docCount dir delGen normGen isCompoundFile files sizeInBytesNoStore sizeInBytesWithStore docStoreOffset docStoreSegment docStoreIsCompoundFile delCount hasProx hasVectors fieldInfos segmentCodecs diagnostics version bufferedDeletesGen reset setDiagnostics getDiagnostics cfs fnm PreFlex cfx cfs tvx sizeInBytes getHasVectors getFieldInfos hasDeletions advanceDelGen clearDelGen clone getDelFileName del hasSeparateNorms hasSeparateNorms initNormGen advanceNormGen getNormFileName nrm setUseCompoundFile getUseCompoundFile getDelCount setDelCount getDocStoreOffset getDocStoreIsCompoundFile setDocStoreIsCompoundFile getDocStoreSegment setDocStoreSegment setDocStoreOffset setDocStore write delCount docCount segment getHasProx setSegmentCodecs segmentCodecs must be nonnull getSegmentCodecs addIfExists files cfs cfx fdx fdt tvx tvd tvf fdx fdt tvx tvd tvf del clearFilesCache toString toString equals hashCode setVersion getVersion getBufferedDeletesGen setBufferedDeletesGen LorgapacheluceneindexSegmentInfo,index,0.1361040627309021
129,index/SegmentInfos,org/apache/lucene/index/SegmentInfos,doBody,index,0.15181688948520133
130,index/SegmentMerger,org/apache/lucene/index/SegmentMerger,work,index,0.10744233260460163
131,index/SegmentReadState,org/apache/lucene/index/SegmentReadState,dir segmentInfo fieldInfos readBufferSize termsIndexDivisor codecId,index,0.09911612211613463
132,index/SegmentReader,org/apache/lucene/index/SegmentReader,,index,0.10756611409377745
133,index/SegmentTermPositionVector,org/apache/lucene/index/SegmentTermPositionVector,positions offsets EMPTYTERMPOS getOffsets getTermPositions,index,0.06340874089570443
134,index/SegmentTermVector,org/apache/lucene/index/SegmentTermVector,field terms termFreqs getField toString size getTerms getTermFrequencies indexOf indexesOf,index,0.07475088799467278
135,index/SegmentWriteState,org/apache/lucene/index/SegmentWriteState,infoStream directory segmentName fieldInfos numDocs hasVectors segDeletes deletedDocs segmentCodecs codecId termIndexInterval,index,0.11101948517645518
136,index/SerialMergeScheduler,org/apache/lucene/index/SerialMergeScheduler,merge close,index,0.0
137,index/SlowMultiReaderWrapper,org/apache/lucene/index/SlowMultiReaderWrapper,readerContext normsCache fields getDeletedDocs getSequentialSubReaders norms getTopReaderContext doSetNorm,index,0.0
138,index/SnapshotDeletionPolicy,org/apache/lucene/index/SnapshotDeletionPolicy,idToSnapshot segmentsFileToIDs primary lastCommit checkSnapshotted Snapshot ID is already used  must be unique registerSnapshotInfo wrapCommits getSnapshot No snapshot exists by ID getSnapshots isSnapshotted onCommit onInit release Snapshot doesnt exist snapshot No index commit to snapshot access000,index,0.0019646365422396855
