File_ID,File,Entity,Code,Module,Closeness_Centrality
17,io/DefaultTexturesCatalog,com/eteks/sweethome3d/io/DefaultTexturesCatalog,NAME name CATEGORY category IMAGE image WIDTH width HEIGHT height PLUGINTEXTURESCATALOGFAMILY PluginTexturesCatalog HOMONYMTEXTUREFORMAT s d Lcometekssweethome3dioDefaultTexturesCatalog PluginTexturesCatalog readTextures name category image width height add s d getContent Lcometekssweethome3dioDefaultFurnitureCatalog jar Invalid URL,sweetHome3DIO,0.021686746987951807
18,io/DefaultUserPreferences,com/eteks/sweethome3d/io/DefaultUserPreferences,name image Lcometekssweethome3dioDefaultUserPreferencesPatternTexture resourcespatterns .png getName getImage getWidth getHeight,sweetHome3DIO,0.01673360107095047
19,io/FileUserPreferences,com/eteks/sweethome3d/io/FileUserPreferences,LANGUAGE language UNIT unit FURNITURECATALOGVIEWEDINTREE furnitureCatalogViewedInTree NAVIGATIONPANELVISIBLE navigationPanelVisible MAGNETISMENABLED magnetismEnabled RULERSVISIBLE rulersVisible GRIDVISIBLE gridVisible FURNITUREVIEWEDFROMTOP furnitureViewedFromTop ROOMFLOORCOLOREDORTEXTURED roomFloorColoredOrTextured WALLPATTERN wallPattern NEWWALLHEIGHT newHomeWallHeight NEWWALLTHICKNESS newWallThickness RECENTHOMES recentHomes IGNOREDACTIONTIP ignoredActionTip FURNITURENAME furnitureName FURNITURECATEGORY furnitureCategory FURNITUREICON furnitureIcon FURNITUREMODEL furnitureModel FURNITUREWIDTH furnitureWidth FURNITUREDEPTH furnitureDepth FURNITUREHEIGHT furnitureHeight FURNITUREMOVABLE furnitureMovable FURNITUREDOORORWINDOW furnitureDoorOrWindow FURNITUREELEVATION furnitureElevation FURNITURECOLOR furnitureColor FURNITUREMODELROTATION furnitureModelRotation FURNITUREBACKFACESHOWN furnitureBackFaceShown FURNITUREICONYAW furnitureIconYaw FURNITUREPROPORTIONAL furnitureProportional TEXTURENAME textureName TEXTURECATEGORY textureCategory TEXTUREIMAGE textureImage TEXTUREWIDTH textureWidth TEXTUREHEIGHT textureHeight FURNITURECONTENTPREFIX Content TEXTURECONTENTPREFIX TextureContent PLUGINFURNITURELIBRARIESSUBFOLDER furniture DUMMYCONTENT EDITORSUBFOLDER APPLICATIONSUBFOLDER ignoredActionTips language unit furnitureCatalogViewedInTree navigationPanelVisible magnetismEnabled rulersVisible gridVisible furnitureViewedFromTop roomFloorColoredOrTextured wallPattern newWallThickness newHomeWallHeight recentHomes ignoredActionTip updateDefaultCatalogs readFurnitureCatalog furnitureName furnitureCategory furnitureIcon furnitureModel furnitureWidth furnitureDepth furnitureHeight furnitureMovable furnitureDoorOrWindow furnitureElevation furnitureColor furnitureModelRotation furnitureBackFaceShown furnitureIconYaw furnitureProportional getModelRotation getContent readTexturesCatalog textureName textureCategory textureImage textureWidth textureHeight write language unit furnitureCatalogViewedInTree navigationPanelVisible magnetismEnabled rulersVisible gridVisible furnitureViewedFromTop roomFloorColoredOrTextured wallPattern newWallThickness newHomeWallHeight recentHomes recentHomes ignoredActionTip ignoredActionTip Couldnt write preferences writeFurnitureCatalog furnitureName furnitureCategory furnitureIcon Content furnitureModel Content furnitureWidth furnitureDepth furnitureHeight furnitureMovable furnitureDoorOrWindow furnitureElevation furnitureColor furnitureColor furnitureModelRotation furnitureBackFaceShown furnitureIconYaw furnitureProportional furnitureName furnitureName furnitureCategory furnitureIcon furnitureModel furnitureWidth furnitureDepth furnitureHeight furnitureMovable furnitureDoorOrWindow furnitureElevation furnitureColor furnitureModelRotation furnitureBackFaceShown furnitureIconYaw furnitureProportional Content writeTexturesCatalog textureName textureCategory textureImage TextureContent textureWidth textureHeight textureName textureName textureCategory textureImage textureWidth textureHeight TextureContent putContent jar Cant build URL copyToApplicationURLContent Cant close files Cant save content Cant close files createApplicationFile Couldnt create .pref getPluginFurnitureLibrariesFolder furniture getApplicationFolder user.home Application Data user.home user.home deleteObsoleteContent Cant access to application folder Couldnt delete file getPreferences Lcometekssweethome3dioFileUserPreferences setActionTipIgnored isActionTipIgnored resetIgnoredActionTips furnitureLibraryExists Cant access to furniture libraries plugin folder addFurnitureLibrary Cant access to furniture libraries plugin folder Cant write in furniture libraries plugin folder access000 filedummySweetHome3DContent Lcometekssweethome3dioFileUserPreferences editorSubFolder.Mac OS X applicationSubFolder.Mac OS X editorSubFolder.Windows applicationSubFolder.Windows editorSubFolder applicationSubFolder,sweetHome3DIO,0.008032128514056224
20,io/HomeFileRecorder,com/eteks/sweethome3d/io/HomeFileRecorder,compressionLevel includeOnlyTemporaryContent writeHome Cant write over file save .sweethome3d Cant close temporary file Save interrupted Cant save home Cant close temporary file Cant save file Cant close file Cant copy file to Cant close file readHome Cant close file Read interrupted Cant read home from Missing classes to read home from Cant close file exists,sweetHome3DIO,0.008032128514056224
21,io/HomeURLContent,com/eteks/sweethome3d/io/HomeURLContent,,sweetHome3DIO,0.01639892904953146
22,j3d/Component3DManager,com/eteks/sweethome3d/j3d/Component3DManager,CHECKOFFSCREENIMAGESUPPORT com.eteks.sweethome3d.j3d.checkOffScreenSupport instance renderingErrorObserver renderingErrorListener offScreenImageSupported configuration getInstance setRenderingErrorObserver getRenderingErrorObserver isOffScreenImageSupported false com.eteks.sweethome3d.j3d.checkOffScreenSupport true getCanvas3D Cant create graphics environment for Canvas 3D Cant create Canvas 3D getOnscreenCanvas3D getOnscreenCanvas3D getOffScreenCanvas3D getOffScreenImage Off screen rendering unavailable Off screen rendering interrupted,sweetHome3DJava3D,0.06884681583476764
23,j3d/Ground3D,com/eteks/sweethome3d/j3d/Ground3D,textureUpdated,sweetHome3DJava3D,0.030120481927710843
24,j3d/HomePieceOfFurniture3D,com/eteks/sweethome3d/j3d/HomePieceOfFurniture3D,home createPieceOfFurnitureNode update updatePieceOfFurnitureTransform updatePieceOfFurnitureColorAndTexture getFilledModelNode getOutlineModelNode updatePieceOfFurnitureVisibility updatePieceOfFurnitureModelMirrored updatePieceOfFurnitureModelNode getModelBox createOutlineModelNode setOutlineAppearance setAppearanceChangeCapability setMaterialAndTexture sweethome3dwindowpane setVisible setCullFace setBackFaceNormalFlip createPolygonAttributesWithChangeCapabilities createAppearanceWithChangeCapabilities setAppearanceCapabilities access000 access100,sweetHome3DJava3D,0.030120481927710843
25,j3d/ModelManager,com/eteks/sweethome3d/j3d/ModelManager,WINDOWPANESHAPEPREFIX sweethome3dwindowpane MIRRORSHAPEPREFIX sweethome3dwindowmirror WINDOWPANETRANSPARENCYATTRIBUTES ADDITIONALLOADERCLASSES com.eteks.sweethome3d.j3d.additionalLoaderClasses instance loadedModelNodes loadingModelObservers modelsLoader additionalLoaderClasses com.eteks.sweethome3d.j3d.additionalLoaderClasses s Invalid loader class getLoaderClass Lcomsunj3dloadersLoader not a subclass of Lcomsunj3dloadersLoader not a public static class constructor not accessible not a public static class getInstance clear getSize getBounds Infinity Infinity Infinity Infinity Infinity Infinity Infinity Node has no bounds computeBounds getNormalizedTransformGroup loadModel loadModel loadModel Empty model com.sun.j3d.utils.image.ImageException Incorrect format Parsing error updateShapeNamesAndWindowPanesTransparency sweethome3dwindowpane turnOffLights getAreaOnFloor computeAreaOnFloor getTransformationToParent computeGeometryAreaOnFloor addIndexedTriangleToPath addIndexedQuadrilateralToPath addTriangleToPath addQuadrilateralToPath access000 access100,sweetHome3DJava3D,0.04373047746541722
26,j3d/OBJLoader,com/eteks/sweethome3d/j3d/OBJLoader,name smooth faces getName setSmooth isSmooth addFace getFaces,sweetHome3DJava3D,0.032271944922547334
27,j3d/OBJMaterial,com/eteks/sweethome3d/j3d/OBJMaterial,opticalDensity illuminationModel sharpness setOpticalDensity getOpticalDensity Optical density not set isOpticalDensitySet setIlluminationModel getIlluminationModel Optical density not set isIlluminationModelSet setSharpness getSharpness Optical density not set isSharpnessSet cloneNodeComponent,sweetHome3DJava3D,0.04048753152143457
28,j3d/OBJWriter,com/eteks/sweethome3d/j3d/OBJWriter,appearance getAppearance equals Lcometekssweethome3dj3dOBJMaterial hashCode,sweetHome3DJava3D,0.022678951098511695
29,j3d/Object3DBranch,com/eteks/sweethome3d/j3d/Object3DBranch,OUTLINECOLORINGATTRIBUTES OUTLINEPOLYGONATTRIBUTES OUTLINELINEATTRIBUTES update getShape,sweetHome3DJava3D,0.04071458246780224
30,j3d/PhotoRenderer,com/eteks/sweethome3d/j3d/PhotoRenderer,run,sweetHome3DJava3D,0.011584800741427249
31,j3d/Room3D,com/eteks/sweethome3d/j3d/Room3D,textureUpdated,sweetHome3DJava3D,0.030120481927710843
32,j3d/TextureManager,com/eteks/sweethome3d/j3d/TextureManager,instance errorTexture waitTexture textures texturesLoader getInstance clear getColoredImageTexture loadTexture loadTexture readTexture access000 access100,sweetHome3DJava3D,0.06626506024096386
33,j3d/Wall3D,com/eteks/sweethome3d/j3d/Wall3D,textureUpdated,sweetHome3DJava3D,0.030120481927710843
34,model/AspectRatio,com/eteks/sweethome3d/model/AspectRatio,FREERATIO VIEW3DRATIO RATIO43 RATIO32 RATIO169 SQUARERATIO value values valueOf Lcometekssweethome3dmodelAspectRatio getValue FREERATIO VIEW3DRATIO RATIO43 RATIO32 RATIO169 SQUARERATIO,sweetHome3DModel,0.15464524765729584
35,model/BackgroundImage,com/eteks/sweethome3d/model/BackgroundImage,serialVersionUID image scaleDistance scaleDistanceXStart scaleDistanceYStart scaleDistanceXEnd scaleDistanceYEnd xOrigin yOrigin invisible getImage getScaleDistance getScaleDistanceXStart getScaleDistanceYStart getScaleDistanceXEnd getScaleDistanceYEnd getScale getScale getXOrigin getYOrigin isVisible,sweetHome3DModel,0.21311661741304844
36,model/Camera,com/eteks/sweethome3d/model/Camera,serialVersionUID yaw pitch fieldOfView propertyChangeSupport readObject addPropertyChangeListener removePropertyChangeListener getYaw setYaw getPitch setPitch getFieldOfView setFieldOfView getX setX getY setY getZ setZ setCamera clone clone,sweetHome3DModel,0.19842704149933063
37,model/CatalogDoorOrWindow,com/eteks/sweethome3d/model/CatalogDoorOrWindow,serialVersionUID wallThickness wallDistance sashes getWallThickness getWallDistance getSashes isDoorOrWindow,sweetHome3DModel,0.12136872362546634
38,model/CatalogLight,com/eteks/sweethome3d/model/CatalogLight,serialVersionUID lightSources getLightSources,sweetHome3DModel,0.017363571934798015
39,model/CatalogPieceOfFurniture,com/eteks/sweethome3d/model/CatalogPieceOfFurniture,serialVersionUID INDENTITYROTATION id name description icon planIcon model width depth height proportional elevation movable doorOrWindow modelRotation creator backFaceShown color iconYaw modifiable resizable price valueAddedTaxPercentage category COMPARATOR getId getName getDescription getDepth getHeight getWidth getElevation isMovable isDoorOrWindow getIcon getPlanIcon getModel getModelRotation deepCopy getCreator isBackFaceShown getColor getIconYaw isProportional isModifiable isResizable getPrice getValueAddedTaxPercentage getCategory setCategory equals hashCode compareTo compareTo,sweetHome3DModel,0.25468380699832827
40,model/CatalogTexture,com/eteks/sweethome3d/model/CatalogTexture,serialVersionUID name image width height modifiable category COMPARATOR getName getImage getWidth getHeight isModifiable getCategory setCategory equals hashCode compareTo compareTo,sweetHome3DModel,0.19438648448542772
41,model/CollectionChangeSupport,com/eteks/sweethome3d/model/CollectionChangeSupport,source collectionListeners addCollectionListener removeCollectionListener fireCollectionChanged fireCollectionChanged,sweetHome3DModel,0.23505846044275627
42,model/CollectionEvent,com/eteks/sweethome3d/model/CollectionEvent,ADD DELETE values valueOf Lcometekssweethome3dmodelCollectionEventType ADD DELETE,sweetHome3DModel,0.17025782310127885
43,model/CollectionListener,com/eteks/sweethome3d/model/CollectionListener,collectionChanged,sweetHome3DModel,0.2403703483886284
44,model/Content,com/eteks/sweethome3d/model/Content,openStream,sweetHome3DModel,0.3851475772083969
45,model/DimensionLine,com/eteks/sweethome3d/model/DimensionLine,XSTART YSTART XEND YEND OFFSET LENGTHSTYLE values valueOf Lcometekssweethome3dmodelDimensionLineProperty XSTART YSTART XEND YEND OFFSET LENGTHSTYLE,sweetHome3DModel,0.19118231166423938
46,model/DoorOrWindow,com/eteks/sweethome3d/model/DoorOrWindow,getWallThickness getWallDistance getSashes,sweetHome3DModel,0.10923522415843631
47,model/FurnitureCatalog,com/eteks/sweethome3d/model/FurnitureCatalog,categories sorted furnitureChangeSupport getCategories checkCategoriesSorted getCategoriesCount getCategory addFurnitureListener removeFurnitureListener add already exists in catalog add delete catalog doesnt contain piece,sweetHome3DModel,0.2373233942966109
48,model/FurnitureCategory,com/eteks/sweethome3d/model/FurnitureCategory,name furniture sorted COMPARATOR getName getFurniture checkFurnitureSorted getFurnitureCount getPieceOfFurniture add already in category delete doesnt contain piece equals hashCode compareTo compareTo,sweetHome3DModel,0.20010870549868648
49,model/Home,com/eteks/sweethome3d/model/Home,serialVersionUID CURRENTVERSION KEEPBACKWARDCOMPATIBLITY furniture furnitureChangeSupport selectedItems selectionListeners walls wallsChangeSupport rooms roomsChangeSupport dimensionLines dimensionLinesChangeSupport labels labelsChangeSupport camera name wallHeight modified backgroundImage observerCamera topCamera environment print furnitureSortedPropertyName furnitureVisiblePropertyNames furnitureDescendingSorted visualProperties propertyChangeSupport version basePlanLocked skyColor groundColor groundTexture lightColor wallsAlpha furnitureSortedProperty furnitureVisibleProperties furnitureWithDoorsAndWindows furnitureWithGroups readObject init writeObject Lcometekssweethome3dmodelHomePieceOfFurniture Lcometekssweethome3dmodelHomeFurnitureGroup Lcometekssweethome3dmodelHomePieceOfFurniture isFurnitureSortedPropertyBackwardCompatible getGroupFurniture addFurnitureListener removeFurnitureListener getFurniture addPieceOfFurniture addPieceOfFurniture deletePieceOfFurniture addSelectionListener removeSelectionListener getSelectedItems setSelectedItems deselectItem addWallsListener removeWallsListener getWalls addWall deleteWall addRoomsListener removeRoomsListener getRooms addRoom addRoom deleteRoom addDimensionLinesListener removeDimensionLinesListener getDimensionLines addDimensionLine deleteDimensionLine addLabelsListener removeLabelsListener getLabels addLabel deleteLabel isEmpty addPropertyChangeListener removePropertyChangeListener getWallHeight getName setName isModified setModified getFurnitureSortedProperty setFurnitureSortedProperty isFurnitureDescendingSorted setFurnitureDescendingSorted getFurnitureVisibleProperties setFurnitureVisibleProperties getBackgroundImage setBackgroundImage getTopCamera getObserverCamera setCamera getCamera getEnvironment getPrint setPrint getVisualProperty setVisualProperty isBasePlanLocked setBasePlanLocked getVersion clone Super class isnt cloneable cloneSelectableItems duplicate getFurnitureSubList Lcometekssweethome3dmodelHomePieceOfFurniture getWallsSubList Lcometekssweethome3dmodelWall getRoomsSubList Lcometekssweethome3dmodelRoom getDimensionLinesSubList Lcometekssweethome3dmodelDimensionLine getLabelsSubList Lcometekssweethome3dmodelLabel getSubList clone,sweetHome3DModel,0.30544399821508256
50,model/HomeApplication,com/eteks/sweethome3d/model/HomeApplication,homes homesChangeSupport addHomesListener removeHomesListener createHome getHomes addHome deleteHome getHomeRecorder getHomeRecorder getUserPreferences getName Sweet Home 3D getVersion,sweetHome3DModel,0.1225239942822136
51,model/HomeDoorOrWindow,com/eteks/sweethome3d/model/HomeDoorOrWindow,serialVersionUID wallThickness wallDistance sashes boundToWall getWallThickness getWallDistance getSashes isBoundToWall setBoundToWall setX setY setAngle setDepth isDoorOrWindow clone clone clone clone,sweetHome3DModel,0.1294437007288413
52,model/HomeEnvironment,com/eteks/sweethome3d/model/HomeEnvironment,serialVersionUID groundColor groundTexture skyColor skyTexture lightColor wallsAlpha drawingMode photoWidth photoHeight photoAspectRatio photoAspectRatioName photoQuality videoWidth videoAspectRatio videoAspectRatioName videoQuality videoFrameRate cameraPath propertyChangeSupport readObject writeObject addPropertyChangeListener removePropertyChangeListener getGroundColor setGroundColor getGroundTexture setGroundTexture getSkyColor setSkyColor getSkyTexture setSkyTexture getLightColor setLightColor getWallsAlpha setWallsAlpha getDrawingMode setDrawingMode getPhotoWidth setPhotoWidth getPhotoHeight setPhotoHeight getPhotoAspectRatio setPhotoAspectRatio getPhotoQuality setPhotoQuality getVideoWidth setVideoWidth getVideoHeight getVideoAspectRatio setVideoAspectRatio Unsupported aspect ratio getVideoQuality setVideoQuality getVideoFrameRate setVideoFrameRate getVideoCameraPath setVideoCameraPath clone Super class isnt cloneable clone,sweetHome3DModel,0.1947444952222684
53,model/HomeFurnitureGroup,com/eteks/sweethome3d/model/HomeFurnitureGroup,serialVersionUID IDENTITY furniture resizable movable doorOrWindow fixedWidth fixedDepth fixedHeight price valueAddedTaxPercentage valueAddedTax priceValueAddedTaxIncluded 3.4028235E38 getFurnitureWithoutGroups getFurniture getCatalogId isMovable isDoorOrWindow isResizable getWidth getDepth getHeight getIcon getPlanIcon getModel getModelRotation getPrice getValueAddedTaxPercentage getValueAddedTax getPriceValueAddedTaxIncluded isBackFaceShown setColor setTexture setAngle setX setY setWidth setDepth setHeight setElevation setModelMirrored setVisible clone clone clone clone,sweetHome3DModel,0.19253148959474262
54,model/HomeLight,com/eteks/sweethome3d/model/HomeLight,serialVersionUID lightSources getLightSources clone clone clone clone,sweetHome3DModel,0.11780831189928251
55,model/HomePieceOfFurniture,com/eteks/sweethome3d/model/HomePieceOfFurniture,compare compare,sweetHome3DModel,0.2207867615038467
56,model/HomePrint,com/eteks/sweethome3d/model/HomePrint,PORTRAIT LANDSCAPE REVERSELANDSCAPE values valueOf Lcometekssweethome3dmodelHomePrintPaperOrientation PORTRAIT LANDSCAPE REVERSELANDSCAPE,sweetHome3DModel,0.19036821443075672
57,model/HomeRecorder,com/eteks/sweethome3d/model/HomeRecorder,writeHome readHome exists,sweetHome3DModel,0.13337675024422013
58,model/HomeTexture,com/eteks/sweethome3d/model/HomeTexture,serialVersionUID name image width height getName getImage getWidth getHeight equals hashCode,sweetHome3DModel,0.23550014009526476
59,model/IllegalHomonymException,com/eteks/sweethome3d/model/IllegalHomonymException,serialVersionUID,sweetHome3DModel,0.19812808280100266
60,model/InterruptedRecorderException,com/eteks/sweethome3d/model/InterruptedRecorderException,serialVersionUID,sweetHome3DModel,0.03836398224476855
61,model/Label,com/eteks/sweethome3d/model/Label,serialVersionUID text style propertyChangeSupport readObject addPropertyChangeListener removePropertyChangeListener getText setText getX setX getY setY getStyle setStyle getPoints intersectsRectangle containsPoint move clone Super class isnt cloneable clone clone,sweetHome3DModel,0.18930470485293127
62,model/LengthUnit,com/eteks/sweethome3d/model/LengthUnit,format 5.0E4 5.0E4 parse skipWhiteSpaces,sweetHome3DModel,0.23957022118324042
63,model/Light,com/eteks/sweethome3d/model/Light,getLightSources,sweetHome3DModel,0.10180722891566266
64,model/LightSource,com/eteks/sweethome3d/model/LightSource,serialVersionUID color getX getY getZ getColor,sweetHome3DModel,0.106238720062436
65,model/ObserverCamera,com/eteks/sweethome3d/model/ObserverCamera,serialVersionUID shapeCache rectangleShapeCache setYaw setX setY setZ getWidth getDepth getHeight getPoints intersectsRectangle containsPoint getShape getRectangleShape move clone clone clone clone,sweetHome3DModel,0.18930470485293127
66,model/PatternsCatalog,com/eteks/sweethome3d/model/PatternsCatalog,patterns getPatterns getPatternsCount getPattern getPattern No pattern with name,sweetHome3DModel,0.21545241368157192
67,model/PieceOfFurniture,com/eteks/sweethome3d/model/PieceOfFurniture,getName getDescription getDepth getHeight getWidth getElevation isMovable isDoorOrWindow getIcon getPlanIcon getModel getModelRotation isBackFaceShown getColor isResizable getPrice getValueAddedTaxPercentage,sweetHome3DModel,0.206863952159001
68,model/RecorderException,com/eteks/sweethome3d/model/RecorderException,serialVersionUID,sweetHome3DModel,0.2605014653207424
69,model/Room,com/eteks/sweethome3d/model/Room,serialVersionUID name nameXOffset nameYOffset nameStyle points areaVisible areaXOffset areaYOffset areaStyle floorVisible floorColor floorTexture ceilingVisible ceilingColor ceilingTexture propertyChangeSupport shapeCache areaCache readObject addPropertyChangeListener removePropertyChangeListener getName setName getNameXOffset setNameXOffset getNameYOffset setNameYOffset getNameStyle setNameStyle getPoints getPointCount deepCopy setPoints updatePoints addPoint addPoint Invalid index setPoint Invalid index removePoint Invalid index isAreaVisible setAreaVisible getAreaXOffset setAreaXOffset getAreaYOffset setAreaYOffset getAreaStyle setAreaStyle getXCenter getYCenter getFloorColor setFloorColor getFloorTexture setFloorTexture isFloorVisible setFloorVisible getCeilingColor setCeilingColor getCeilingTexture setCeilingTexture isCeilingVisible setCeilingVisible getArea getSignedArea isClockwise isSingular intersectsRectangle containsPoint getPointIndexAt isNameCenterPointAt isAreaCenterPointAt containsShapeAtWithMargin getShape move clone Super class isnt cloneable clone clone,sweetHome3DModel,0.193631669535284
70,model/Sash,com/eteks/sweethome3d/model/Sash,serialVersionUID xAxis yAxis width startAngle endAngle getXAxis getYAxis getWidth getStartAngle getEndAngle,sweetHome3DModel,0.14339324511159393
71,model/Selectable,com/eteks/sweethome3d/model/Selectable,getPoints intersectsRectangle containsPoint move clone,sweetHome3DModel,0.3160899411599888
72,model/SelectionEvent,com/eteks/sweethome3d/model/SelectionEvent,selectedItems getSelectedItems,sweetHome3DModel,0.19658294193724046
73,model/SelectionListener,com/eteks/sweethome3d/model/SelectionListener,selectionChanged,sweetHome3DModel,0.193631669535284
74,model/TextStyle,com/eteks/sweethome3d/model/TextStyle,serialVersionUID fontSize bold italic textStylesCache readObject getFontSize isBold isItalic deriveStyle deriveBoldStyle deriveItalicStyle getCachedTextStyle equals hashCode,sweetHome3DModel,0.2771404768008203
