Source_ID,Source,Source_Module,Target_ID,Target,Target_Module,Dependency_Type,Dependency_Count,Allowed
252,org/apache/commons/imaging/formats/tiff/photometricinterpreters/floatingpoint/PaletteEntryForRange,tiff,251,org/apache/commons/imaging/formats/tiff/photometricinterpreters/floatingpoint/PaletteEntry,tiff,Implements,1,1
44,org/apache/commons/imaging/common/bytesource/ByteSourceInputStream,common,41,org/apache/commons/imaging/common/bytesource/ByteSource,common,Extends,1,1
44,org/apache/commons/imaging/common/bytesource/ByteSourceInputStream,common,41,org/apache/commons/imaging/common/bytesource/ByteSource,common,ConstructorCall,1,1
44,org/apache/commons/imaging/common/bytesource/ByteSourceInputStream,common,27,org/apache/commons/imaging/common/BinaryFunctions,common,MethodCall,1,1
154,org/apache/commons/imaging/formats/png/scanlinefilters/ScanlineFilter,png,8,org/apache/commons/imaging/ImageReadException,base,Throws,1,1
325,org/apache/commons/imaging/palette/MostPopulatedBoxesMedianCut,palette,322,org/apache/commons/imaging/palette/MedianCut,palette,Implements,1,1
325,org/apache/commons/imaging/palette/MostPopulatedBoxesMedianCut,palette,9,org/apache/commons/imaging/ImageWriteException,base,Throws,1,0
325,org/apache/commons/imaging/palette/MostPopulatedBoxesMedianCut,palette,317,org/apache/commons/imaging/palette/ColorGroup,palette,Argument,1,1
325,org/apache/commons/imaging/palette/MostPopulatedBoxesMedianCut,palette,317,org/apache/commons/imaging/palette/ColorGroup,palette,FieldUse,9,1
325,org/apache/commons/imaging/palette/MostPopulatedBoxesMedianCut,palette,317,org/apache/commons/imaging/palette/ColorGroup,palette,MethodCall,1,1
325,org/apache/commons/imaging/palette/MostPopulatedBoxesMedianCut,palette,314,org/apache/commons/imaging/palette/ColorComponent,palette,MethodCall,2,1
325,org/apache/commons/imaging/palette/MostPopulatedBoxesMedianCut,palette,314,org/apache/commons/imaging/palette/ColorComponent,palette,FieldUse,1,1
325,org/apache/commons/imaging/palette/MostPopulatedBoxesMedianCut,palette,316,org/apache/commons/imaging/palette/ColorCountComparator,palette,ConstructorCall,2,1
325,org/apache/commons/imaging/palette/MostPopulatedBoxesMedianCut,palette,315,org/apache/commons/imaging/palette/ColorCount,palette,FieldUse,5,1
325,org/apache/commons/imaging/palette/MostPopulatedBoxesMedianCut,palette,317,org/apache/commons/imaging/palette/ColorGroup,palette,ConstructorCall,4,1
325,org/apache/commons/imaging/palette/MostPopulatedBoxesMedianCut,palette,318,org/apache/commons/imaging/palette/ColorGroupCut,palette,ConstructorCall,1,1
325,org/apache/commons/imaging/palette/MostPopulatedBoxesMedianCut,palette,317,org/apache/commons/imaging/palette/ColorGroup,palette,LocalVar,6,1
325,org/apache/commons/imaging/palette/MostPopulatedBoxesMedianCut,palette,315,org/apache/commons/imaging/palette/ColorCount,palette,LocalVar,7,1
325,org/apache/commons/imaging/palette/MostPopulatedBoxesMedianCut,palette,314,org/apache/commons/imaging/palette/ColorComponent,palette,LocalVar,2,1
75,org/apache/commons/imaging/formats/gif/GifImageMetadataItem,gif,68,org/apache/commons/imaging/formats/gif/DisposalMethod,gif,Field,1,1
75,org/apache/commons/imaging/formats/gif/GifImageMetadataItem,gif,68,org/apache/commons/imaging/formats/gif/DisposalMethod,gif,Argument,1,1
75,org/apache/commons/imaging/formats/gif/GifImageMetadataItem,gif,68,org/apache/commons/imaging/formats/gif/DisposalMethod,gif,OwnFieldUse,3,1
75,org/apache/commons/imaging/formats/gif/GifImageMetadataItem,gif,68,org/apache/commons/imaging/formats/gif/DisposalMethod,gif,Returns,1,1
209,org/apache/commons/imaging/formats/tiff/constants/AdobePageMaker6TagConstants,tiff,270,org/apache/commons/imaging/formats/tiff/taginfos/TagInfoLongOrIFD,tiff,Field,1,1
209,org/apache/commons/imaging/formats/tiff/constants/AdobePageMaker6TagConstants,tiff,262,org/apache/commons/imaging/formats/tiff/taginfos/TagInfoBytes,tiff,Field,1,1
209,org/apache/commons/imaging/formats/tiff/constants/AdobePageMaker6TagConstants,tiff,269,org/apache/commons/imaging/formats/tiff/taginfos/TagInfoLong,tiff,Field,2,1
209,org/apache/commons/imaging/formats/tiff/constants/AdobePageMaker6TagConstants,tiff,282,org/apache/commons/imaging/formats/tiff/taginfos/TagInfoShort,tiff,Field,2,1
209,org/apache/commons/imaging/formats/tiff/constants/AdobePageMaker6TagConstants,tiff,257,org/apache/commons/imaging/formats/tiff/taginfos/TagInfoAscii,tiff,Field,1,1
209,org/apache/commons/imaging/formats/tiff/constants/AdobePageMaker6TagConstants,tiff,255,org/apache/commons/imaging/formats/tiff/taginfos/TagInfo,tiff,Field,1,1
209,org/apache/commons/imaging/formats/tiff/constants/AdobePageMaker6TagConstants,tiff,227,org/apache/commons/imaging/formats/tiff/constants/TiffDirectoryType,tiff,FieldUse,7,1
209,org/apache/commons/imaging/formats/tiff/constants/AdobePageMaker6TagConstants,tiff,270,org/apache/commons/imaging/formats/tiff/taginfos/TagInfoLongOrIFD,tiff,ConstructorCall,1,1
209,org/apache/commons/imaging/formats/tiff/constants/AdobePageMaker6TagConstants,tiff,270,org/apache/commons/imaging/formats/tiff/taginfos/TagInfoLongOrIFD,tiff,OwnFieldUse,2,1
209,org/apache/commons/imaging/formats/tiff/constants/AdobePageMaker6TagConstants,tiff,262,org/apache/commons/imaging/formats/tiff/taginfos/TagInfoBytes,tiff,ConstructorCall,1,1
209,org/apache/commons/imaging/formats/tiff/constants/AdobePageMaker6TagConstants,tiff,262,org/apache/commons/imaging/formats/tiff/taginfos/TagInfoBytes,tiff,OwnFieldUse,2,1
209,org/apache/commons/imaging/formats/tiff/constants/AdobePageMaker6TagConstants,tiff,269,org/apache/commons/imaging/formats/tiff/taginfos/TagInfoLong,tiff,ConstructorCall,2,1
209,org/apache/commons/imaging/formats/tiff/constants/AdobePageMaker6TagConstants,tiff,269,org/apache/commons/imaging/formats/tiff/taginfos/TagInfoLong,tiff,OwnFieldUse,4,1
209,org/apache/commons/imaging/formats/tiff/constants/AdobePageMaker6TagConstants,tiff,282,org/apache/commons/imaging/formats/tiff/taginfos/TagInfoShort,tiff,ConstructorCall,2,1
209,org/apache/commons/imaging/formats/tiff/constants/AdobePageMaker6TagConstants,tiff,282,org/apache/commons/imaging/formats/tiff/taginfos/TagInfoShort,tiff,OwnFieldUse,4,1
209,org/apache/commons/imaging/formats/tiff/constants/AdobePageMaker6TagConstants,tiff,257,org/apache/commons/imaging/formats/tiff/taginfos/TagInfoAscii,tiff,ConstructorCall,1,1
209,org/apache/commons/imaging/formats/tiff/constants/AdobePageMaker6TagConstants,tiff,257,org/apache/commons/imaging/formats/tiff/taginfos/TagInfoAscii,tiff,OwnFieldUse,2,1
209,org/apache/commons/imaging/formats/tiff/constants/AdobePageMaker6TagConstants,tiff,255,org/apache/commons/imaging/formats/tiff/taginfos/TagInfo,tiff,ConstructorCall,1,1
27,org/apache/commons/imaging/common/BinaryFunctions,common,25,org/apache/commons/imaging/common/BinaryConstant,common,Argument,2,1
27,org/apache/commons/imaging/common/BinaryFunctions,common,25,org/apache/commons/imaging/common/BinaryConstant,common,MethodCall,5,1
27,org/apache/commons/imaging/common/BinaryFunctions,common,8,org/apache/commons/imaging/ImageReadException,base,Throws,2,1
27,org/apache/commons/imaging/common/BinaryFunctions,common,8,org/apache/commons/imaging/ImageReadException,base,ConstructorCall,4,1
83,org/apache/commons/imaging/formats/ico/IcoImageParser,ico,7,org/apache/commons/imaging/ImageParser,base,Extends,1,0
83,org/apache/commons/imaging/formats/ico/IcoImageParser,ico,7,org/apache/commons/imaging/ImageParser,base,ConstructorCall,1,0
83,org/apache/commons/imaging/formats/ico/IcoImageParser,ico,7,org/apache/commons/imaging/ImageParser,base,MethodCall,1,0
83,org/apache/commons/imaging/formats/ico/IcoImageParser,ico,4,org/apache/commons/imaging/ImageFormat,base,Returns,1,0
83,org/apache/commons/imaging/formats/ico/IcoImageParser,ico,4,org/apache/commons/imaging/ImageFormat,base,ConstructorCall,1,0
83,org/apache/commons/imaging/formats/ico/IcoImageParser,ico,5,org/apache/commons/imaging/ImageFormats,base,FieldUse,2,0
83,org/apache/commons/imaging/formats/ico/IcoImageParser,ico,8,org/apache/commons/imaging/ImageReadException,base,Throws,11,0
83,org/apache/commons/imaging/formats/ico/IcoImageParser,ico,41,org/apache/commons/imaging/common/bytesource/ByteSource,common,Argument,8,0
83,org/apache/commons/imaging/formats/ico/IcoImageParser,ico,34,org/apache/commons/imaging/common/ImageMetadata,common,Returns,1,0
83,org/apache/commons/imaging/formats/ico/IcoImageParser,ico,6,org/apache/commons/imaging/ImageInfo,base,Returns,1,0
83,org/apache/commons/imaging/formats/ico/IcoImageParser,ico,27,org/apache/commons/imaging/common/BinaryFunctions,common,MethodCall,27,0
83,org/apache/commons/imaging/formats/ico/IcoImageParser,ico,8,org/apache/commons/imaging/ImageReadException,base,ConstructorCall,5,0
83,org/apache/commons/imaging/formats/ico/IcoImageParser,ico,28,org/apache/commons/imaging/common/BinaryOutputStream,common,ConstructorCall,2,0
83,org/apache/commons/imaging/formats/ico/IcoImageParser,ico,28,org/apache/commons/imaging/common/BinaryOutputStream,common,MethodCall,61,0
83,org/apache/commons/imaging/formats/ico/IcoImageParser,ico,58,org/apache/commons/imaging/formats/bmp/BmpImageParser,bmp,ConstructorCall,1,0
83,org/apache/commons/imaging/formats/ico/IcoImageParser,ico,58,org/apache/commons/imaging/formats/bmp/BmpImageParser,bmp,MethodCall,1,0
83,org/apache/commons/imaging/formats/ico/IcoImageParser,ico,28,org/apache/commons/imaging/common/BinaryOutputStream,common,LocalVar,2,0
83,org/apache/commons/imaging/formats/ico/IcoImageParser,ico,10,org/apache/commons/imaging/Imaging,base,MethodCall,2,0
83,org/apache/commons/imaging/formats/ico/IcoImageParser,ico,4,org/apache/commons/imaging/ImageFormat,base,LocalVar,1,0
83,org/apache/commons/imaging/formats/ico/IcoImageParser,ico,41,org/apache/commons/imaging/common/bytesource/ByteSource,common,MethodCall,2,0
83,org/apache/commons/imaging/formats/ico/IcoImageParser,ico,9,org/apache/commons/imaging/ImageWriteException,base,Throws,1,0
83,org/apache/commons/imaging/formats/ico/IcoImageParser,ico,9,org/apache/commons/imaging/ImageWriteException,base,ConstructorCall,1,0
83,org/apache/commons/imaging/formats/ico/IcoImageParser,ico,327,org/apache/commons/imaging/palette/PaletteFactory,palette,ConstructorCall,1,0
83,org/apache/commons/imaging/formats/ico/IcoImageParser,ico,327,org/apache/commons/imaging/palette/PaletteFactory,palette,MethodCall,2,0
83,org/apache/commons/imaging/formats/ico/IcoImageParser,ico,329,org/apache/commons/imaging/palette/SimplePalette,palette,MethodCall,6,0
83,org/apache/commons/imaging/formats/ico/IcoImageParser,ico,13,org/apache/commons/imaging/PixelDensity,base,MethodCall,2,0
83,org/apache/commons/imaging/formats/ico/IcoImageParser,ico,329,org/apache/commons/imaging/palette/SimplePalette,palette,LocalVar,1,0
63,org/apache/commons/imaging/formats/bmp/PixelParserBitFields,bmp,66,org/apache/commons/imaging/formats/bmp/PixelParserSimple,bmp,Extends,1,1
63,org/apache/commons/imaging/formats/bmp/PixelParserBitFields,bmp,56,org/apache/commons/imaging/formats/bmp/BmpHeaderInfo,bmp,Argument,1,1
63,org/apache/commons/imaging/formats/bmp/PixelParserBitFields,bmp,66,org/apache/commons/imaging/formats/bmp/PixelParserSimple,bmp,ConstructorCall,1,1
63,org/apache/commons/imaging/formats/bmp/PixelParserBitFields,bmp,56,org/apache/commons/imaging/formats/bmp/BmpHeaderInfo,bmp,FieldUse,9,1
63,org/apache/commons/imaging/formats/bmp/PixelParserBitFields,bmp,8,org/apache/commons/imaging/ImageReadException,base,Throws,2,1
63,org/apache/commons/imaging/formats/bmp/PixelParserBitFields,bmp,56,org/apache/commons/imaging/formats/bmp/BmpHeaderInfo,bmp,OwnFieldUse,5,1
63,org/apache/commons/imaging/formats/bmp/PixelParserBitFields,bmp,27,org/apache/commons/imaging/common/BinaryFunctions,common,MethodCall,4,0
63,org/apache/commons/imaging/formats/bmp/PixelParserBitFields,bmp,8,org/apache/commons/imaging/ImageReadException,base,ConstructorCall,1,1
61,org/apache/commons/imaging/formats/bmp/BmpWriterRgb,bmp,59,org/apache/commons/imaging/formats/bmp/BmpWriter,bmp,Implements,1,1
61,org/apache/commons/imaging/formats/bmp/BmpWriterRgb,bmp,28,org/apache/commons/imaging/common/BinaryOutputStream,common,Argument,1,0
104,org/apache/commons/imaging/formats/jpeg/iptc/PhotoshopApp13Data,jpeg,99,org/apache/commons/imaging/formats/jpeg/iptc/IptcRecord,jpeg,Field,1,1
104,org/apache/commons/imaging/formats/jpeg/iptc/PhotoshopApp13Data,jpeg,96,org/apache/commons/imaging/formats/jpeg/iptc/IptcBlock,jpeg,Field,1,1
104,org/apache/commons/imaging/formats/jpeg/iptc/PhotoshopApp13Data,jpeg,99,org/apache/commons/imaging/formats/jpeg/iptc/IptcRecord,jpeg,Argument,1,1
104,org/apache/commons/imaging/formats/jpeg/iptc/PhotoshopApp13Data,jpeg,96,org/apache/commons/imaging/formats/jpeg/iptc/IptcBlock,jpeg,Argument,1,1
104,org/apache/commons/imaging/formats/jpeg/iptc/PhotoshopApp13Data,jpeg,99,org/apache/commons/imaging/formats/jpeg/iptc/IptcRecord,jpeg,Returns,1,1
104,org/apache/commons/imaging/formats/jpeg/iptc/PhotoshopApp13Data,jpeg,96,org/apache/commons/imaging/formats/jpeg/iptc/IptcBlock,jpeg,Returns,2,1
104,org/apache/commons/imaging/formats/jpeg/iptc/PhotoshopApp13Data,jpeg,96,org/apache/commons/imaging/formats/jpeg/iptc/IptcBlock,jpeg,MethodCall,1,1
104,org/apache/commons/imaging/formats/jpeg/iptc/PhotoshopApp13Data,jpeg,96,org/apache/commons/imaging/formats/jpeg/iptc/IptcBlock,jpeg,LocalVar,2,1
3,org/apache/commons/imaging/ImageDump,base,307,org/apache/commons/imaging/icc/IccProfileParser,icc,ConstructorCall,1,0
3,org/apache/commons/imaging/ImageDump,base,307,org/apache/commons/imaging/icc/IccProfileParser,icc,MethodCall,1,0
3,org/apache/commons/imaging/ImageDump,base,306,org/apache/commons/imaging/icc/IccProfileInfo,icc,MethodCall,1,0
3,org/apache/commons/imaging/ImageDump,base,307,org/apache/commons/imaging/icc/IccProfileParser,icc,LocalVar,1,0
3,org/apache/commons/imaging/ImageDump,base,306,org/apache/commons/imaging/icc/IccProfileInfo,icc,LocalVar,1,0
301,org/apache/commons/imaging/formats/wbmp/WbmpImageParser,wbmp,7,org/apache/commons/imaging/ImageParser,base,Extends,1,0
301,org/apache/commons/imaging/formats/wbmp/WbmpImageParser,wbmp,7,org/apache/commons/imaging/ImageParser,base,ConstructorCall,1,0
301,org/apache/commons/imaging/formats/wbmp/WbmpImageParser,wbmp,4,org/apache/commons/imaging/ImageFormat,base,Returns,1,0
301,org/apache/commons/imaging/formats/wbmp/WbmpImageParser,wbmp,4,org/apache/commons/imaging/ImageFormat,base,ConstructorCall,1,0
301,org/apache/commons/imaging/formats/wbmp/WbmpImageParser,wbmp,5,org/apache/commons/imaging/ImageFormats,base,FieldUse,2,0
301,org/apache/commons/imaging/formats/wbmp/WbmpImageParser,wbmp,8,org/apache/commons/imaging/ImageReadException,base,Throws,9,0
301,org/apache/commons/imaging/formats/wbmp/WbmpImageParser,wbmp,41,org/apache/commons/imaging/common/bytesource/ByteSource,common,Argument,7,0
301,org/apache/commons/imaging/formats/wbmp/WbmpImageParser,wbmp,34,org/apache/commons/imaging/common/ImageMetadata,common,Returns,1,0
301,org/apache/commons/imaging/formats/wbmp/WbmpImageParser,wbmp,6,org/apache/commons/imaging/ImageInfo,base,Returns,1,0
301,org/apache/commons/imaging/formats/wbmp/WbmpImageParser,wbmp,6,org/apache/commons/imaging/ImageInfo,base,ConstructorCall,1,0
301,org/apache/commons/imaging/formats/wbmp/WbmpImageParser,wbmp,27,org/apache/commons/imaging/common/BinaryFunctions,common,MethodCall,3,0
301,org/apache/commons/imaging/formats/wbmp/WbmpImageParser,wbmp,8,org/apache/commons/imaging/ImageReadException,base,ConstructorCall,3,0
301,org/apache/commons/imaging/formats/wbmp/WbmpImageParser,wbmp,41,org/apache/commons/imaging/common/bytesource/ByteSource,common,MethodCall,2,0
301,org/apache/commons/imaging/formats/wbmp/WbmpImageParser,wbmp,9,org/apache/commons/imaging/ImageWriteException,base,Throws,1,0
301,org/apache/commons/imaging/formats/wbmp/WbmpImageParser,wbmp,9,org/apache/commons/imaging/ImageWriteException,base,ConstructorCall,1,0
140,org/apache/commons/imaging/formats/png/ScanExpediterInterlaced,png,139,org/apache/commons/imaging/formats/png/ScanExpediter,png,Extends,1,1
140,org/apache/commons/imaging/formats/png/ScanExpediterInterlaced,png,132,org/apache/commons/imaging/formats/png/PngColorType,png,Argument,1,1
140,org/apache/commons/imaging/formats/png/ScanExpediterInterlaced,png,149,org/apache/commons/imaging/formats/png/chunks/PngChunkPlte,png,Argument,1,1
140,org/apache/commons/imaging/formats/png/ScanExpediterInterlaced,png,129,org/apache/commons/imaging/formats/png/GammaCorrection,png,Argument,1,1
140,org/apache/commons/imaging/formats/png/ScanExpediterInterlaced,png,160,org/apache/commons/imaging/formats/png/transparencyfilters/TransparencyFilter,png,Argument,1,1
140,org/apache/commons/imaging/formats/png/ScanExpediterInterlaced,png,139,org/apache/commons/imaging/formats/png/ScanExpediter,png,ConstructorCall,1,1
140,org/apache/commons/imaging/formats/png/ScanExpediterInterlaced,png,8,org/apache/commons/imaging/ImageReadException,base,Throws,2,1
140,org/apache/commons/imaging/formats/png/ScanExpediterInterlaced,png,126,org/apache/commons/imaging/formats/png/BitParser,png,Argument,1,1
140,org/apache/commons/imaging/formats/png/ScanExpediterInterlaced,png,126,org/apache/commons/imaging/formats/png/BitParser,png,ConstructorCall,1,1
140,org/apache/commons/imaging/formats/png/ScanExpediterInterlaced,png,126,org/apache/commons/imaging/formats/png/BitParser,png,LocalVar,1,1
239,org/apache/commons/imaging/formats/tiff/fieldtypes/FieldTypeFloat,tiff,235,org/apache/commons/imaging/formats/tiff/fieldtypes/FieldType,tiff,Extends,1,1
239,org/apache/commons/imaging/formats/tiff/fieldtypes/FieldTypeFloat,tiff,235,org/apache/commons/imaging/formats/tiff/fieldtypes/FieldType,tiff,ConstructorCall,1,1
239,org/apache/commons/imaging/formats/tiff/fieldtypes/FieldTypeFloat,tiff,200,org/apache/commons/imaging/formats/tiff/TiffField,tiff,Argument,1,1
