File_ID,File,Entity,Code,Module,Closeness_Centrality
11,client/scripts/DataMigrationForSearchableInstructors,teammates/client/scripts/DataMigrationForSearchableInstructors,instructorsLogic main args migrator doOperation instructor allInstructors getAllInstructors updateDocumentForInstructor instructor,client.scripts,0.0
12,client/scripts/DataMigrationForSearchableStudents,teammates/client/scripts/DataMigrationForSearchableStudents,studentsLogic main args migrator doOperation student allStudents getAllStudents updateDocumentForStudent student,client.scripts,0.0
13,client/scripts/DataRepairForCorruptedResponses,teammates/client/scripts/DataRepairForCorruptedResponses,logic main args dataRepair doOperation CourseID Session name repairDataForSession shouldRepairGiverSection shouldRepairRecipientSection question courseId sessionName questions repairResponsesForQuestion Repairing giver section receiver section student recipientSection student shouldUpdateResponse originalGiverSection originalRecipientSection response question needRepairGiverSection needRepairRecipientSection responses isGiverContainingSection giverType isRecipientContaningSection giverType recipientType isTeamRecipient recipientType,client.scripts,0.0
14,client/scripts/GenerateFeedbackReport,teammates/client/scripts/GenerateFeedbackReport,main args reportGenerator doOperation CourseID Session Name instructoremail.com result.csv fileContent logic writeToFile file fw bw fileName fileContent,client.scripts,0.0
15,client/scripts/GenerateLargeScaledData,teammates/client/scripts/GenerateLargeScaledData,main args dataGenerator doOperation largeScaleTest.json Create response response index logic largeScaleBundle injectRealIds qnNumber response loadDataBundle srctestresourcesdata LteammatescommondatatransferDataBundle pathToJsonFile jsonString pathToJsonFileParam,client.scripts,0.0
16,client/scripts/ImportData,teammates/client/scripts/ImportData,SOURCEFILENAME ResultFileName.json MAXNUMBEROFENTITYPERREQUEST MAXNUMBEROFEVALUATIONPERREQUEST data jsonString main srctestresourcesdataResultFileName.json LteammatescommondatatransferDataBundle Finish in s start hasAccounts hasInstructors hasCourses hasStudents elapsedTimeMillis elapsedTimeSec args status persist AccountData InstructorData CourseData StudentData EvaluationData entities of type left accountData instructorData courseData studentData key obj entry map bundle count type,client.scripts,0.0
17,client/scripts/ModifyInstituteOfStudentsInCourse,teammates/client/scripts/ModifyInstituteOfStudentsInCourse,main args modifyInstituteOfStudentsInCourse doOperation Enter course to edit Enter new institute name changed for from to account student students logic scanner courseId institute,client.scripts,0.0
18,client/scripts/OfflineBackup,teammates/client/scripts/OfflineBackup,backupFileDirectory currentFileName hasPreviousEntity accountsSaved main args offlineBackup doOperation BackupFilesBackup logs courses getModifiedLogs entityModifiedLogs Error occurred while trying to access modified entity logs url urlConn in logMessage modifiedLogs extractModifiedCourseIds course modifiedLogs courses getCurrentDateAndTime yyyyMMdd HH.mm.ss dateFormat cal createBackupDirectory Error making directory se directoryName directory retrieveEntitiesByCourse .json courseId coursesList it retrieveAndSaveAccountsByCourse accounts student instructor courseId logic students instructors retrieveAndSaveCourse courses courseId logic course retrieveAndSaveFeedbackQuestionsByCourse feedbackQuestions feedbackQuestion courseId feedbackQuestionDb feedbackQuestions retrieveAndSaveFeedbackResponsesByCourse feedbackResponses feedbackResponse courseId feedbackResponsesDb feedbackResponses retrieveAndSaveFeedbackResponseCommentsByCourse feedbackResponseComments feedbackResponseComment courseId feedbackResponseCommentsDb feedbackResponseComments retrieveAndSaveFeedbackSessionsByCourse feedbackSessions feedbackSession courseId logic feedbackSessions retrieveAndSaveInstructorsByCourse instructors instructor courseId logic instructors retrieveAndSaveStudentsByCourse students student courseId logic students retrieveAndSaveStudentProfilesByCourse profiles profile student courseId logic students formatJsonString entityJsonString name formattedString saveStudentAccount student logic account saveInstructorAccount instructor logic account saveFeedbackQuestion feedbackQuestion saveFeedbackResponse feedbackResponse saveFeedbackResponseComment feedbackResponseComment saveFeedbackSession feedbackSession saveInstructor instructor saveStudent student saveProfile studentProfile appendToFile file fw bw fileName fileContent,client.scripts,0.0
19,client/scripts/ParallelProfiler,teammates/client/scripts/ParallelProfiler,NUMOFTHREADS main srctestresourcesdatathread .txt args,client.scripts,0.0
20,client/scripts/PerformanceProfiler,teammates/client/scripts/PerformanceProfiler,defaultReportPath srctestresourcesdatanameOfTheReportFile.txt NUMOFRUNS WAITTIMETEST WAITTIMERUN runningDataSourceFile PerformanceProfilerRunningData.json reportFilePath data results path run srctestresourcesdataPerformanceProfilerRunningData.json LteammatescommondatatransferDataBundle LteammatesclientscriptsPerformanceProfiler Finished method methods browser jsonString performMethod LteammatesclientscriptsPerformanceTest LteammatesclientscriptsPerformanceTest LjavalangString Name Time Val LjavalangLong Name Time startTime retVal endTime duration countList test name customTimer type method main srctestresourcesdatanameOfTheReportFile.txt args importReportFile str strs testName durations arr filePath results reportFile br strLine printResult str lineStrBuilder arr total lineStr average str filePath list fstream out getStudent student studentKey status set getKeyForStudent student studentKey status set editStudent student studentKey status set deleteStudent student studentKey status set deleteCourse course courseKey status set deleteInstructor instructor instructorKey status set,client.scripts,0.0012853470437017994
21,client/scripts/PerformanceTest,teammates/client/scripts/PerformanceTest,name customTimer,client.scripts,0.0017137960582690659
22,client/scripts/StatisticsPerInstitute,teammates/client/scripts/StatisticsPerInstitute,name studentTotal instructorTotal x0,client.scripts,0.0
23,client/scripts/StudentDataGenerator,teammates/client/scripts/StudentDataGenerator,LENGTHOFSTUDENTNAME LENGTHOFTEAMSUFFIX RANDOMALLOWEDCHARS 0123456789ABCDEFGHIJKLMNOPQRSTUVWXTZabcdefghiklmnopqrstuvwxyz numberOfStudents numberOfTeams main args teamnames lines print line lines exitIfParametersMissing Command arguments are java generateStudentData number of students number of teams args generateEnrollText gmail.com name student numberOfStudents teamnames lines generateTeamNames Team team numberOfTeams teamnames generateRandomString 0123456789ABCDEFGHIJKLMNOPQRSTUVWXTZabcdefghiklmnopqrstuvwxyz 0123456789ABCDEFGHIJKLMNOPQRSTUVWXTZabcdefghiklmnopqrstuvwxyz length name,client.scripts,0.0
24,client/scripts/TeamEvalResultCalculations,teammates/client/scripts/TeamEvalResultCalculations,showCalculationSteps input main args input input2 input3 input4,client.scripts,0.0
25,client/scripts/UploadBackupData,teammates/client/scripts/UploadBackupData,BACKUPFOLDER BackupFilesBackup data jsonString coursesPersisted feedbackQuestionsPersisted feedbackQuestionIds logic coursesDb studentsDb instructorsDb fbDb fqDb frDb fcDb profilesDb feedbackQuestionsLogic main args uploadBackupData doOperation backupFiles folder folders getFolders BackupFilesBackup backupFolder folders listOfFolders getBackupFilesInFolder BackupFilesBackup folder folderName currentFolder uploadData already persisted. BackupFilesBackup LteammatescommondatatransferDataBundle Error in uploading files folderName backupFile backupFiles folder persistAccounts Error in uploading accounts accountData accounts persistCourses Error in uploading courses courses persistInstructors Error in uploading instructors instructors persistStudents Error in uploading students students persistFeedbackSessions Error in uploading feedback sessions feedbackSessions persistFeedbackQuestions Error in uploading feedback questions question map questions persistFeedbackResponses Error in uploading feedback responses response map responses persistFeedbackResponseComments Error in uploading feedback response comments responseComment map responseComments persistProfiles Error in uploading profiles studentProfiles profiles adjustFeedbackResponseId newId response question adjustFeedbackResponseCommentId newId response question,client.scripts,0.0
26,client/scripts/scalabilitytests/InstructorCourseEnrollPageDataGenerator,teammates/client/scripts/scalabilitytests/InstructorCourseEnrollPageDataGenerator,FILENAME InstructorCourseEnrollPageScaleTestData HEADER Section  Team  Name  Email  Comments generateStudents Section  Team  Name  Email  Comments Section d  Team d  s  s.tmmsgmail.tmt  n curName num generator studentNames students main srcclientjavateammatesclientscriptsscalabilitytestsdata InstructorCourseEnrollPageScaleTestData studentGroup args studentGroups folderPath,client.scripts,0.0012853470437017994
27,client/scripts/scalabilitytests/InstructorCourseEnrollPageScalabilityTest,teammates/client/scripts/scalabilitytests/InstructorCourseEnrollPageScalabilityTest,log prepareTestData InstructorCourseEnrollPageScTest.json testInstructorCourseEnrollPage enroll action students load loads testEnrollAction pageinstructorCourseEnrollPage CCEnrollScT.teammates.test CCEnrollScT.CS2104 LteammatestestpageobjectsInstructorCourseEnrollPage Testing with students... Time taken numStudents enrollUrl enrollPage enrollString stopwatch,client.scripts,0.0
28,client/scripts/scalabilitytests/InstructorFeedbackResultsPageDataGenerator,teammates/client/scripts/scalabilitytests/InstructorFeedbackResultsPageDataGenerator,courseLevel,client.scripts,0.0
29,client/scripts/scalabilitytests/InstructorFeedbackResultsPageScalabilityTest,teammates/client/scripts/scalabilitytests/InstructorFeedbackResultsPageScalabilityTest,DATAFOLDERPATH srcclientjavateammatesclientscriptsscalabilitytestsdata log prepareTestData refreshTestData InstructorFeedbackResultsPageScaleTest Students Questions.json numStudents numQuestions refreshTestData srcclientjavateammatesclientscriptsscalabilitytestsdata filename testContentWithIncreasingLoad Testing with students questions... CFResultsScT.instr Open Session questionLoad studentLoad studentLoads questionLoads loginToInstructorFeedbackResultsPage pageinstructorFeedbackResultsPage LteammatestestpageobjectsInstructorFeedbackResultsPage Time taken instructorName fsName resultsUrl stopwatch resultsPage,client.scripts,0.0
30,client/scripts/util/LoopHelper,teammates/client/scripts/util/LoopHelper,printCycle message count printCycle message recordLoop d s getCount,client.scripts,0.005141388174807198
31,client/scripts/util/Stopwatch,teammates/client/scripts/util/Stopwatch,startTime start getTimeElapsedInSeconds 1.0E9,client.scripts,0.002570694087403599
32,common/datatransfer/CourseDetailsBundle,teammates/common/datatransfer/CourseDetailsBundle,course stats feedbackSessions sections courseData getFeedbackSessionsList feedbackSessionDetails feedbackSessionAttributes sortDetailedCoursesByCourseId courses sortDetailedCourses courses sortDetailedCoursesByCreationDate courses getStats getCourse,common.dataTransfer,0.16718401225554966
33,common/datatransfer/CourseEnrollmentResult,teammates/common/datatransfer/CourseEnrollmentResult,studentList enrollmentList studentList enrollmentList,common.dataTransfer,0.1626930548434565
34,common/datatransfer/CourseRoster,teammates/common/datatransfer/CourseRoster,studentListByEmail instructorListByEmail students instructors getStudents getInstructors isInstructorOfCourse instructorEmail isStudentInCourse studentEmail isStudentInTeam studentEmail targetTeamName student isStudentsInSameTeam studentEmail1 studentEmail2 student1 student2 getStudentForEmail email getInstructorForEmail email populateStudentListByEmail students populateInstructorListByEmail instructors,common.dataTransfer,0.21450865864350793
35,common/datatransfer/CourseStats,teammates/common/datatransfer/CourseStats,sectionsTotal teamsTotal studentsTotal unregisteredTotal getSectionsTotal getTeamsTotal getStudentsTotal getUnregisteredTotal,common.dataTransfer,0.15270421505185708
36,common/datatransfer/CourseSummaryBundle,teammates/common/datatransfer/CourseSummaryBundle,course feedbackSessions courseData sortSummarizedCoursesByCourseId courses sortSummarizedCoursesByCourseName courses sortSummarizedCoursesByCreationDate courses sortSummarizedCourses courses,common.dataTransfer,0.1636776962368294
37,common/datatransfer/DataBundle,teammates/common/datatransfer/DataBundle,accounts courses instructors students feedbackSessions feedbackQuestions feedbackResponses feedbackResponseComments profiles adminEmails sanitizeForSaving sanitizeMapForSaving attribute map,common.dataTransfer,0.2369177139127874
38,common/datatransfer/FeedbackParticipantType,teammates/common/datatransfer/FeedbackParticipantType,SELF STUDENTS INSTRUCTORS TEAMS OWNTEAM OWNTEAMMEMBERS OWNTEAMMEMBERSINCLUDINGSELF RECEIVER RECEIVERTEAMMEMBERS NONE GIVER GIVERS RECIPIENTS validGiver validRecipient validViewer displayNameGiver displayNameRecipient displayNameVisibility values valueOf LteammatescommondatatransferFeedbackParticipantType name isGiver isRecipient isViewer displayNameGiver displayNameRecipient displayNameVisibility isValidGiver isValidRecipient isValidViewer isTeam toDisplayGiverName toDisplayRecipientName toVisibilityString toSingularFormString instructor student team team getDisplayNameGiver getDisplayNameRecipient getParticipantListFromCommaSeparatedValues str commaSeparatedValues participantList SELF Feedback session creator i.e. me Giver Self feedback STUDENTS Students in this course Other students in the course Other students in the course INSTRUCTORS Instructors in this course Instructors in the course Instructors in this course TEAMS Teams in this course Other teams in the course OWNTEAM Givers team Your team OWNTEAMMEMBERS Givers team members Your team members OWNTEAMMEMBERSINCLUDINGSELF Givers team members and Giver Your team members RECEIVER The receiving RECEIVERTEAMMEMBERS The recipients team members NONE Nobody specific For general class feedback GIVER participantType giverInitializer participantType recipientInitializer,common.dataTransfer,0.3145715213629365
39,common/datatransfer/FeedbackResponseCommentSearchResultBundle,teammates/common/datatransfer/FeedbackResponseCommentSearchResultBundle,comments responses questions sessions commentGiverTable responseGiverTable responseRecipientTable instructorEmails instructorEmailNameTable,common.dataTransfer,0.15083398098882048
40,common/datatransfer/FeedbackSessionDetailsBundle,teammates/common/datatransfer/FeedbackSessionDetailsBundle,stats feedbackSession feedbackSession sortFeedbackSessionsByCreationTime sessions toString course name submittedtotal,common.dataTransfer,0.1683010826224743
41,common/datatransfer/FeedbackSessionQuestionsBundle,teammates/common/datatransfer/FeedbackSessionQuestionsBundle,feedbackSession questionResponseBundle recipientList feedbackSession questionResponseBundle recipientList getQuestionResponseBundle getFeedbackSession getSortedQuestions sortedQuestions getQuestionAttributes question questionId questions getSortedRecipientList entry feedbackQuestionId sortedList result getRecipientEmails entry feedbackQuestionId emailList result hideUnmoderatableQuestions isGiverVisibleToInstructor isRecipientVisibleToInstructor isResponseVisibleToInstructor question questionsToHide resetAllResponses question,common.dataTransfer,0.14771678779250996
42,common/datatransfer/FeedbackSessionResponseStatus,teammates/common/datatransfer/FeedbackSessionResponseStatus,noResponse studentsWhoResponded emailNameTable emailSectionTable emailTeamNameTable compareByTeamNameStudentName compareByTeamName compareByName getStudentsWhoDidNotRespondToAnyQuestion getNoResponse getStudentsWhoResponded getEmailNameTable getEmailTeamNameTable getEmailSectionTable access000 x0 access100 x0,common.dataTransfer,0.1883126360560844
43,common/datatransfer/FeedbackSessionResultsBundle,teammates/common/datatransfer/FeedbackSessionResultsBundle,compare o1 o2 giverSection1 giverSection2 order isGiverVisible1 isGiverVisible2 t1 t2 giverName1 giverName2 isRecipientVisible1 isRecipientVisible2 recipientName1 recipientName2 compare,common.dataTransfer,0.2168647082699945
44,common/datatransfer/FeedbackSessionStats,teammates/common/datatransfer/FeedbackSessionStats,submittedTotal expectedTotal,common.dataTransfer,0.13816032582099422
45,common/datatransfer/FeedbackSessionType,teammates/common/datatransfer/FeedbackSessionType,STANDARD PRIVATE values valueOf LteammatescommondatatransferFeedbackSessionType name STANDARD PRIVATE,common.dataTransfer,0.2331949113440116
46,common/datatransfer/InstructorPrivileges,teammates/common/datatransfer/InstructorPrivileges,PRIVILEGESCOOWNER PRIVILEGESMANAGER PRIVILEGESOBSERVER PRIVILEGESTUTOR PRIVILEGESCUSTOM COURSELEVELONLYLIST SECTIONLEVELONLYLIST SESSIONLEVELONLYLIST COURSELEVELONLYPRIVILEGES SECTIONLEVELONLYPRIVILEGES SESSIONLEVELONLYPRIVILEGES courseLevel sectionLevel sessionLevel Coowner Manager Observer Tutor Custom instrRole isPrivilegeNameValid privilegeName isPrivilegeNameValidForSectionLevel privilegeName isPrivilegeNameValidForSessionLevel privilegeName setDefaultPrivilegesForCoowner setDefaultPrivilegesForManager setDefaultPrivilegesForObserver setDefaultPrivilegesForTutor setDefaultPrivilegesForCustom setDefaultPrivileges entry defaultPrivileges getOverallPrivilegesForSections canviewstudentinsection canviewstudentinsection canviewsessioninsection canviewsessioninsection cansubmitsessioninsection cansubmitsessioninsection canmodifysessioncommentinsection canmodifysessioncommentinsection privileges getOverallPrivilegesForSessionsInSection canviewsessioninsection canviewsessioninsection cansubmitsessioninsection cansubmitsessioninsection canmodifysessioncommentinsection canmodifysessioncommentinsection sectionName privileges updatePrivilege privilegeName isAllowed updatePrivilege sectionName privilegeName isAllowed updatePrivilege sectionName sessionName privilegeName isAllowed updatePrivilegeInCourseLevel privilegeName isAllowed updatePrivilegeInSectionLevel sectionName privilegeName isAllowed updatePrivilegeInSessionLevel sectionName sessionName privilegeName isAllowed updatePrivileges sectionName privileges updatePrivileges sectionName sessionName privileges updatePrivilegesInSectionLevel privilegeName sectionName privileges updatePrivilegesInSessionLevel privilegeName sectionName sessionName privileges verifyExistenceOfsectionName sectionName addSectionWithDefaultPrivileges sectionName addSessionWithDefaultPrivileges sectionName sessionName isAllowedForPrivilege privilegeName isAllowedForPrivilege sectionName privilegeName isAllowedForPrivilege sectionName sessionName privilegeName isAllowedForPrivilegeAnySection sessionName privilegeName hasCoownerPrivileges hasManagerPrivileges hasObserverPrivileges hasTutorPrivileges hasSamePrivileges entry defaultPrivileges isSectionSpecial sectionName numberOfSectionsSpecial isSessionsInSectionSpecial sectionName isSessionInSectionSpecial sectionName sessionName removeSectionLevelPrivileges sectionName removeSessionsPrivilegesForSection sectionName removeSessionPrivileges sectionName sessionName isAllowedInCourseLevel privilegeName isAllowedInSectionLevel sectionName privilegeName isAllowedInSessionLevel sectionName sessionName privilegeName isAllowedInSessionLevelAnySection sectionName sessionName privilegeName sections validatePrivileges canmodifysessioncommentinsection canmodifysessioncommentinsection canviewsessioninsection canmodifysessioncommentinsection canmodifysessioncommentinsection canviewsessioninsection canmodifysessioncommentinsection canmodifysessioncommentinsection canviewsessioninsection sectionMap sessionMap section getCourseLevelPrivileges getSectionLevelPrivileges sectionPrivileges copy getSessionLevelPrivileges sessionPrivileges sectionCopy sectionPrivileges copy equals another rhs hashCode prime result canmodifycourse canmodifyinstructor canmodifysession canmodifystudent canviewstudentinsection canviewsessioninsection cansubmitsessioninsection canmodifysessioncommentinsection canmodifycourse canmodifyinstructor canmodifysession canmodifystudent canviewstudentinsection canviewsessioninsection cansubmitsessioninsection canmodifysessioncommentinsection canmodifycourse canmodifyinstructor canmodifysession canmodifystudent canviewstudentinsection canviewsessioninsection cansubmitsessioninsection canmodifysessioncommentinsection canmodifycourse canmodifyinstructor canmodifysession canmodifystudent canviewstudentinsection canviewsessioninsection cansubmitsessioninsection canmodifysessioncommentinsection canmodifycourse canmodifyinstructor canmodifysession canmodifystudent canviewstudentinsection canviewsessioninsection cansubmitsessioninsection canmodifysessioncommentinsection canmodifycourse canmodifyinstructor canmodifysession canmodifystudent canviewstudentinsection canviewsessioninsection cansubmitsessioninsection canmodifysessioncommentinsection,common.dataTransfer,0.2603669197335793
47,common/datatransfer/InstructorSearchResultBundle,teammates/common/datatransfer/InstructorSearchResultBundle,instructorList,common.dataTransfer,0.16984526160227512
48,common/datatransfer/SearchResultBundle,teammates/common/datatransfer/SearchResultBundle,numberOfResults,common.dataTransfer,0.13947786571665688
49,common/datatransfer/SectionDetailsBundle,teammates/common/datatransfer/SectionDetailsBundle,name teams,common.dataTransfer,0.16902374483913685
50,common/datatransfer/StudentAttributesFactory,teammates/common/datatransfer/StudentAttributesFactory,MINFIELDCOUNT MAXFIELDCOUNT ERRORHEADERROWFIELDREPEATED The header row contains repeated fields ERRORHEADERROWFIELDMISSED The following required column names are missing in the header row ERRORENROLLLINEEMPTY Enroll line was emptybr ERRORENROLLLINETOOFEWPARTS Enroll line had fewer than the minimally expected 3 columns Team Name and Emailbr FIRSTCOLUMNINDEX SECONDCOLUMNINDEX THIRDCOLUMNINDEX FOURTHCOLUMNINDEX FIFTHCOLUMNINDEX sectionColumnIndex teamColumnIndex nameColumnIndex emailColumnIndex commentColumnIndex hasSection hasTeam hasName hasEmail hasComment sectionteamnameemailcomment markTeammark markNamemark markEmailmark The following required column names are missing in the header row missingField headerRow fieldCount makeStudent Enroll line was emptybr Enroll line had fewer than the minimally expected 3 columns Team Name and Emailbr None paramSection enrollLine courseId columns hasMissingFields paramTeam paramName paramEmail paramComment paramSection locateColumnIndexes The header row contains repeated fields str curPos headerRow fieldCount count columns splitLineIntoColumns line,common.dataTransfer,0.153796890427257
51,common/datatransfer/StudentEnrollDetails,teammates/common/datatransfer/StudentEnrollDetails,updateStatus course email oldTeam newTeam oldSection newSection updateStatus course email oldTeam newTeam oldSection newSection,common.dataTransfer,0.16563795000616632
52,common/datatransfer/StudentResultSummary,teammates/common/datatransfer/StudentResultSummary,claimedToInstructor perceivedToInstructor,common.dataTransfer,0.16529369605863167
53,common/datatransfer/StudentSearchResultBundle,teammates/common/datatransfer/StudentSearchResultBundle,studentList courseIdInstructorMap,common.dataTransfer,0.1708356129818802
54,common/datatransfer/StudentUpdateStatus,teammates/common/datatransfer/StudentUpdateStatus,ERROR NEW MODIFIED UNMODIFIED NOTINENROLLLIST UNKNOWN STATUSCOUNT numericRepresentation values valueOf LteammatescommondatatransferStudentUpdateStatus name numericRepresentation enumRepresentation numericRepresentation ERROR NEW MODIFIED UNMODIFIED NOTINENROLLLIST UNKNOWN,common.dataTransfer,0.235257750122128
55,common/datatransfer/TeamDetailsBundle,teammates/common/datatransfer/TeamDetailsBundle,name students,common.dataTransfer,0.19400906259792627
56,common/datatransfer/TeamEvalResult,teammates/common/datatransfer/TeamEvalResult,NA NSU NSB log claimed normalizedClaimed normalizedAveragePerceived denormalizedAveragePerceived normalizedPeerContributionRatio studentEmails  starting result calculation for claimed values sanitized claimed values sanitized and normalized peerContributionRatio as double averagePerceived as double normalizedAveragePerceivedAsDouble as double normalizedPeerContributionRatio as double normalizedUnbiasedClaimed as int perceived to students Final result submissionValues claimedSanitized claimedSanitizedNormalized peerContributionRatioAsDouble averagePerceivedAsDouble normalizedAveragePerceivedAsDouble normalizedPeerContributionRatioAsDouble sanitizeInput points pointsNotGiven input teamSize output calculatePeerContributionRatio input teamSize selfRatingsRemoved selfRatingRemovedAndNormalized adjustPeerContributionRatioToTallyNormalizedAveragePerceived peerContributionRatio columnsAveraged factor calculatePerceivedForStudents claimedSanitized normalizedAveragePerceivedAsDouble teamSize output calculatePerceivedForStudent Unsanitized value received claimedSanitizedRow normalizedAveragePerceivedAsDouble filteredPerceived filteredSanitizedActual sumOfPerceived sumOfActual factor isSanitized array isSanitized isSpecialValue value multiplyByFactor factor input teamSize output multiplyByFactor value factor input teamSize output purgeValuesCorrespondingToSpecialValuesInFilter filterValue isSpecialValue filterArray valueArray returnValue sum Unsanitized value in value input sum sum input removeSelfRatings input output normalizeValues input output normalizeValues input factor normalizeValues input normalizeValues input calculateFactor Factor  valueAsInt value input actualSum count idealSum factor intToDouble input converted intToDouble input converted doubleToInt input converted doubleToInt input output averageColumns Unsanitized value in Column averages input output averageColumn Average value array arrayOfArrays columnIndex sum count values average logMessage pointsToString array pointsToString input pointsToString array returnValue isSquareArray teamSize firstDividerLocation secondDividerLocation thirdDividerLocation replaceMagicNumbers NA NA NSB NSU returnValue toString toString claimed from student normalizedClaimed normalizedPeerContributionRatio normalizedAveragePerceived denormalizedAveragePerceived indent indentString divider sb filler verify Internal assertion failuer message condition,common.dataTransfer,0.16623902490412873
