File_ID,File,Entity,Code,Module,Closeness_Centrality
11,application/api/Configuration,org/argouml/application/api/Configuration,FILELOADED configuration.load.file URLLOADED configuration.load.url FILESAVED configuration.save.file URLSAVED configuration.save.url config getConfigurationHandler getFactory load load file load url save save force getString key getString key defaultValue getInteger key getDouble key defaultValue getDouble key getInteger key defaultValue getBoolean key getBoolean key defaultValue setString key newValue setInteger key newValue setDouble key newValue setBoolean key newValue addListener pcl removeListener pcl addListener key pcl removeListener key pcl removeKey key makeKey k1 makeKey ck k1 makeKey k1 k2 makeKey k1 k2 k3 makeKey k1 k2 k3 k4 makeKey k1 k2 k3 k4 k5,moduleLoader,0.2680602330108517
12,application/api/ConfigurationKey,org/argouml/application/api/ConfigurationKey,getKey isChangedProperty,moduleLoader,0.22265776220937866
13,application/api/Pluggable,org/argouml/application/api/Pluggable,PLUGINTITLE ArgoUML Dynamic Load Module PLUGINVENDOR ArgoUML team PLUGINPREFIX org.argouml.application.api.Pluggable inContext,moduleLoader,0.14563617787593267
14,application/api/PluggableImport,org/argouml/application/api/PluggableImport,getChooser getConfigPanel getList isParseable parseFile getLayout,moduleLoader,0.005221932114882507
15,application/api/ProgressMonitor,org/argouml/application/api/ProgressMonitor,updateProgress updateSubTask updateMainTask isCanceled setMaximumProgress notifyNullAction notifyMessage close,moduleLoader,0.1134459455881029
16,application/api/QuadrantPanel,org/argouml/application/api/QuadrantPanel,QTOP QBOTTOM QLEFT QRIGHT QTOPLEFT QTOPRIGHT QBOTTOMLEFT QBOTTOMRIGHT getQuadrant,moduleLoader,0.0
17,application/configuration/ConfigurationFactory,org/argouml/application/configuration/ConfigurationFactory,SINGLETON handler getInstance getConfigurationHandler class x1 x0 argo.ConfigurationFactory org.argouml.application.configuration.ConfigurationFactory Cant create configuration factory using default factory name newFactory,application,0.19121890889102652
18,application/configuration/ConfigurationHandler,org/argouml/application/configuration/ConfigurationHandler,loadedFromFile loadedFromURL changeable loaded pcl LOG getDefaultPath loadIfNecessary loadDefault status saveDefault saveDefault toFile saved force isChangeable isLoaded load configuration.load.file file status load configuration.load.url url status save configuration.save.file file status save configuration.save.url url status getString key defaultValue getInteger nfe key defaultValue getDouble nfe key defaultValue getBoolean key defaultValue dflt workerSetValue key newValue oldValue setString key newValue setInteger key value setDouble key value setBoolean key value bool addListener addPropertyChangeListener removeListener removePropertyChangeListener addListener addPropertyChangeListener key removeListener removePropertyChangeListener key loadUnspecified saveUnspecified loadFile loadURL saveFile saveURL hasKey true false key getValue setValue remove class x1 x0 org.argouml.application.configuration.ConfigurationHandler,application,0.19316153544487075
19,application/configuration/ConfigurationKeyImpl,org/argouml/application/configuration/ConfigurationKeyImpl,key argo. k1 ck k1 argo. k1 k2 argo. k1 k2 k3 argo. k1 k2 k3 k4 argo. k1 k2 k3 k4 k5 getKey isChangedProperty pce toString ConfigurationKeyImpl,application,0.19121890889102652
20,application/configuration/ConfigurationProperties,org/argouml/application/configuration/ConfigurationProperties,LOG propertyLocation propertyBundle canComplain Configuration loaded from Configuration not loaded from ioe defaults getDefaultPath user.home argo.user.properties loadFile Configuration loaded from Unable to load configuration New configuration created as Unable to create configuration e1 file saveFile ArgoUML properties Configuration saved to Unable to save configuration file loadURL Configuration loaded from Unable to load configuration url saveURL url getValue key defaultValue result setValue key   set to  key value remove key class x1 x0 org.argouml.application.configuration.ConfigurationProperties orgargoumlresourcedefault.properties,application,0.14881290778253142
21,application/configuration/IConfigurationFactory,org/argouml/application/configuration/IConfigurationFactory,getConfigurationHandler,application,0.19186569871332668
22,application/events/ArgoEvent,org/argouml/application/events/ArgoEvent,eventType eT src getEventType getEventStartRange getEventEndRange toString,application,0.1473885298950573
23,application/events/ArgoEventPump,org/argouml/application/events/ArgoEventPump,LOG listeners SINGLETON getInstance addListener listener addListener event listener removeListener listener removeListener event listener doAddListener event listener doRemoveListener test event listener it removeList handleFireModuleEvent Invalid event event listener handleFireNotationEvent Invalid event event listener handleFireGeneratorEvent Invalid event event listener handleFireEvent event listener fireEvent event doFireEvent pair event iterator class x1 x0 org.argouml.application.events.ArgoEventPump,application,0.18416013925152308
24,application/events/ArgoEventTypes,org/argouml/application/events/ArgoEventTypes,ANYEVENT ANYMODULEEVENT MODULELOADED MODULEUNLOADED MODULEENABLED MODULEDISABLED LASTMODULEEVENT ANYNOTATIONEVENT NOTATIONCHANGED NOTATIONADDED NOTATIONREMOVED NOTATIONPROVIDERADDED NOTATIONPROVIDERREMOVED LASTNOTATIONEVENT ANYGENERATOREVENT GENERATORCHANGED GENERATORADDED GENERATORREMOVED LASTGENERATOREVENT ARGOEVENTEND,application,0.12123142153106317
25,application/events/ArgoGeneratorEvent,org/argouml/application/events/ArgoGeneratorEvent,eventType src getEventStartRange,application,0.14508965216354858
26,application/events/ArgoGeneratorEventListener,org/argouml/application/events/ArgoGeneratorEventListener,generatorChanged generatorAdded generatorRemoved,application,0.14458126111572958
27,application/events/ArgoModuleEvent,org/argouml/application/events/ArgoModuleEvent,eventType src getEventStartRange,application,0.16686387930844962
28,application/events/ArgoModuleEventListener,org/argouml/application/events/ArgoModuleEventListener,moduleLoaded moduleUnloaded moduleEnabled moduleDisabled,application,0.14458126111572958
29,application/events/ArgoNotationEvent,org/argouml/application/events/ArgoNotationEvent,eventType src getEventStartRange,application,0.1609642486018919
30,application/events/ArgoNotationEventListener,org/argouml/application/events/ArgoNotationEventListener,notationChanged notationAdded notationRemoved notationProviderAdded notationProviderRemoved,application,0.15843867188366778
31,application/helpers/ResourceLoader,org/argouml/application/helpers/ResourceLoader,resourceCache resourceLocations resourceExtensions lookupIconResource resource lookupIconResource resource desc lookupIconResource resource loader lookupIconResource resource desc loader res imgURL lookupIconUrl org.argouml.application.helpers.ResourceLoader imageName locations tmpExt extensions resource loader imgURL addResourceLocation location addResourceExtension extension removeResourceLocation loc iter location removeResourceExtension ext iter extension containsExtension extension containsLocation location isInCache resource toJavaIdentifier len pos buf class x1 x0,application,0.17925058217486414
32,application/helpers/ResourceLoaderWrapper,org/argouml/application/helpers/ResourceLoaderWrapper,LOG initialStateIcon deepIcon shallowIcon forkIcon joinIcon branchIcon junctionIcon realizeIcon signalIcon commentIcon iconCache instance images getInstance lookAndFeelPath orgargoumlImagesplaf toolbarButtonGraphics classname element initResourceLoader true force.nativelaf false javax.swing.plaf.metal.MetalLookAndFeel general navigation argoumldiagrams argoumlelements argouml gif png orgargoumlImages orgtigrisgefImages gif png orgargoumlImages orgtigrisgefImages Initial DeepHistory ShallowHistory Fork Join Choice Junction Realization SignalSending Note lookAndFeelClassName lookAndFeelClassName lookAndFeelGeneralImagePath lookAndFeelNavigationImagePath lookAndFeelDiagramImagePath lookAndFeelElementImagePath lookAndFeelArgoUmlImagePath lookupIconResource resource lookupIconResource resource desc lookupIcon key lookupIcon Attempted to get an icon given a null key Cant find icon for Attempted to get icon for deleted element kind helper cName value icon getImageBinding name found lookupIconUrl name loader lookupIconUrl name class x1 x0 org.argouml.application.helpers.ResourceLoaderWrapper action.aboutargouml AboutArgoUML action.activitydiagram Activity Diagram action.classdiagram Class Diagram action.collaborationdiagram Collaboration Diagram action.deploymentdiagram Deployment Diagram action.sequencediagram Sequence Diagram action.statediagram State Diagram action.usecasediagram Use Case Diagram action.addconcurrentregion Add Concurrent Region action.addmessage Add Message action.configureperspectives ConfigurePerspectives action.copy Copy action.cut Cut action.deleteconcurrentregion DeleteConcurrentRegion action.deletefrommodel DeleteFromModel action.find Find... action.importsources Import Sources... action.moreinfo More Info... action.navigateback Navigate Back action.navigateforward Navigate Forward action.new New action.newtodoitem New To Do Item... action.openproject Open Project... action.pagesetup Page Setup... action.paste Paste action.print Print... action.removefromdiagram Remove From Diagram action.resolveitem Resolve Item... action.saveproject Save Project action.saveprojectas Save Project As... action.settings Settings... action.snoozecritic Snooze Critic action.systeminformation System Information button.broom Broom button.newactionstate ActionState button.newactor Actor button.newaggregation Aggregation button.newassociation Association button.newassociationclass AssociationClass button.newassociationend AssociationEnd button.newassociationrole AssociationRole button.newattribute New Attribute button.newcallaction CallAction button.newcallstate CallState button.newchoice Choice button.newclass Class button.newclassifierrole ClassifierRole button.newcommentlink CommentLink button.newcomponent Component button.newcomponentinstance ComponentInstance button.newcompositestate CompositeState button.newcomposition Composition button.newcreateaction CreateAction button.newdatatype DataType button.newdeephistory DeepHistory button.newdependency Dependency button.newdestroyaction DestroyAction button.newenumeration Enumeration button.newextensionpoint New Extension Point button.newextend Extend button.newfinalstate FinalState button.newfork Fork button.newgeneralization Generalization button.newinclude Include button.newinitial Initial button.newinnerclass Inner Class button.newinterface Interface button.newjoin Join button.newjunction Junction button.newlink Link button.newnode Node button.newnodeinstance NodeInstance button.newobject Object button.newobjectflowstate ObjectFlowState button.newoperation New Operation button.newpackage Package button.newparameter New Parameter button.newpartition Partition button.newpermission Permission button.newraisedsignal New Raised Signal button.newreception New Reception button.newrealization Realization button.newreturnaction ReturnAction button.newsendaction SendAction button.newshallowhistory ShallowHistory button.newsignal New Signal button.newsimplestate SimpleState button.newstereotype Stereotype button.newstubstate StubState button.newsubactivitystate SubactivityState button.newsubmachinestate SubmachineState button.newsynchstate SynchState button.newtagdefinition TagDefinition button.newtransition Transition button.newuniaggregation UniAggregation button.newuniassociation UniAssociation button.newunicomposition UniComposition button.newusage Usage button.newusecase UseCase button.select Select button.sequenceexpand SequenceExpand button.sequencecontract SequenceContract,application,0.24539298336818502
33,application/modules/ModuleLoader,org/argouml/application/modules/ModuleLoader,accept .jar pathname,moduleLoader,0.18566551748936314
34,application/security/ArgoAwtExceptionHandler,org/argouml/application/security/ArgoAwtExceptionHandler,handle,application,0.0
35,cognitive/AbstractCognitiveTranslator,org/argouml/cognitive/AbstractCognitiveTranslator,i18nlocalize i18nmessageFormat,critics,0.09476866753285933
36,cognitive/Decision,org/argouml/cognitive/Decision,UNSPEC name priority hashCode equals d2 getName setName getPriority setPriority toString misc.decision.uncategorized,critics,0.12358233459520335
37,cognitive/DecisionModel,org/argouml/cognitive/DecisionModel,decisions getDecisions setDecisionPriority decision priority defineDecision decision priority startConsidering stopConsidering findDecision decName elems,critics,0.12182717745168944
38,cognitive/Designer,org/argouml/cognitive/Designer,serialVersionUID gen,critics,0.14858252614195996
39,cognitive/Goal,org/argouml/cognitive/Goal,UNSPEC name priority hashCode equals d2 getName setName getPriority setPriority toString getUnspecifiedGoal label.goal.unspecified,critics,0.12358233459520335
40,cognitive/GoalModel,org/argouml/cognitive/GoalModel,goals getGoals addGoal removeGoal hasGoal goalName goalEnum setGoalPriority goalName priority startDesiring goalName stopDesiring goalName,critics,0.12173773018483798
41,cognitive/Highlightable,org/argouml/cognitive/Highlightable,setHighlight getHighlight,critics,0.1297392711359541
42,cognitive/ItemUID,org/argouml/cognitive/ItemUID,LOG MYCLASS id param toString generateID getIDOfObject obj canCreate readObjectID getItemUID getItemUID for threw getItemUID for takes strange parameter getItemUID for exception getItemUID for returns strange value rv nsme se tie iace iare eiie obj rv createObjectID setItemUID setItemUID for threw setItemUID for takes strange parameter setItemUID for threw mparam nsme se tie iace iare eiie obj params mparam class x1 x0 org.argouml.cognitive.ItemUID,critics,0.12878197165961114
43,cognitive/ListSet,org/argouml/cognitive/ListSet,TCLIMIT vector o1 addElement addAllElements addAllElements iter addAllElements iter addAllElementsSuchThat iter addAllElementsSuchThat iter addAllElements addAllElementsSuchThat remove result removeElement removeAllElements contains containsSuchThat findSuchThat elts elements elementAt index asVector hashCode equals obj set myEs firstElement size toString Set res eles transitiveClosure cg reachable cg reachable cg max kids rootEnum transitiveClosure frontsEnum recentEnum frontier cg max iterCount lastSize touched recent isEmpty iterator toArray toArray arg0 add arg0 result containsAll arg0 addAll arg0 result retainAll elem iter arg0 copy result removeAll iter arg0 result clear addAll arg0 arg1 get index set arg0 add arg0 arg1 remove index indexOf lastIndexOf listIterator listIterator index subList fromIndex toIndex,critics,0.1234140591825451
44,cognitive/Offender,org/argouml/cognitive/Offender,inform,critics,0.1038023116321738
45,cognitive/Poster,org/argouml/cognitive/Poster,stillValid supports getSupportedDecisions supports getSupportedGoals containsKnowledgeType expand getClarifier snooze unsnooze fixIt canFixIt,critics,0.12278771584147845
46,cognitive/ResolvedCritic,org/argouml/cognitive/ResolvedCritic,LOG critic offenders cr offs offs ure2 ure offs canCreate hashCode equals obj rc getCriticString Critic is null importOffenders ItemUID missing or unable to create for class Offender unresolvable Unable to create ItemUID for some classes obj id set canCreate elems fail getCritic getOffenderList toString ResolvedCritic sb class x1 x0 org.argouml.cognitive.ResolvedCritic,critics,0.1193276573748472
47,cognitive/ToDoItem,org/argouml/cognitive/ToDoItem,INTERRUPTIVEPRIORITY HIGHPRIORITY MEDPRIORITY LOWPRIORITY thePoster theHeadline thePriority theDescription theMoreInfoURL theOffenders theWizard cachedExpandedHeadline cachedExpandedDescription serialVersionUID poster offs poster The offender must be a model element a Fig or a Diagram dm dsgr offs dsgr checkOffs A ListSet of offenders must be supplied. The first offender must be a model element a Fig or a Diagram The second offender must be a model element a Fig or a Diagram offs offender getHeadline setHeadline getDescription setDescription getMoreInfoURL setMoreInfoURL getPriority setPriority getProgress getOffenders setOffenders offenders getPoster getClarifier getWizard containsKnowledgeType type supports supports hashCode code equals select dm offs deselect dm offs action changed list fixIt canFixIt stillValid toString  on class x1 x0 org.argouml.cognitive.ToDoItem,critics,0.13454132611551
48,cognitive/ToDoList,org/argouml/cognitive/ToDoList,LOG recentOffender recentOffenderItems items allOffenders allPosters resolvedItems validityChecker designer listenerList longestToDoList numNotValid theInstance isPaused getInstance spawnValidityChecker ValidityCheckingThread run InterruptedException InterruptedException ignore ignore removes forceValidityCheck removes forceValidityCheck Exception raised in to do list cleaning valid buf ex item valid item removes size pause resume isPaused setPaused paused notifyObservers action arg notifyObservers notifyObservers getToDoItems getResolvedItems getOffenders item size all addOffenders newoffs getPosters item size all addPosters newp getDecisions getGoals addE ToDoItem not added because it was resolved addElement elems rc ure item addElement item removeAll item list cur removeE item res removeElement removeElement item res resolve item res explicitlyResolve misc.todounresolvable res item reason rc res addResolvedCritic rc removeAllElements removing all todo items removeAllElements oldItems size elementsForOffender item off size elements elementAt index recomputeAllOffenders recomputeAllPosters addToDoListListener org.argouml.cognitive.ToDoListListener removeToDoListListener org.argouml.cognitive.ToDoListListener fireToDoListChanged org.argouml.cognitive.ToDoListListener listeners fireToDoItemChanged org.argouml.cognitive.ToDoListListener its item listeners fireToDoItemAdded item fireToDoItemsAdded org.argouml.cognitive.ToDoListListener theItems listeners fireToDoItemRemoved item fireToDoItemsRemoved org.argouml.cognitive.ToDoListListener theItems listeners toString item res cur class x1 x0 org.argouml.cognitive.ToDoList,critics,0.13329255674478493
49,cognitive/ToDoListEvent,org/argouml/cognitive/ToDoListEvent,items getToDoItems,critics,0.1125146364986407
50,cognitive/ToDoListListener,org/argouml/cognitive/ToDoListListener,toDoListChanged toDoItemsChanged toDoItemsAdded toDoItemsRemoved,critics,0.11210736207690962
51,cognitive/Translator,org/argouml/cognitive/Translator,translator setTranslator trans localize key messageFormat key args,critics,0.11006373204164292
52,cognitive/UnresolvableException,org/argouml/cognitive/UnresolvableException,msg,critics,0.11150422899243398
53,cognitive/checklist/CheckItem,org/argouml/cognitive/checklist/CheckItem,category description moreInfoURL pred http,critics,0.004662439388287952
54,cognitive/checklist/CheckManager,org/argouml/cognitive/checklist/CheckManager,lists statuses getChecklistFor cl dm cls lookupChecklist chlist clazz intfs cls enumeration register dm cl getStatusFor dm cls,critics,0.0026109660574412533
55,cognitive/checklist/Checklist,org/argouml/cognitive/checklist/Checklist,items nextCategory General getCheckItems addItem item removeItem item addItem description item addAll item list cur elements size elementAt index setNextCategory cat toString item res cur,critics,0.0039164490861618795
56,cognitive/checklist/ChecklistStatus,org/argouml/cognitive/checklist/ChecklistStatus,numChecks items getCheckItems addItem item addAll item list cur removeItem item elements elementAt index contains item toString item res cur,critics,0.00293733681462141
57,cognitive/checklist/ui/TabChecklist,org/argouml/cognitive/checklist/ui/TabChecklist,target tableModel shouldBeEnabled table tab.checklist tab.checklist.warning North Center labelFont checkCol descCol sp findTarget setTarget setTargetInternal cl getTarget refresh shouldBeEnabled cl resizeColumns checkCol descCol actionPerformed ae valueChanged lse targetAdded targetRemoved targetSet componentShown componentHidden componentMoved componentResized,critics,0.0013054830287206266
58,cognitive/checklist/ui/TableModelChecklist,org/argouml/cognitive/checklist/ui/TableModelChecklist,run,critics,0.0013054830287206266
59,cognitive/critics/Agency,org/argouml/cognitive/critics/Agency,LOG criticRegistry critics controlMech singletonCritics cachedCritics cm theAgency dsgr getCriticRegistry getCritics addCritic subs subCritics cr register Error loading dm Error loading cr Error instancating cr Error instancating cr dmClass crClass crClass crClassName dmClassName dmClass cr register Registered cr clazz theCritics criticsForClass classes it clazz col criticsForSpecificClass clazz theCritics applyAllCritics dm reasonCode dmClazz applyAllCritics dm dmClazz applyCritics Disabling critique due to exception ex dm theCritics reasonCode it determineActiveCritics criticEnum addStaticObserver obs notifyStaticObservers class x1 x0 org.argouml.cognitive.critics.Agency,critics,0.1213888113243576
60,cognitive/critics/AndCM,org/argouml/cognitive/critics/AndCM,isRelevant cm cur,critics,0.08876617995527467
61,cognitive/critics/CompositeCM,org/argouml/cognitive/critics/CompositeCM,mechs getMechs addMech cm,critics,0.07836274154533263
62,cognitive/critics/CompoundCritic,org/argouml/cognitive/critics/CompoundCritic,critics c1 c2 c1 c2 c3 c1 c2 c3 c4 setCritics getCritics addCritic removeCritic critique item dm dsgr size supports size getSupportedDecisions addSupportedDecision supports size getSupportedGoals addSupportedGoal containsKnowledgeType type size addKnowledgeType type expand desc offs getClarifier isActive size isEnabled toDoItem dm dsgr,critics,0.10251364233816791
63,cognitive/critics/ControlMech,org/argouml/cognitive/critics/ControlMech,isRelevant,critics,0.10305739644729392
64,cognitive/critics/Critic,org/argouml/cognitive/critics/Critic,LOG PROBLEMFOUND NOPROBLEM ENABLED enabled SNOOZEORDER snoozeOrder KTDESIGNERS KTCORRECTNESS KTCOMPLETENESS KTCONSISTENCY KTSYNTAX KTSEMANTICS KTOPTIMIZATION KTPRESENTATION KTORGANIZATIONAL KTEXPERIENCIAL KTTOOL priority headline description moreInfoURL args DEFAULTCLARIFIER clarifier decisionCategory supportedDecisions supportedGoals criticType isActive controlRecs knowledgeTypes triggerMask defaultMoreInfoURL http,critics,0.12319990884504924
65,cognitive/critics/CurDecisionCM,org/argouml/cognitive/critics/CurDecisionCM,isRelevant,critics,0.08876617995527467
66,cognitive/critics/DesignGoalsCM,org/argouml/cognitive/critics/DesignGoalsCM,isRelevant,critics,0.08876617995527467
67,cognitive/critics/EnabledCM,org/argouml/cognitive/critics/EnabledCM,isRelevant,critics,0.08876617995527467
68,cognitive/critics/NotSnoozedCM,org/argouml/cognitive/critics/NotSnoozedCM,isRelevant,critics,0.08876617995527467
69,cognitive/critics/OrCM,org/argouml/cognitive/critics/OrCM,isRelevant cm cur,critics,0.0
70,cognitive/critics/SnoozeOrder,org/argouml/cognitive/critics/SnoozeOrder,LOG INITIALINTERVALMS snoozeUntil snoozeAgain interval now serialVersionUID getNow getSnoozed setSnoozed snooze Setting snooze order to unsnooze nextInterval last class x1 x0 org.argouml.cognitive.critics.SnoozeOrder,critics,0.10418271348523364
71,cognitive/critics/StandardCM,org/argouml/cognitive/critics/StandardCM,,critics,0.10254546898900249
72,cognitive/critics/ui/CriticBrowserDialog,org/argouml/cognitive/critics/ui/CriticBrowserDialog,compare o1 o2,critics,0.08372597100470901
73,cognitive/critics/ui/TableModelCritics,org/argouml/cognitive/critics/ui/TableModelCritics,LOG target setTarget critics getColumnCount getColumnName dialog.browse.columnname.active dialog.browse.columnname.headline dialog.browse.columnname.snoozed XXX getColumnClass java.lang.Boolean java.lang.String java.lang.String java.lang.String isCellEditable row col getRowCount getValueAt no yes CR row col cr setValueAt setting table value aValue rowIndex columnIndex enable cr vetoableChange pce class x1 x0 org.argouml.cognitive.critics.ui.TableModelCritics,critics,0.0743749055648676
74,cognitive/ui/AbstractGoList,org/argouml/cognitive/ui/AbstractGoList,listPredicate setListPredicate newPredicate getListPredicate getRoot setRoot,critics,0.08555561842711525
75,cognitive/ui/AddToDoItemDialog,org/argouml/cognitive/ui/AddToDoItemDialog,PRIORITIES TEXTROWS TEXTCOLUMNS INSETPX headLineTextField priorityComboBox moreinfoTextField offenderList descriptionTextArea dialog.title.addtodoitem label.headline label.priority label.moreinfourl label.offenders label.entertodoitem renderer dlm offObj offenderScroll headlineLabel priorityLabel moreInfoLabel offenderLabel panel descriptionScroller actionPerformed doAdd MODELTODOITEMADDED designer headline priority desc moreInfoURL item newOffenders misc.level.high misc.level.medium misc.level.low,critics,0.07422448440754541
76,cognitive/ui/DesignIssuesDialog,org/argouml/cognitive/ui/DesignIssuesDialog,mainPanel slidersToDecisions slidersToDigits dialog.title.designissues width height scroll initMainPanel label.decision label.decisionpriority label.off label.low label.medium label.high decLabel valueLabel decSlide origSize smallSize dm decs gb decTitleLabel priLabel offLabel lowLabel mediumLabel highLabel elems stateChanged ce srcSlider valLab pri getValueText label.off priority label,critics,0.08402415558727475
77,cognitive/ui/DismissToDoItemDialog,org/argouml/cognitive/ui/DismissToDoItemDialog,actionPerformed DissmissToDoItemDialog Unknown action,critics,0.07422448440754541
78,cognitive/ui/GoListToDecisionsToItems,org/argouml/cognitive/ui/GoListToDecisionsToItems,getChild getChild shouldnt get here GoListToDecisionsToItems item dec itemEnum parent index getChildCountCond item dec itemEnum count parent stopafterone getChildCount parent hasChildren parent getIndexOfChild item candidates dec itemEnum parent child isLeaf node valueForPathChanged path newValue addTreeModelListener removeTreeModelListener getDecisions,critics,0.09694715456811771
79,cognitive/ui/GoListToGoalsToItems,org/argouml/cognitive/ui/GoListToGoalsToItems,getChild getChild shouldnt get here GoListToGoalsToItems item itemEnum parent index getChildCount item itemEnum count parent getIndexOfChild item candidates itemEnum parent child isLeaf node valueForPathChanged path newValue addTreeModelListener removeTreeModelListener getGoals,critics,0.09694715456811771
80,cognitive/ui/GoListToOffenderToItem,org/argouml/cognitive/ui/GoListToOffenderToItem,getChild parent index children getChildCount parent children getIndexOfChild parent child children isLeaf node getChildren item offs res list elems parent allOffenders valueForPathChanged path newValue addTreeModelListener removeTreeModelListener,critics,0.09694715456811771
81,cognitive/ui/GoListToPosterToItem,org/argouml/cognitive/ui/GoListToPosterToItem,getChild parent index children getChildCount parent children getIndexOfChild parent child children isLeaf node getChildren item post res list elems parent allPosters valueForPathChanged path newValue addTreeModelListener removeTreeModelListener,critics,0.09694715456811771
