Source_ID,Source,Source_Module,Target_ID,Target,Target_Module,Dependency_Type,Dependency_Count,Allowed
381,org/argouml/ui/explorer/ExplorerEventAdaptor,explorer,393,org/argouml/ui/explorer/TreeModelUMLEventListener,explorer,Argument,1,1
381,org/argouml/ui/explorer/ExplorerEventAdaptor,explorer,187,org/argouml/model/RemoveAssociationEvent,model,MethodCall,1,1
381,org/argouml/ui/explorer/ExplorerEventAdaptor,explorer,144,org/argouml/model/AddAssociationEvent,model,MethodCall,1,1
381,org/argouml/ui/explorer/ExplorerEventAdaptor,explorer,161,org/argouml/model/DeleteInstanceEvent,model,MethodCall,1,1
381,org/argouml/ui/explorer/ExplorerEventAdaptor,explorer,12,org/argouml/application/api/ConfigurationKey,moduleLoader,MethodCall,2,0
108,org/argouml/language/java/cognitive/critics/CrMultipleInheritance,javaCodeGeneration,38,org/argouml/cognitive/Designer,critics,Argument,1,0
108,org/argouml/language/java/cognitive/critics/CrMultipleInheritance,javaCodeGeneration,178,org/argouml/model/Model,model,MethodCall,2,1
108,org/argouml/language/java/cognitive/critics/CrMultipleInheritance,javaCodeGeneration,171,org/argouml/model/Facade,model,MethodCall,2,1
108,org/argouml/language/java/cognitive/critics/CrMultipleInheritance,javaCodeGeneration,105,org/argouml/cognitive/ui/Wizard,critics,Argument,1,0
108,org/argouml/language/java/cognitive/critics/CrMultipleInheritance,javaCodeGeneration,47,org/argouml/cognitive/ToDoItem,critics,Argument,1,0
340,org/argouml/ui/TabResults,gui,285,org/argouml/ui/AbstractArgoJPanel,gui,Extends,1,1
340,org/argouml/ui/TabResults,gui,285,org/argouml/ui/AbstractArgoJPanel,gui,ConstructorCall,1,1
340,org/argouml/ui/TabResults,gui,107,org/argouml/i18n/Translator,internationalization,MethodCall,4,1
340,org/argouml/ui/TabResults,gui,285,org/argouml/ui/AbstractArgoJPanel,gui,Returns,1,1
340,org/argouml/ui/TabResults,gui,285,org/argouml/ui/AbstractArgoJPanel,gui,MethodCall,1,1
340,org/argouml/ui/TabResults,gui,481,org/argouml/ui/targetmanager/TargetManager,gui,MethodCall,4,1
221,org/argouml/notation/Notation,notation,222,org/argouml/notation/NotationName,notation,Field,1,1
221,org/argouml/notation/Notation,notation,12,org/argouml/application/api/ConfigurationKey,moduleLoader,Field,11,0
221,org/argouml/notation/Notation,notation,12,org/argouml/application/api/ConfigurationKey,moduleLoader,OwnFieldUse,21,0
221,org/argouml/notation/Notation,notation,11,org/argouml/application/api/Configuration,moduleLoader,MethodCall,21,0
221,org/argouml/notation/Notation,notation,222,org/argouml/notation/NotationName,notation,Argument,2,1
221,org/argouml/notation/Notation,notation,222,org/argouml/notation/NotationName,notation,MethodCall,4,1
221,org/argouml/notation/Notation,notation,222,org/argouml/notation/NotationName,notation,Returns,4,1
221,org/argouml/notation/Notation,notation,223,org/argouml/notation/NotationNameImpl,notation,MethodCall,6,1
221,org/argouml/notation/Notation,notation,222,org/argouml/notation/NotationName,notation,OwnFieldUse,2,1
221,org/argouml/notation/Notation,notation,222,org/argouml/notation/NotationName,notation,LocalVar,2,1
221,org/argouml/notation/Notation,notation,29,org/argouml/application/events/ArgoNotationEvent,application,ConstructorCall,1,0
221,org/argouml/notation/Notation,notation,23,org/argouml/application/events/ArgoEventPump,application,MethodCall,1,0
221,org/argouml/notation/Notation,notation,32,org/argouml/application/helpers/ResourceLoaderWrapper,application,MethodCall,1,0
224,org/argouml/notation/NotationProviderFactory2,notation,222,org/argouml/notation/NotationName,notation,Field,1,1
224,org/argouml/notation/NotationProviderFactory2,notation,220,org/argouml/notation/InitNotationUml,notation,MethodCall,1,1
224,org/argouml/notation/NotationProviderFactory2,notation,219,org/argouml/notation/InitNotationJava,notation,MethodCall,1,1
224,org/argouml/notation/NotationProviderFactory2,notation,222,org/argouml/notation/NotationName,notation,LocalVar,1,1
224,org/argouml/notation/NotationProviderFactory2,notation,222,org/argouml/notation/NotationName,notation,Argument,4,1
224,org/argouml/notation/NotationProviderFactory2,notation,222,org/argouml/notation/NotationName,notation,OwnFieldUse,3,1
224,org/argouml/notation/NotationProviderFactory2,notation,221,org/argouml/notation/Notation,notation,MethodCall,1,1
508,org/argouml/uml/diagram/deployment/ui/DeploymentDiagramRenderer,diagrams,486,org/argouml/uml/diagram/UmlDiagramRenderer,diagrams,Extends,1,1
508,org/argouml/uml/diagram/deployment/ui/DeploymentDiagramRenderer,diagrams,486,org/argouml/uml/diagram/UmlDiagramRenderer,diagrams,ConstructorCall,1,1
508,org/argouml/uml/diagram/deployment/ui/DeploymentDiagramRenderer,diagrams,178,org/argouml/model/Model,model,MethodCall,25,1
508,org/argouml/uml/diagram/deployment/ui/DeploymentDiagramRenderer,diagrams,171,org/argouml/model/Facade,model,MethodCall,23,1
508,org/argouml/uml/diagram/deployment/ui/DeploymentDiagramRenderer,diagrams,511,org/argouml/uml/diagram/deployment/ui/FigMNode,diagrams,ConstructorCall,1,1
508,org/argouml/uml/diagram/deployment/ui/DeploymentDiagramRenderer,diagrams,681,org/argouml/uml/diagram/ui/FigNodeAssociation,diagrams,ConstructorCall,1,1
508,org/argouml/uml/diagram/deployment/ui/DeploymentDiagramRenderer,diagrams,512,org/argouml/uml/diagram/deployment/ui/FigMNodeInstance,diagrams,ConstructorCall,1,1
508,org/argouml/uml/diagram/deployment/ui/DeploymentDiagramRenderer,diagrams,509,org/argouml/uml/diagram/deployment/ui/FigComponent,diagrams,ConstructorCall,1,1
508,org/argouml/uml/diagram/deployment/ui/DeploymentDiagramRenderer,diagrams,510,org/argouml/uml/diagram/deployment/ui/FigComponentInstance,diagrams,ConstructorCall,1,1
508,org/argouml/uml/diagram/deployment/ui/DeploymentDiagramRenderer,diagrams,591,org/argouml/uml/diagram/static_structure/ui/FigClass,diagrams,ConstructorCall,1,1
508,org/argouml/uml/diagram/deployment/ui/DeploymentDiagramRenderer,diagrams,599,org/argouml/uml/diagram/static_structure/ui/FigInterface,diagrams,ConstructorCall,1,1
508,org/argouml/uml/diagram/deployment/ui/DeploymentDiagramRenderer,diagrams,513,org/argouml/uml/diagram/deployment/ui/FigObject,diagrams,ConstructorCall,1,1
508,org/argouml/uml/diagram/deployment/ui/DeploymentDiagramRenderer,diagrams,593,org/argouml/uml/diagram/static_structure/ui/FigComment,diagrams,ConstructorCall,1,1
508,org/argouml/uml/diagram/deployment/ui/DeploymentDiagramRenderer,diagrams,662,org/argouml/uml/diagram/ui/FigAssociationClass,diagrams,ConstructorCall,1,1
508,org/argouml/uml/diagram/deployment/ui/DeploymentDiagramRenderer,diagrams,661,org/argouml/uml/diagram/ui/FigAssociation,diagrams,ConstructorCall,1,1
508,org/argouml/uml/diagram/deployment/ui/DeploymentDiagramRenderer,diagrams,663,org/argouml/uml/diagram/ui/FigAssociationEnd,diagrams,ConstructorCall,1,1
508,org/argouml/uml/diagram/deployment/ui/DeploymentDiagramRenderer,diagrams,663,org/argouml/uml/diagram/ui/FigAssociationEnd,diagrams,MethodCall,4,1
508,org/argouml/uml/diagram/deployment/ui/DeploymentDiagramRenderer,diagrams,600,org/argouml/uml/diagram/static_structure/ui/FigLink,diagrams,ConstructorCall,1,1
508,org/argouml/uml/diagram/deployment/ui/DeploymentDiagramRenderer,diagrams,600,org/argouml/uml/diagram/static_structure/ui/FigLink,diagrams,MethodCall,4,1
508,org/argouml/uml/diagram/deployment/ui/DeploymentDiagramRenderer,diagrams,669,org/argouml/uml/diagram/ui/FigDependency,diagrams,ConstructorCall,1,1
508,org/argouml/uml/diagram/deployment/ui/DeploymentDiagramRenderer,diagrams,669,org/argouml/uml/diagram/ui/FigDependency,diagrams,MethodCall,5,1
508,org/argouml/uml/diagram/deployment/ui/DeploymentDiagramRenderer,diagrams,676,org/argouml/uml/diagram/ui/FigGeneralization,diagrams,ConstructorCall,1,1
508,org/argouml/uml/diagram/deployment/ui/DeploymentDiagramRenderer,diagrams,595,org/argouml/uml/diagram/static_structure/ui/FigEdgeNote,diagrams,ConstructorCall,1,1
508,org/argouml/uml/diagram/deployment/ui/DeploymentDiagramRenderer,diagrams,590,org/argouml/uml/diagram/static_structure/ui/CommentEdge,diagrams,MethodCall,2,1
508,org/argouml/uml/diagram/deployment/ui/DeploymentDiagramRenderer,diagrams,197,org/argouml/model/UmlHelper,model,MethodCall,2,1
508,org/argouml/uml/diagram/deployment/ui/DeploymentDiagramRenderer,diagrams,663,org/argouml/uml/diagram/ui/FigAssociationEnd,diagrams,LocalVar,1,1
508,org/argouml/uml/diagram/deployment/ui/DeploymentDiagramRenderer,diagrams,600,org/argouml/uml/diagram/static_structure/ui/FigLink,diagrams,LocalVar,1,1
508,org/argouml/uml/diagram/deployment/ui/DeploymentDiagramRenderer,diagrams,669,org/argouml/uml/diagram/ui/FigDependency,diagrams,LocalVar,1,1
338,org/argouml/ui/SystemInfoDialog,gui,292,org/argouml/ui/ArgoDialog,gui,Extends,1,1
338,org/argouml/ui/SystemInfoDialog,gui,107,org/argouml/i18n/Translator,internationalization,MethodCall,1,1
338,org/argouml/ui/SystemInfoDialog,gui,292,org/argouml/ui/ArgoDialog,gui,ConstructorCall,1,1
338,org/argouml/ui/SystemInfoDialog,gui,1,org/argouml/application/ArgoVersion,application,MethodCall,1,0
528,org/argouml/uml/diagram/sequence/ui/ActionAddClassifierRole,diagrams,297,org/argouml/ui/CmdCreateNode,gui,Extends,1,1
528,org/argouml/uml/diagram/sequence/ui/ActionAddClassifierRole,diagrams,178,org/argouml/model/Model,model,MethodCall,2,1
528,org/argouml/uml/diagram/sequence/ui/ActionAddClassifierRole,diagrams,177,org/argouml/model/MetaTypes,model,MethodCall,1,1
528,org/argouml/uml/diagram/sequence/ui/ActionAddClassifierRole,diagrams,297,org/argouml/ui/CmdCreateNode,gui,ConstructorCall,1,1
528,org/argouml/uml/diagram/sequence/ui/ActionAddClassifierRole,diagrams,527,org/argouml/uml/diagram/sequence/SequenceDiagramGraphModel,diagrams,MethodCall,1,1
528,org/argouml/uml/diagram/sequence/ui/ActionAddClassifierRole,diagrams,151,org/argouml/model/CollaborationsFactory,model,MethodCall,1,1
485,org/argouml/uml/diagram/UMLMutableGraphSupport,diagrams,163,org/argouml/model/DiDiagram,model,Field,1,1
485,org/argouml/uml/diagram/UMLMutableGraphSupport,diagrams,178,org/argouml/model/Model,model,MethodCall,32,1
485,org/argouml/uml/diagram/UMLMutableGraphSupport,diagrams,171,org/argouml/model/Facade,model,MethodCall,22,1
485,org/argouml/uml/diagram/UMLMutableGraphSupport,diagrams,590,org/argouml/uml/diagram/static_structure/ui/CommentEdge,diagrams,MethodCall,4,1
485,org/argouml/uml/diagram/UMLMutableGraphSupport,diagrams,197,org/argouml/model/UmlHelper,model,MethodCall,4,1
485,org/argouml/uml/diagram/UMLMutableGraphSupport,diagrams,154,org/argouml/model/CommonBehaviorHelper,model,MethodCall,2,1
485,org/argouml/uml/diagram/UMLMutableGraphSupport,diagrams,196,org/argouml/model/UmlFactory,model,MethodCall,3,1
485,org/argouml/uml/diagram/UMLMutableGraphSupport,diagrams,590,org/argouml/uml/diagram/static_structure/ui/CommentEdge,diagrams,LocalVar,3,1
485,org/argouml/uml/diagram/UMLMutableGraphSupport,diagrams,590,org/argouml/uml/diagram/static_structure/ui/CommentEdge,diagrams,ConstructorCall,2,1
485,org/argouml/uml/diagram/UMLMutableGraphSupport,diagrams,195,org/argouml/model/UmlException,model,LocalVar,1,1
485,org/argouml/uml/diagram/UMLMutableGraphSupport,diagrams,590,org/argouml/uml/diagram/static_structure/ui/CommentEdge,diagrams,Returns,1,1
485,org/argouml/uml/diagram/UMLMutableGraphSupport,diagrams,158,org/argouml/model/CoreHelper,model,MethodCall,1,1
485,org/argouml/uml/diagram/UMLMutableGraphSupport,diagrams,163,org/argouml/model/DiDiagram,model,Argument,1,1
485,org/argouml/uml/diagram/UMLMutableGraphSupport,diagrams,163,org/argouml/model/DiDiagram,model,OwnFieldUse,2,1
485,org/argouml/uml/diagram/UMLMutableGraphSupport,diagrams,163,org/argouml/model/DiDiagram,model,Returns,1,1
432,org/argouml/ui/explorer/rules/GoModelToNode,explorer,396,org/argouml/ui/explorer/rules/AbstractPerspectiveRule,explorer,Extends,1,1
432,org/argouml/ui/explorer/rules/GoModelToNode,explorer,396,org/argouml/ui/explorer/rules/AbstractPerspectiveRule,explorer,ConstructorCall,1,1
432,org/argouml/ui/explorer/rules/GoModelToNode,explorer,107,org/argouml/i18n/Translator,internationalization,MethodCall,1,1
432,org/argouml/ui/explorer/rules/GoModelToNode,explorer,178,org/argouml/model/Model,model,MethodCall,3,1
432,org/argouml/ui/explorer/rules/GoModelToNode,explorer,171,org/argouml/model/Facade,model,MethodCall,1,1
432,org/argouml/ui/explorer/rules/GoModelToNode,explorer,177,org/argouml/model/MetaTypes,model,MethodCall,1,1
432,org/argouml/ui/explorer/rules/GoModelToNode,explorer,182,org/argouml/model/ModelManagementHelper,model,MethodCall,1,1
747,org/argouml/uml/reveng/ImportCommon,reverseEngineering,750,org/argouml/uml/reveng/ImportSettingsInternal,reverseEngineering,Implements,1,1
747,org/argouml/uml/reveng/ImportCommon,reverseEngineering,741,org/argouml/uml/reveng/DiagramInterface,reverseEngineering,Field,1,1
747,org/argouml/uml/reveng/ImportCommon,reverseEngineering,33,org/argouml/application/modules/ModuleLoader,moduleLoader,MethodCall,2,0
747,org/argouml/uml/reveng/ImportCommon,reverseEngineering,14,org/argouml/application/api/PluggableImport,moduleLoader,MethodCall,5,0
747,org/argouml/uml/reveng/ImportCommon,reverseEngineering,751,org/argouml/uml/reveng/ImporterManager,reverseEngineering,MethodCall,2,1
747,org/argouml/uml/reveng/ImportCommon,reverseEngineering,215,org/argouml/moduleloader/ModuleInterface,moduleLoader,MethodCall,1,0
747,org/argouml/uml/reveng/ImportCommon,reverseEngineering,14,org/argouml/application/api/PluggableImport,moduleLoader,LocalVar,3,0
747,org/argouml/uml/reveng/ImportCommon,reverseEngineering,215,org/argouml/moduleloader/ModuleInterface,moduleLoader,LocalVar,1,0
747,org/argouml/uml/reveng/ImportCommon,reverseEngineering,741,org/argouml/uml/reveng/DiagramInterface,reverseEngineering,OwnFieldUse,10,1
747,org/argouml/uml/reveng/ImportCommon,reverseEngineering,741,org/argouml/uml/reveng/DiagramInterface,reverseEngineering,MethodCall,9,1
747,org/argouml/uml/reveng/ImportCommon,reverseEngineering,741,org/argouml/uml/reveng/DiagramInterface,reverseEngineering,Returns,2,1
747,org/argouml/uml/reveng/ImportCommon,reverseEngineering,741,org/argouml/uml/reveng/DiagramInterface,reverseEngineering,ConstructorCall,1,1
747,org/argouml/uml/reveng/ImportCommon,reverseEngineering,741,org/argouml/uml/reveng/DiagramInterface,reverseEngineering,LocalVar,2,1
747,org/argouml/uml/reveng/ImportCommon,reverseEngineering,748,org/argouml/uml/reveng/ImportInterface,reverseEngineering,MethodCall,2,1
747,org/argouml/uml/reveng/ImportCommon,reverseEngineering,743,org/argouml/uml/reveng/FileImportUtils,reverseEngineering,MethodCall,1,1
747,org/argouml/uml/reveng/ImportCommon,reverseEngineering,178,org/argouml/model/Model,model,MethodCall,13,1
747,org/argouml/uml/reveng/ImportCommon,reverseEngineering,171,org/argouml/model/Facade,model,MethodCall,9,1
747,org/argouml/uml/reveng/ImportCommon,reverseEngineering,319,org/argouml/ui/ProjectBrowser,gui,MethodCall,2,0
747,org/argouml/uml/reveng/ImportCommon,reverseEngineering,158,org/argouml/model/CoreHelper,model,MethodCall,1,1
747,org/argouml/uml/reveng/ImportCommon,reverseEngineering,7,org/argouml/application/api/Argo,moduleLoader,FieldUse,2,0
747,org/argouml/uml/reveng/ImportCommon,reverseEngineering,11,org/argouml/application/api/Configuration,moduleLoader,MethodCall,2,0
747,org/argouml/uml/reveng/ImportCommon,reverseEngineering,745,org/argouml/uml/reveng/ImportClassLoader,reverseEngineering,MethodCall,1,1
747,org/argouml/uml/reveng/ImportCommon,reverseEngineering,15,org/argouml/application/api/ProgressMonitor,moduleLoader,Argument,4,0
747,org/argouml/uml/reveng/ImportCommon,reverseEngineering,583,org/argouml/uml/diagram/static_structure/layout/ClassdiagramLayouter,diagrams,ConstructorCall,1,0
747,org/argouml/uml/reveng/ImportCommon,reverseEngineering,583,org/argouml/uml/diagram/static_structure/layout/ClassdiagramLayouter,diagrams,MethodCall,1,0
747,org/argouml/uml/reveng/ImportCommon,reverseEngineering,15,org/argouml/application/api/ProgressMonitor,moduleLoader,MethodCall,16,0
747,org/argouml/uml/reveng/ImportCommon,reverseEngineering,583,org/argouml/uml/diagram/static_structure/layout/ClassdiagramLayouter,diagrams,LocalVar,2,0
747,org/argouml/uml/reveng/ImportCommon,reverseEngineering,727,org/argouml/uml/diagram/ui/UMLDiagram,diagrams,LocalVar,1,0
747,org/argouml/uml/reveng/ImportCommon,reverseEngineering,107,org/argouml/i18n/Translator,internationalization,MethodCall,10,1
747,org/argouml/uml/reveng/ImportCommon,reverseEngineering,179,org/argouml/model/ModelEventPump,model,MethodCall,2,1
747,org/argouml/uml/reveng/ImportCommon,reverseEngineering,38,org/argouml/cognitive/Designer,critics,MethodCall,6,0
747,org/argouml/uml/reveng/ImportCommon,reverseEngineering,381,org/argouml/ui/explorer/ExplorerEventAdaptor,explorer,MethodCall,2,0
747,org/argouml/uml/reveng/ImportCommon,reverseEngineering,181,org/argouml/model/ModelManagementFactory,model,MethodCall,1,1
330,org/argouml/ui/SplashPanel,gui,32,org/argouml/application/helpers/ResourceLoaderWrapper,application,MethodCall,1,0
481,org/argouml/ui/targetmanager/TargetManager,gui,476,org/argouml/ui/targetmanager/ActionAddAttribute,gui,ConstructorCall,1,1
481,org/argouml/ui/targetmanager/TargetManager,gui,478,org/argouml/ui/targetmanager/ActionAddOperation,gui,ConstructorCall,1,1
481,org/argouml/ui/targetmanager/TargetManager,gui,477,org/argouml/ui/targetmanager/ActionAddEnumerationLiteral,gui,ConstructorCall,1,1
481,org/argouml/ui/targetmanager/TargetManager,gui,479,org/argouml/ui/targetmanager/TargetEvent,gui,ConstructorCall,1,1
481,org/argouml/ui/targetmanager/TargetManager,gui,479,org/argouml/ui/targetmanager/TargetEvent,gui,LocalVar,1,1
481,org/argouml/ui/targetmanager/TargetManager,gui,480,org/argouml/ui/targetmanager/TargetListener,gui,Argument,2,1
481,org/argouml/ui/targetmanager/TargetManager,gui,479,org/argouml/ui/targetmanager/TargetEvent,gui,Argument,3,1
481,org/argouml/ui/targetmanager/TargetManager,gui,480,org/argouml/ui/targetmanager/TargetListener,gui,MethodCall,3,1
481,org/argouml/ui/targetmanager/TargetManager,gui,178,org/argouml/model/Model,model,MethodCall,18,0
481,org/argouml/ui/targetmanager/TargetManager,gui,171,org/argouml/model/Facade,model,MethodCall,17,0
481,org/argouml/ui/targetmanager/TargetManager,gui,192,org/argouml/model/StateMachinesHelper,model,MethodCall,1,0
559,org/argouml/uml/diagram/state/ui/FigConcurrentRegion,diagrams,569,org/argouml/uml/diagram/state/ui/FigState,diagrams,Extends,1,1
559,org/argouml/uml/diagram/state/ui/FigConcurrentRegion,diagrams,569,org/argouml/uml/diagram/state/ui/FigState,diagrams,ConstructorCall,1,1
559,org/argouml/uml/diagram/state/ui/FigConcurrentRegion,diagrams,569,org/argouml/uml/diagram/state/ui/FigState,diagrams,MethodCall,3,1
559,org/argouml/uml/diagram/state/ui/FigConcurrentRegion,diagrams,319,org/argouml/ui/ProjectBrowser,gui,MethodCall,2,1
559,org/argouml/uml/diagram/state/ui/FigConcurrentRegion,diagrams,621,org/argouml/uml/diagram/ui/ActionAddConcurrentRegion,diagrams,ConstructorCall,1,1
559,org/argouml/uml/diagram/state/ui/FigConcurrentRegion,diagrams,631,org/argouml/uml/diagram/ui/ActionDeleteConcurrentRegion,diagrams,ConstructorCall,1,1
559,org/argouml/uml/diagram/state/ui/FigConcurrentRegion,diagrams,558,org/argouml/uml/diagram/state/ui/FigCompositeState,diagrams,MethodCall,4,1
559,org/argouml/uml/diagram/state/ui/FigConcurrentRegion,diagrams,558,org/argouml/uml/diagram/state/ui/FigCompositeState,diagrams,LocalVar,1,1
559,org/argouml/uml/diagram/state/ui/FigConcurrentRegion,diagrams,575,org/argouml/uml/diagram/state/ui/SelectionState,diagrams,ConstructorCall,1,1
559,org/argouml/uml/diagram/state/ui/FigConcurrentRegion,diagrams,575,org/argouml/uml/diagram/state/ui/SelectionState,diagrams,MethodCall,2,1
742,org/argouml/uml/reveng/FileImportSupport,reverseEngineering,14,org/argouml/application/api/PluggableImport,moduleLoader,Implements,1,0
742,org/argouml/uml/reveng/FileImportSupport,reverseEngineering,740,org/argouml/uml/reveng/ConfigPanelExtension,reverseEngineering,ConstructorCall,1,1
742,org/argouml/uml/reveng/FileImportSupport,reverseEngineering,741,org/argouml/uml/reveng/DiagramInterface,reverseEngineering,Argument,1,1
742,org/argouml/uml/reveng/FileImportSupport,reverseEngineering,744,org/argouml/uml/reveng/Import,reverseEngineering,Argument,3,1
742,org/argouml/uml/reveng/FileImportSupport,reverseEngineering,744,org/argouml/uml/reveng/Import,reverseEngineering,MethodCall,3,1
742,org/argouml/uml/reveng/FileImportSupport,reverseEngineering,743,org/argouml/uml/reveng/FileImportUtils,reverseEngineering,MethodCall,2,1
742,org/argouml/uml/reveng/FileImportSupport,reverseEngineering,583,org/argouml/uml/diagram/static_structure/layout/ClassdiagramLayouter,diagrams,Returns,1,0
742,org/argouml/uml/reveng/FileImportSupport,reverseEngineering,727,org/argouml/uml/diagram/ui/UMLDiagram,diagrams,Argument,1,0
742,org/argouml/uml/reveng/FileImportSupport,reverseEngineering,583,org/argouml/uml/diagram/static_structure/layout/ClassdiagramLayouter,diagrams,ConstructorCall,1,0
742,org/argouml/uml/reveng/FileImportSupport,reverseEngineering,740,org/argouml/uml/reveng/ConfigPanelExtension,reverseEngineering,MethodCall,2,1
582,org/argouml/uml/diagram/static_structure/layout/ClassdiagramInheritanceEdge,diagrams,580,org/argouml/uml/diagram/static_structure/layout/ClassdiagramEdge,diagrams,Extends,1,1
582,org/argouml/uml/diagram/static_structure/layout/ClassdiagramInheritanceEdge,diagrams,580,org/argouml/uml/diagram/static_structure/layout/ClassdiagramEdge,diagrams,ConstructorCall,1,1
278,org/argouml/swingext/ProgressMonitorWindow,swingExtensions,15,org/argouml/application/api/ProgressMonitor,moduleLoader,Implements,1,0
278,org/argouml/swingext/ProgressMonitorWindow,swingExtensions,253,org/argouml/persistence/ProgressEvent,persistence,Argument,1,0
278,org/argouml/swingext/ProgressMonitorWindow,swingExtensions,253,org/argouml/persistence/ProgressEvent,persistence,MethodCall,1,0
278,org/argouml/swingext/ProgressMonitorWindow,swingExtensions,107,org/argouml/i18n/Translator,internationalization,MethodCall,1,0
61,org/argouml/cognitive/critics/CompositeCM,critics,63,org/argouml/cognitive/critics/ControlMech,critics,Implements,1,1
61,org/argouml/cognitive/critics/CompositeCM,critics,63,org/argouml/cognitive/critics/ControlMech,critics,Argument,1,1
560,org/argouml/uml/diagram/state/ui/FigDeepHistoryState,diagrams,563,org/argouml/uml/diagram/state/ui/FigHistoryState,diagrams,Extends,1,1
560,org/argouml/uml/diagram/state/ui/FigDeepHistoryState,diagrams,563,org/argouml/uml/diagram/state/ui/FigHistoryState,diagrams,ConstructorCall,2,1
541,org/argouml/uml/diagram/sequence/ui/ModeCreateMessage,diagrams,532,org/argouml/uml/diagram/sequence/ui/FigClassifierRole,diagrams,Field,1,1
541,org/argouml/uml/diagram/sequence/ui/ModeCreateMessage,diagrams,107,org/argouml/i18n/Translator,internationalization,MethodCall,1,1
541,org/argouml/uml/diagram/sequence/ui/ModeCreateMessage,diagrams,532,org/argouml/uml/diagram/sequence/ui/FigClassifierRole,diagrams,OwnFieldUse,10,1
541,org/argouml/uml/diagram/sequence/ui/ModeCreateMessage,diagrams,532,org/argouml/uml/diagram/sequence/ui/FigClassifierRole,diagrams,MethodCall,10,1
541,org/argouml/uml/diagram/sequence/ui/ModeCreateMessage,diagrams,537,org/argouml/uml/diagram/sequence/ui/FigMessage,diagrams,MethodCall,4,1
541,org/argouml/uml/diagram/sequence/ui/ModeCreateMessage,diagrams,537,org/argouml/uml/diagram/sequence/ui/FigMessage,diagrams,LocalVar,1,1
541,org/argouml/uml/diagram/sequence/ui/ModeCreateMessage,diagrams,532,org/argouml/uml/diagram/sequence/ui/FigClassifierRole,diagrams,LocalVar,1,1
