File_ID,File,Entity,Code,Module,Closeness_Centrality
25,collab/MetaDataChange,net/sf/jabref/collab/MetaDataChange,infoPane sp originalMetaData newMetaData Metadata change html Metadata change html originalMetaData newMetaData description makeChange panel secondary undoEdit,gui,0.07175779685901143
26,collab/PreambleChange,net/sf/jabref/collab/PreambleChange,mem disk tp sp Changed preamble FONT SIZE3H2 Changed preamble H2 H3 Value set externally H3CODE CODE H3 Value cleared externally H3 H3 Current value H3CODE CODE mem disk text makeChange panel secondary undoEdit description,gui,0.07175779685901143
27,collab/StringAddChange,net/sf/jabref/collab/StringAddChange,string tp sp LOGGER Added string HTMLH2 Added string H2H3 Label H3 H3 Content H3 HTML string makeChange Cannot add string   because the name is already in use. Error could not add string  Error could not add string   to tmp database ex ex panel secondary undoEdit description LnetsfjabrefcollabStringAddChange,gui,0.07175779685901143
28,collab/StringChange,net/sf/jabref/collab/StringChange,string mem disk label tp sp tmpString LOGGER Modified string HTMLH2 Modified string H2H3 Label H3 H3 New content H3 PI Cannot merge this change The string has been removed locally I H3 Current content H3 HTML string tmpString label mem disk sb makeChange Error could not add string  ex newId bs bs panel secondary undoEdit description LnetsfjabrefcollabStringChange,gui,0.07175779685901143
29,collab/StringNameChange,net/sf/jabref/collab/StringNameChange,string mem disk content tmpString LOGGER Renamed string string tmpString mem tmp disk content makeChange Cannot rename string   to   because the name is already in use. Error could not add string  ex newId bs newId bs panel secondary undoEdit description LnetsfjabrefcollabStringNameChange,gui,0.07175779685901143
30,collab/StringRemoveChange,net/sf/jabref/collab/StringRemoveChange,string inMem tp sp tmpString LOGGER Removed string HTMLH2 Removed string H2H3 Label H3 H3 Content H3 HTML string tmpString inMem makeChange Error could not add string  ex panel secondary undoEdit description LnetsfjabrefcollabStringRemoveChange,gui,0.07175779685901143
31,gui/BasePanel,net/sf/jabref/gui/BasePanel,run,gui,0.11563554501916624
32,gui/BasePanelMode,net/sf/jabref/gui/BasePanelMode,SHOWINGNOTHING SHOWINGPREVIEW SHOWINGEDITOR WILLSHOWEDITOR values valueOf LnetsfjabrefguiBasePanelMode name SHOWINGNOTHING SHOWINGPREVIEW SHOWINGEDITOR WILLSHOWEDITOR,gui,0.08899769339329779
33,gui/ClipBoardManager,net/sf/jabref/gui/ClipBoardManager,LOGGER CLIPBOARD lostOwnership aClipboard aContents setClipboardContents aString stringSelection getClipboardContents problem with getting clipboard contents result contents extractBibEntriesFromClipboard Could not paste this type Could not paste Found DOI in clipboard Parsed entries from clipboard text Could not parse this type Data is no longer available in the requested flavor Error while fetching contents ex ex entry bp db data ex ex ex content result LnetsfjabrefguiClipBoardManager,gui,0.10152964874732469
34,gui/DragDropPane,net/sf/jabref/gui/DragDropPane,draggingState indexDraggedTab markerPane access000 x0 access100 x0 access200 x0 access002 x0 x1 access102 x0 x1,gui,0.07211550752083001
35,gui/DragDropPopupPane,net/sf/jabref/gui/DragDropPopupPane,popupMenu menu tabRightClick access000 x0 x1,gui,0.08866868158777727
36,gui/DuplicateResolverDialog,net/sf/jabref/gui/DuplicateResolverDialog,cancel merge helpButton frame options status me Possible duplicate entries Cancel Keep merged entry only Help frame one two type Possible duplicate entries Cancel Keep merged entry only Help dialog one two type init Keep left Keep right Keep both Remove old entry Remove entry from import Keep both Old entry From import Keep left Keep right Keep both Automatically remove exact duplicates Import and remove old entry Do not import entry Import and keep old entry Old entry From import South duplicatesPosX duplicatesPosY duplicatesSizeX duplicatesSizeY both second first both second first both second first one two type both second first removeExact pw buttonPressed result getSelected getMergedEntry lambdainit5 lambdainit4 lambdainit3 lambdainit2 lambdainit1 lambdainit0 access000 x0 x1,gui,0.0
37,gui/DuplicateSearch,net/sf/jabref/gui/DuplicateSearch,panel bes duplicates bp run Searching for duplicates... Searcher duplicate removal askAboutExact cb answer be st current toRemove toAdd duplicateCounter autoRemoveExactDuplicates ce dupliC access000 x0 access100 x0 access200 x0,gui,0.0884776296252953
38,gui/EntryContainer,net/sf/jabref/gui/EntryContainer,getEntry,gui,0.07550328972558369
39,gui/EntryCustomizationDialog,net/sf/jabref/gui/EntryCustomizationDialog,actionPerformed,gui,0.0
40,gui/EntryMarker,net/sf/jabref/gui/EntryMarker,MARKCOLORLEVELS MAXMARKINGLEVEL IMPORTMARKLEVEL MARKNUMBERPATTERN markEntry markedentry markedentry markedentry markedentry markedentry prevMarkLevel prevMarkLevel markerString index be markIncrement increment ce newValue unmarkEntry markedentry markedentry markedentry markedentry markedentry markedentry toRemove prevMarkLevel markerString newValue index be onlyMaxLevel database ce unmarkOldStyle owner defaultOwner markedentry markedentry markedentry markedentry markedentry markedentry entry owner be database ce owners sb newVal isMarked markedentry markedentry ex be index shouldMarkEntries markImportedEntries,gui,0.08947300295857988
41,gui/EntryTypeDialog,net/sf/jabref/gui/EntryTypeDialog,windowClosing,gui,0.08858713164215828
42,gui/EntryTypeList,net/sf/jabref/gui/EntryTypeList,def mode Entry types Default fields mode addField enforceLegalBibtexKey Entry type names are not allowed to contain white space or the following characters Error comment The name comment cannot be used as an entry type name. Error str testString removeSelected This entry type cannot be removed. Remove entry type typeName type selected valueChanged enable entryType typeName isChanged addDefaultActionListener actionPerformed setEnabled en addListDataListener addAdditionActionListener addListSelectionListener getFields setFields getFirstSelected selectField setListSelectionMode,gui,0.0009861932938856016
43,gui/FieldSetComponent,net/sf/jabref/gui/FieldSetComponent,additionListeners list sp listModel sel input add remove up down gbl con forceLowerCase changesMade modelListeners Add Remove title fields preset arrows forceLowerCase Add Remove title fields arrows forceLowerCase Move up Move down field title fields preset addText removeText arrows forceLowerCase title1 strut fieldListFocusListener setListSelectionMode mode selectField fieldName idx viewport rectangle getFirstSelected setEnabled en setFields field modelListener fields newListModel addField enforceLegalBibtexKey Field names are not allowed to contain white space or the following characters Error str testString addFieldUncritically additionListener removeSelected selected getFields res elements addListSelectionListener addAdditionActionListener addListDataListener move dy oldIdx newInd actionPerformed comboBoxChanged src,gui,0.0019723865877712033
44,gui/FileDialog,net/sf/jabref/gui/FileDialog,fileChooser parent directory extensions parent LnetsfjabreflogicutilFileExtensions Directory must not be null parent dir withExtension singleExt withExtensions extFilter ext fileExtensions setDefaultExtension extension getFileFilter setFileFilter filter updateWorkingDirPref workingDirectory showDialogAndGetSelectedDirectory Select directory Select Select directory showDialogAndGetMultipleFiles files showDialogAndGetSelectedFile saveNewFile file showDialogAndIsAccepted getWorkingDir workingDirectory lambdasetDefaultExtension0 extension,gui,0.08460804062277057
45,gui/FindUnlinkedFilesDialog,net/sf/jabref/gui/FindUnlinkedFilesDialog,mousePressed pdf Error opening file e1 fnw userObject node row path,gui,0.0916496829281228
46,gui/GUIGlobals,net/sf/jabref/gui/GUIGlobals,LOGGER UNTITLEDTITLE currentFont TABLEICONS ENTRYEDITORLABELCOLOR ACTIVETABBEDCOLOR INACTIVETABBEDCOLOR editorTextColor validFieldBackgroundColor activeBackgroundColor invalidFieldBackgroundColor NULLFIELDCOLOR ACTIVEEDITORCOLOR WIDTHICONCOL WIDTHICONCOLRANKING MAXBACKHISTORYSIZE getTableIcon Error no table icon defined for type  fieldType label updateEntryEditorColors activeFieldEditorBackgroundColor validFieldBackgroundColor invalidFieldBackgroundColor fieldEditorTextColor init Open PDF pdf Open URL url Open CiteSeer URL citeseerurl Open ArXiv URL eprint Open DOI web link doi Open PS ps Open folder folder Open file file Open 0 file editorEMACSkeyBindings fontFamily fontStyle fontSize fileType label relevanceViewModel qualityViewModel rankViewModel priorityViewModel readViewModel printedViewModel LnetsfjabrefguiGUIGlobals untitled,gui,0.0932010447485207
47,gui/GenFieldsCustomizer,net/sf/jabref/gui/GenFieldsCustomizer,actionPerformed,gui,0.0
48,gui/GlobalFocusListener,net/sf/jabref/gui/GlobalFocusListener,focused focusGained focusLost getFocused setFocused,gui,0.09789746273262756
49,gui/IconTheme,net/sf/jabref/gui/IconTheme,FONT FONT16 DEFAULTCOLOR DEFAULTDISABLEDCOLOR DEFAULTSIZE SMALLSIZE KEYTOICON DEFAULTICONPATH imagesexternalred.png LOGGER getImage name getIconUrl icon name Could not find icon url by name so falling back on default icon imagesexternalred.png imagesexternalred.png LnetsfjabrefguiIconTheme Path must not be null for key name key path readIconThemeFile url prefix Unable to read default icon theme. index key value line in url prefix result LnetsfjabrefguiIconTheme imagesIcons.properties imagesexternal LnetsfjabrefguiIconTheme LnetsfjabrefguiIconThemeFontBasedIcon fontsmaterialdesigniconswebfont.ttf Error loading font stream,gui,0.09266533819508212
50,gui/JEditorPaneWithHighlighting,net/sf/jabref/gui/JEditorPaneWithHighlighting,LOGGER highlightPattern Highlighting not possible bad location ble highlightPattern highlighter text matcher painter getDocumentText Error while getting document text text doc text LnetsfjabrefguifieldeditorsJTextAreaWithHighlighting,gui,0.0748747503730294
51,gui/JabRefFrame,net/sf/jabref/gui/JabRefFrame,Name Manage custom exports actionPerformed ecd,gui,0.11535600703765335
52,gui/MergeDialog,net/sf/jabref/gui/MergeDialog,actionPerformed,gui,0.07172184605898187
53,gui/OSXCompatibleToolbar,net/sf/jabref/gui/OSXCompatibleToolbar,orientation name name orientation add JButton.buttonType toolbar button,gui,0.07566207687537461
54,gui/PreambleEditor,net/sf/jabref/gui/PreambleEditor,focusLost x0 x1,gui,0.0884776296252953
55,gui/PreviewPanel,net/sf/jabref/gui/PreviewPanel,LOGGER bibEntry databaseContext basePanel fixedLayout layout previewPane scrollPane printAction closeAction copyPreviewAction highlightPattern citationStyleWorker databaseContext entry panel Center panel databaseContext createKeyBindings close close close copy copy copy actionMap inputMap close copy createPopupMenu menu createPreviewPane texthtml setDatabaseContext databaseContext getBasePanel setBasePanel basePanel updateLayout cannot change the layout because the layout is fixed Preview style changed to 0 Preview style changed to 0 Preview citationStyle previewPreferences style updatePreviewLayout NEWLINE no layout could be set layoutFile sr setLayout layout setEntry newEntry listen fieldChangedEvent getEntry update sb markHighlights setPreviewLabel text scrollToTop highlightPattern newPattern getHighlightPattern setFixedLayout unknown style type parameter close getPrintAction lambdascrollToTop8 lambdasetPreviewLabel7 text lambdaupdate6 sb entry lambdasetEntry5 lambdasetEntry4 lambdasetEntry3 newEntry lambdacreatePreviewPane2 url Could not open external viewer address hyperlinkEvent lambdacreatePopupMenu1 menu lambdacreatePopupMenu0 menu access000 x0 access100 x0 access200 LnetsfjabrefguiPreviewPanel,gui,0.09295896411281027
56,gui/ReplaceStringDialog,net/sf/jabref/gui/ReplaceStringDialog,fieldsField fromField toField selOnly allFi field okPressed fieldStrings fromString toString Replace string Limit to selected entries All fields Limit to fields OK Cancel close close Replace string Strings Search for Replace with North Center South parent bg okListener ok cancelAction cancel settings am im gbl opt main con fl tl okPressed allFields selOnly replace bibtexkey bibtexkey fld be ce counter replaceField be fieldname ce txt sb ind piv counter len1 newStr lambdanew0,gui,0.08853234677410501
57,gui/SaveOrderConfigDisplay,net/sf/jabref/gui/SaveOrderConfigDisplay,panel savePriSort saveSecSort saveTerSort savePriDesc saveSecDesc saveTerDesc init bibtexkey Descending Descending Descending rightpref 8dlu fillpref 4dlu fill60dlu 4dlu leftpref pref 2dlu pref 2dlu pref Primary sort criterion Secondary sort criterion Tertiary sort criterion fieldNames allPlusKey layout builder getPanel setEnabled enabled setSaveOrderConfig saveOrderConfig getSaveOrderConfig saveOrderConfig getSelectedItemAsLowerCaseTrim sortBox,gui,0.060593376933457906
58,gui/SidePane,net/sf/jabref/gui/SidePane,PREFERREDSIZE gridBagLayout constraint mainPanel sp setComponents bx comps totalWeights remove getMaximumSize getPreferredSize,gui,0.0886419843552494
59,gui/SidePaneComponent,net/sf/jabref/gui/SidePaneComponent,close manager panel manager icon title up down tlb hideAway moveUp moveDown setActiveBasePanel panel getActiveBasePanel componentClosing componentOpening getMinimumSize getRescalingWeight getToggleAction lambdanew2 lambdanew1 lambdanew0,gui,0.07456083579881656
60,gui/SidePaneManager,net/sf/jabref/gui/SidePaneManager,preferredPositions compare comp1 comp2 pos1 pos2 compare,gui,0.09224020923564935
61,gui/StringDialog,net/sf/jabref/gui/StringDialog,Redo ShortDescription Redo actionPerformed redo,gui,0.0884776296252953
62,gui/TransferableBibtexEntry,net/sf/jabref/gui/TransferableBibtexEntry,data entryFlavor bes getTransferDataFlavors isDataFlavorSupported flavor getTransferData Could not paste entry as text Clipboard entry sw bibtexEntryWriter ex flavor LnetsfjabrefmodelentryBibEntry JabRef entry,gui,0.08975348259167887
63,gui/WaitForSaveOperation,net/sf/jabref/gui/WaitForSaveOperation,frame diag canceled Cancel Please wait... Waiting for save operation to finish North South Center frame cancel prog bb message show canceled actionPerformed basePanel actionEvent anySaving lambdanew0,gui,0.08831388324104121
64,gui/WrapLayout,net/sf/jabref/gui/WrapLayout,align align hgap vgap preferredLayoutSize target minimumLayoutSize target minimum layoutSize LjavaxswingJScrollPane targetWidth hgap vgap insets horizontalInsetsAndGap maxWidth dim rowWidth rowHeight nmembers scrollPane target preferred addRow dim rowWidth rowHeight,gui,0.08888775183258958
65,gui/actions/Actions,net/sf/jabref/gui/actions/Actions,ABBREVIATEISO abbreviateIso ABBREVIATEMEDLINE abbreviateMedline ADDFILELINK addFileLink ADDTOGROUP addToGroup AUTOSETFILE autoSetFile BACK back CLEANUP Cleanup COPY copy COPYKEY copyKey COPYCITEKEY copyCiteKey COPYKEYANDTITLE copyKeyAndTitle COPYKEYANDLINK copyKeyAndLink CUT cut DBCONNECT dbConnect DELETE delete DOWNLOADFULLTEXT downloadFullText DUPLICHECK dupliCheck EDIT edit EDITPREAMBLE editPreamble EDITSTRINGS editStrings EXPORTTOCLIPBOARD exportToClipboard FOCUSTABLE focusTable FORWARD forward MAKEKEY makeKey MARKENTRIES markEntries MERGEDATABASE mergeDatabase MERGEENTRIES mergeEntries MERGEWITHFETCHEDENTRY mergeWithFetchedEntry NEXTPREVIEWSTYLE nextPreviewStyle MOVETOGROUP moveToGroup OPENCONSOLE openConsole OPENEXTERNALFILE openExternalFile OPENFOLDER openFolder OPENURL openUrl PASTE paste PLAINTEXTIMPORT plainTextImport PREVIOUSPREVIEWSTYLE previousPreviewStyle PULLCHANGESFROMSHAREDDATABASE pullChangesFromSharedDatabase REDO redo REMOVEFROMGROUP removeFromGroup REPLACEALL replaceAll RESOLVEDUPLICATEKEYS resolveDuplicateKeys SAVE save SAVEAS saveAs SAVESELECTEDAS saveSelectedAs SAVESELECTEDASPLAIN saveSelectedAsPlain SEARCH search GLOBALSEARCH globalSearch SELECTALL selectAll SENDASEMAIL sendAsEmail TOGGLEHIGHLIGHTSGROUPSMATCHINGALL toggleHighlightGroupsMatchingAll TOGGLEHIGHLIGHTSGROUPSMATCHINGANY toggleHighlightGroupsMatchingAny TOGGLEHIGHLIGHTSGROUPSMATCHINGDISABLE toggleHighlightGroupsMatchingDisable TOGGLEGROUPS toggleGroups TOGGLEPREVIEW togglePreview UNABBREVIATE unabbreviate UNDO undo UNMARKALL unmarkAll UNMARKENTRIES unmarkEntries WRITEXMP writeXMP PRINTPREVIEW printPreview,gui,0.0
66,gui/actions/AutoLinkFilesAction,net/sf/jabref/gui/actions/AutoLinkFilesAction,SmallIcon SwingLargeIconKey Name Automatically set file links AcceleratorKey actionPerformed This operation requires one or more entries to be selected. Automatically set file links event entries diag nc runnable lambdaactionPerformed0 Finished automatically setting external links. Finished automatically setting external links. No files found. nc,gui,0.08831388324104121
67,gui/actions/BaseAction,net/sf/jabref/gui/actions/BaseAction,action,gui,0.0895515060466475
68,gui/actions/ChangeTypeAction,net/sf/jabref/gui/actions/ChangeTypeAction,type panel type bp actionPerformed evt,gui,0.07175779685901143
69,gui/actions/CleanupAction,net/sf/jabref/gui/actions/CleanupAction,panel frame unsuccessfulRenames canceled modifiedEntriesCount preferences panel preferences init First select entries to clean up. Cleanup entry Doing a cleanup for 0 entries... run AskAutoNamingPDFsAgain Autogenerating PDFNames does not support undo. Continue Disable this confirmation dialog Autogenerate PDF Names AskAutoNamingPDFsAgain Cleanup entry cbm answer ce entry presetPanel choice cleanupPreset update File rename failed for 0 entries. Autogenerate PDF Names No entry needed a clean up One entry needed a clean up 0 entries needed a clean up message message message showDialog Cleanup entries What would you like to clean up presetPanel dialogTitle messages doCleanup change preset entry ce cleaner changes,gui,0.0884776296252953
70,gui/actions/ConnectToSharedDatabaseAction,net/sf/jabref/gui/actions/ConnectToSharedDatabaseAction,jabRefFrame Name Connect to shared database ShortDescription Connect to shared database jabRefFrame actionPerformed connectToSharedDatabaseDialog,gui,0.08831388324104121
71,gui/actions/CopyAction,net/sf/jabref/gui/actions/CopyAction,field Name Copy to clipboard ShortDescription Copy to clipboard SmallIcon SwingLargeIconKey field actionPerformed clipboard selectedText allText,gui,0.052496078010167875
72,gui/actions/CopyBibTeXKeyAndLinkAction,net/sf/jabref/gui/actions/CopyBibTeXKeyAndLinkAction,mainTable mainTable action None of the selected entries have BibTeX keys. url a hrefssa Copied keys Copied key Warning 0 out of 1 entries have undefined BibTeX key. key url entry sb entriesWithKey clipboard copied toCopy entries,gui,0.08853234677410501
73,gui/actions/CopyDoiUrlAction,net/sf/jabref/gui/actions/CopyDoiUrlAction,component identifier Copy DOI url identifier component actionPerformed The link has been copied to the clipboard. Invalid DOI 0. clipBoard urlOptional,gui,0.07219203466148653
74,gui/actions/CopyVersionToClipboardAction,net/sf/jabref/gui/actions/CopyVersionToClipboardAction,actionPerformed JabRef sns s s nJava s Copied version to clipboard info,gui,0.0602765493615696
