File_ID,File,Entity,Code,Module,Closeness_Centrality
11,ImagingConstants,org/apache/commons/imaging/ImagingConstants,PARAMKEYFILENAME FILENAME PARAMKEYFORMAT FORMAT PARAMKEYCOMPRESSION COMPRESSION BUFFEREDIMAGEFACTORY BUFFEREDIMAGEFACTORY PARAMKEYREADTHUMBNAILS READTHUMBNAILS PARAMKEYSTRICT STRICT PARAMKEYEXIF EXIF PARAMKEYXMPXML XMPXML PARAMKEYPIXELDENSITY PIXELDENSITY,base,0.0
12,ImagingException,org/apache/commons/imaging/ImagingException,serialVersionUID message message cause,base,0.2713354262255494
13,PixelDensity,org/apache/commons/imaging/PixelDensity,PIXELNOUNIT PIXELPERINCH PIXELPERMETRE PIXELPERCENTIMETRE horizontalDensity verticalDensity unitLength horizontalDensity verticalDensity unitLength createUnitless createFromPixelsPerInch createFromPixelsPerMetre createFromPixelsPerCentimetre isUnitless isInInches isInCentimetres isInMetres getRawHorizontalDensity getRawVerticalDensity horizontalDensityInches verticalDensityInches horizontalDensityMetres verticalDensityMetres horizontalDensityCentimetres verticalDensityCentimetres,base,0.035219512195121955
14,color/ColorCieLab,org/apache/commons/imaging/color/ColorCieLab,BLACK WHITE RED GREEN BLUE toString L a b equals that hashCode result temp,color,0.028157323458051338
15,color/ColorCieLch,org/apache/commons/imaging/color/ColorCieLch,BLACK WHITE RED GREEN BLUE toString L C H equals that hashCode result temp,color,0.028157323458051338
16,color/ColorCieLuv,org/apache/commons/imaging/color/ColorCieLuv,BLACK WHITE RED GREEN BLUE toString L u v equals that hashCode result temp,color,0.028157323458051338
17,color/ColorCmy,org/apache/commons/imaging/color/ColorCmy,CYAN MAGENTA YELLOW BLACK WHITE RED GREEN BLUE toString C M Y equals colorCmy hashCode result temp,color,0.028157323458051338
18,color/ColorCmyk,org/apache/commons/imaging/color/ColorCmyk,CYAN MAGENTA YELLOW BLACK WHITE RED GREEN BLUE toString C M Y K equals colorCmyk hashCode result temp,color,0.028157323458051338
19,color/ColorConversions,org/apache/commons/imaging/color/ColorConversions,REFX REFY REFZ convertXYZtoCIELab xyz convertXYZtoCIELab varX varY varZ convertCIELabtoXYZ cielab convertCIELabtoXYZ varY varX varZ convertXYZtoHunterLab xyz convertXYZtoHunterLab convertHunterLabtoXYZ cielab convertHunterLabtoXYZ varY varX varZ convertXYZtoRGB xyz convertXYZtoRGB varX varY varZ varR varG varB convertRGBtoXYZ rgb varR varG varB convertRGBtoCMY rgb convertCMYtoRGB cmy convertCMYtoCMYK cmy varK convertCMYKtoCMY cmyk convertCMYKtoCMY convertCMYKtoRGB convertRGBtoHSL varMax varMax delR delG delB rgb varR varG varB varMin varMax maxIsR maxIsG delMax convertHSLtoRGB hsl convertHSLtoRGB var2 var2 var1 convertHuetoRGB v1 v2 vH convertRGBtoHSV varMax varMax delR delG delB rgb varR varG varB varMin maxIsR maxIsG varMax delMax convertHSVtoRGB HSV convertHSVtoRGB varr varg varb varr varg varb varr varg varb varr varg varb varr varg varb varh vari var1 var2 var3 varr varg varb convertCMYKtoRGBAdobe sc sm sy sk red green blue cube square convertCIELabtoARGBTest varY varX varZ varxcube varycube varzcube varX varY varZ varR varG varB cieL cieA cieB convertRGBtoRGB red green blue alpha rgb convertRGBtoRGB red green blue alpha rgb convertCIELabtoCIELCH cielab convertCIELabtoCIELCH varH convertCIELCHtoCIELab cielch convertCIELCHtoCIELab degree2radian degree radian2degree radian convertXYZtoCIELuv xyz convertXYZtoCIELuv varU varV varY refU refV convertCIELuvtoXYZ cielch convertCIELuvtoXYZ varY refU refV varU varV,color,0.034395973154362415
20,color/ColorHsl,org/apache/commons/imaging/color/ColorHsl,BLACK WHITE RED GREEN BLUE toString H S L equals colorHsl hashCode result temp,color,0.028157323458051338
21,color/ColorHsv,org/apache/commons/imaging/color/ColorHsv,BLACK WHITE RED GREEN BLUE toString H S V equals colorHsv hashCode result temp,color,0.028157323458051338
22,color/ColorHunterLab,org/apache/commons/imaging/color/ColorHunterLab,BLACK WHITE RED GREEN BLUE toString L a b equals that hashCode result temp,color,0.028157323458051338
23,color/ColorXyz,org/apache/commons/imaging/color/ColorXyz,BLACK WHITE RED GREEN BLUE toString X Y Z equals colorXyz hashCode result temp,color,0.028157323458051338
24,common/BasicCParser,org/apache/commons/imaging/common/BasicCParser,is is nextToken Unterminated string in XPM file Unhandledinvalid character   found in XPM file Unterminated string ends XMP file inString inIdentifier hadBackSlash token preprocess Unterminated single quote in file Unterminated string in file Bad preprocessor directive define Invalidunsupported preprocessor directive  Unexpected preprocessor directive Unterminated string at the end of file Unterminated comment at the end of file tokens is firstComment defines inSingleQuotes inString inComment inDirective hadSlash hadStar hadBackSlash out seenFirstComment directiveBuffer tokenizeRow token token row tokens numLiveTokens liveTokens next unescapeString Parsing XPM file failed string is too short Parsing XPM file failed string not surrounded by  Parsing XPM file failed hex constant in string too short Parsing XPM file failed hex constant invalid Parsing XPM file failed invalid escape sequence Parsing XPM file failed extra  found in string Parsing XPM file failed unterminated escape sequence found in string constant nfe hex1 hex2 constant length constant stringBuilder string hadBackSlash,common,0.027825489522500857
25,common/BinaryConstant,org/apache/commons/imaging/common/BinaryConstant,value value clone equals obj other equals bytes equals bytes offset length hashCode get size toByteArray writeTo element os clone,common,0.1619980828629247
26,common/BinaryFileParser,org/apache/commons/imaging/common/BinaryFileParser,LOGGER byteOrder byteOrder setByteOrder byteOrder getByteOrder debugNumber pw sw msg data bytes debugNumber  0x singleByte pw msg data bytes byteData LorgapachecommonsimagingcommonBinaryFileParser,common,0.10340999469777307
27,common/BinaryFunctions,org/apache/commons/imaging/common/BinaryFunctions,LOGGER startsWith haystack needle startsWith haystack needle readByte name is exception result readBytes could not be read. name is length exception readBytes count read length count name is length exception result read readBytes Unexpected EOF is count readAndVerifyBytes Unexpected EOF. data element is expected exception readAndVerifyBytes Unexpected EOF. data is expected exception skipBytes skipped is length exception total remainingBytes name bytes count slice bytes start count result head bytes count compareBytes aStart bStart length read4Bytes result name is exception byteOrder byte0 byte1 byte2 byte3 result read3Bytes result name is exception byteOrder byte0 byte1 byte2 result read2Bytes result name is exception byteOrder byte0 byte1 result printCharQuad msg printCharQuad pw msg printByteBits msg charsToQuad c1 c2 c3 c4 quadsToByteArray quad arr searchQuad quad bis needle position findNull src findNull src start getRAFBytes count raf pos length exception result read skipBytes Couldnt skip bytes is length copyStreamToStream is os buffer read getStreamBytes is os LorgapachecommonsimagingcommonBinaryFunctions,common,0.22524884127345945
28,common/BinaryOutputStream,org/apache/commons/imaging/common/BinaryOutputStream,os byteOrder count os byteOrder os setByteOrder byteOrder getByteOrder write write bytes write bytes offset length flush close getByteCount write4Bytes value write3Bytes value write2Bytes value,common,0.06324725011956002
29,common/BufferedImageFactory,org/apache/commons/imaging/common/BufferedImageFactory,getColorBufferedImage getGrayscaleBufferedImage,common,0.04002217294900222
30,common/ByteConversions,org/apache/commons/imaging/common/ByteConversions,toBytes value byteOrder result toBytes values byteOrder toBytes values offset length byteOrder result toBytes value byteOrder result offset toBytes value byteOrder result toBytes values byteOrder toBytes values offset length byteOrder result toBytes value byteOrder result offset toBytes value byteOrder result toBytes values byteOrder toBytes values offset length byteOrder result toBytes value byteOrder result offset bits toBytes value byteOrder result toBytes values byteOrder toBytes values offset length byteOrder result toBytes value byteOrder result offset bits toBytes value byteOrder result toBytes values byteOrder toBytes values offset length byteOrder result toBytes value byteOrder result offset toShort bytes byteOrder toShort bytes offset byteOrder toShorts bytes byteOrder toShorts bytes offset length byteOrder result toUInt16 bytes byteOrder toUInt16 bytes offset byteOrder byte0 byte1 toUInt16s bytes byteOrder toUInt16s bytes offset length byteOrder result toInt bytes byteOrder toInt bytes offset byteOrder byte0 byte1 byte2 byte3 toInts bytes byteOrder toInts bytes offset length byteOrder result toFloat bytes byteOrder toFloat bits bytes offset byteOrder byte0 byte1 byte2 byte3 bits toFloats bytes byteOrder toFloats bytes offset length byteOrder result toDouble bytes byteOrder toDouble bits bytes offset byteOrder byte0 byte1 byte2 byte3 byte4 byte5 byte6 byte7 bits toDoubles bytes byteOrder toDoubles bytes offset length byteOrder result toRational bytes byteOrder toRational numerator divisor bytes offset byteOrder byte0 byte1 byte2 byte3 byte4 byte5 byte6 byte7 numerator divisor toRationals bytes byteOrder toRationals bytes offset length byteOrder result,common,0.15717165016838452
31,common/FastByteArrayOutputStream,org/apache/commons/imaging/common/FastByteArrayOutputStream,bytes count length write Write exceeded expected length  value toByteArray result getBytesWritten,common,0.028041012894205377
32,common/GenericImageMetadata,org/apache/commons/imaging/common/GenericImageMetadata,keyword text keyword text getKeyword getText toString toString prefix result,common,0.03608556577369053
33,common/ImageBuilder,org/apache/commons/imaging/common/ImageBuilder,data width height hasAlpha zero or negative width value zero or negative height value width height hasAlpha getWidth getHeight getRGB rowOffset setRGB argb rowOffset getBufferedImage getSubimage negative or zero subimage width negative or zero subimage height subimage x is outside raster subimage xwidth is outside raster subimage y is outside raster subimage yheight is outside raster dIndex iRow argb makeBufferedImage colorModel raster argb useAlpha colorModel raster buffer,common,0.08102521703183134
34,common/ImageMetadata,org/apache/commons/imaging/common/ImageMetadata,toString toString,common,0.06253908692933083
35,common/PackBits,org/apache/commons/imaging/common/PackBits,decompress Tiff Unpack bits source exhausted done  expected  Packbits count count bytes expected total baos findNextDuplicate bytes start prev findRunLength bytes start compress len actualLen nextptr nextdup runlen len actualLen dup ptr result baos bytes,common,0.0350737856118057
36,common/RationalNumber,org/apache/commons/imaging/common/RationalNumber,rationalNumber error rationalNumber error factory rationalNumber value toString,common,0.13279132791327913
37,common/RgbBufferedImageFactory,org/apache/commons/imaging/common/RgbBufferedImageFactory,getColorBufferedImage width height hasAlpha getGrayscaleBufferedImage width height hasAlpha,common,0.0
38,common/SimpleBufferedImageFactory,org/apache/commons/imaging/common/SimpleBufferedImageFactory,getColorBufferedImage width height hasAlpha getGrayscaleBufferedImage width height hasAlpha,common,0.03592017738359202
39,common/XmpEmbeddable,org/apache/commons/imaging/common/XmpEmbeddable,getXmpXml,common,0.04159178433889602
40,common/ZlibDeflate,org/apache/commons/imaging/common/ZlibDeflate,decompress Unable to decompress image inflater result bytes expectedSize compress Unable to compress image compressOut bytes out,common,0.032926829268292684
41,common/bytesource/ByteSource,org/apache/commons/imaging/common/bytesource/ByteSource,fileName fileName getInputStream start is succeeded getInputStream getBlock start length getBlock getAll getLength getDescription getFileName,common,0.0856632956573468
42,common/bytesource/ByteSourceArray,org/apache/commons/imaging/common/bytesource/ByteSourceArray,bytes fileName bytes bytes getInputStream getBlock Could not read block block start block length data length startLong length start result getLength getAll getDescription byte array,common,0.04690431519699813
43,common/bytesource/ByteSourceFile,org/apache/commons/imaging/common/bytesource/ByteSourceFile,file file getInputStream getBlock Could not read block block start block length data length Could not read value from file raf start length getLength getAll buffer read is baos getDescription File ,common,0.04782400765184122
44,common/bytesource/ByteSourceInputStream,org/apache/commons/imaging/common/bytesource/ByteSourceInputStream,BLOCKSIZE is cacheHead readBuffer streamLength is fileName readBlock result result read getFirstBlock getInputStream getBlock Could not read block block start block length data length Could not read block. read blockStart blockLength cis bytes total getLength cis result skipped getAll baos block getDescription Inputstream  access000 x0 access100 x0,common,0.033351810790835185
45,common/itu_t4/BitArrayOutputStream,org/apache/commons/imaging/common/itu_t4/BitArrayOutputStream,buffer bytesWritten cache cacheMask size size toByteArray out close flush write writeBit bit getBitsAvailableInCurrentByte mask count writeByte bigger,common,0.02658458909429859
46,common/itu_t4/BitInputStreamFlexible,org/apache/commons/imaging/common/itu_t4/BitInputStreamFlexible,is cache cacheBitsRemaining bytesRead is read BitInputStream incomplete bit read readBits couldnt read bits couldnt read bits BitInputStream unknown error result count flushCache getBytesRead,common,0.02786353812905218
47,common/itu_t4/HuffmanTree,org/apache/commons/imaging/common/itu_t4/HuffmanTree,nodes insert Cant add child to a leaf Cant add child to a leaf nextChar patternPosition pattern value position node growAndGetNode position node decode Error reading stream for huffman tree Invalid bit pattern Invalid bit pattern nextBit ioEx nextBit bitStream position node,common,0.02658458909429859
48,common/itu_t4/HuffmanTreeException,org/apache/commons/imaging/common/itu_t4/HuffmanTreeException,serialVersionUID message message cause,common,0.02786353812905218
49,common/itu_t4/T4AndT6Compression,org/apache/commons/imaging/common/itu_t4/T4AndT6Compression,WHITERUNLENGTHS BLACKRUNLENGTHS CONTROLCODES WHITE BLACK compress1DLine Error reading image to compress nextColor ioException inputStream outputStream referenceLine width color runLength compressModifiedHuffman outputStream uncompressed width height inputStream decompressModifiedHuffman Unrecoverable row length error in image row Error reading image to decompress runLength color rowLength ret outputStream inputStream baos ioException compressed width height compressT41D bitsAvailable outputStream uncompressed width height hasFill inputStream decompressT41D Expected EOL not found Decompression error Unrecoverable row length error in image row runLength entry color rowLength huffmanException rowLength ret outputStream compressed width height hasFill inputStream compressT entry entry entry entry entry entry entry a2 a0a1 a1a2 a0 a1 b1 outputStream codingA0Color codingLine a1b1 compressT42D Error reading image to compress ioException a0 codingA0Color referenceA0Color a1 b1 b2 swap bitsAvailable uncompressed width height hasFill parameterK inputStream outputStream referenceLine codingLine kCounter decompressT42D Expected EOL not found Invalidunknown T.4 control code Decompression error Decompression error Unrecoverable row length error in image row a0a1 a1a2 a1 a2 a1b1 a1b1 a1b1 a1b1 a1b1 a1b1 a1b1 a1b1 a1 a0 codingA0Color referenceA0Color b1 b2 runLength color entry tagBit ioException huffmanException rowLength referenceLine outputStream compressed width height hasFill inputStream compressT6 Error reading image to compress IO error ioException a0 codingA0Color referenceA0Color a1 b1 b2 swap outputStream referenceLine codingLine ret inputStream bais ioException uncompressed width height decompressT6 Invalidunknown T.6 control code Decompression error Unrecoverable row length error in image row a0a1 a1a2 a1 a2 a1b1 a1b1 a1b1 a1b1 a1b1 a1b1 a1b1 a1b1 a1 entry a0 codingA0Color referenceA0Color b1 b2 huffmanException rowLength compressed width height inputStream outputStream referenceLine isEOL entry hasFill writeRunLength makeUpCodes terminatingCodes entry entry bitStream runLength color makeUpCodes terminatingCodes terminatingEntry lowerBound middle entries value first last readTotalRunLength Decompression error runLength totalLength runLength huffmanException bitStream color changingElementAt line position nextChangingElement line currentColour start position fillRange outputStream referenceRow a0 end color entry entry entry entry entry cannotHappen,common,0.032926829268292684
50,common/itu_t4/T4_T6_Tables,org/apache/commons/imaging/common/itu_t4/T4_T6_Tables,bitString value bitString value writeBits outputStream,common,0.02658458909429859
51,common/mylzw/BitsToByteInputStream,org/apache/commons/imaging/common/mylzw/BitsToByteInputStream,is desiredDepth is desiredDepth read readBits bitCount readBitsArray sampleBits length result,common,0.024189225408737604
52,common/mylzw/MyBitInputStream,org/apache/commons/imaging/common/mylzw/MyBitInputStream,is byteOrder tiffLZWMode bytesRead bitsInCache bitCache is byteOrder read setTiffLZWMode readBits next newByte sample sampleBits sampleMask sample result remainderMask flushCache getBytesRead,common,0.03341129301703976
53,common/mylzw/MyBitOutputStream,org/apache/commons/imaging/common/mylzw/MyBitOutputStream,os byteOrder bitsInCache bitCache bytesWritten os byteOrder write value writeBits remainderMask value sampleBits sampleMask actualWrite value flushCache bitMask getBytesWritten,common,0.025449881023200477
54,common/mylzw/MyLzwCompressor,org/apache/commons/imaging/common/mylzw/MyLzwCompressor,bytes start length hash bytes start length tempHash hashCode equals other,common,0.031111964662953715
55,common/mylzw/MyLzwDecompressor,org/apache/commons/imaging/common/mylzw/MyLzwDecompressor,code init,common,0.036585365853658534
56,formats/bmp/BmpHeaderInfo,org/apache/commons/imaging/formats/bmp/BmpHeaderInfo,red green blue,bmp,0.03609428711736782
57,formats/bmp/BmpImageContents,org/apache/commons/imaging/formats/bmp/BmpImageContents,bhi colorTable imageData pixelParser bhi colorTable imageData pixelParser,bmp,0.02763090567968617
58,formats/bmp/BmpImageParser,org/apache/commons/imaging/formats/bmp/BmpImageParser,LOGGER DEFAULTEXTENSION .bmp ACCEPTEDEXTENSIONS BMPHEADERSIGNATURE BIRGB BIRLE4 BIRLE8 BIBITFIELDS BITMAPFILEHEADERSIZE BITMAPINFOHEADERSIZE getName BmpCustom getDefaultExtension .bmp getAcceptedExtensions getAcceptedTypes readBmpHeaderInfo Identifier1 Not a Valid BMP File Identifier2 Not a Valid BMP File Signature File Size Not a Valid BMP File Reserved Not a Valid BMP File Bitmap Data Offset Not a Valid BMP File Bitmap Header Size Not a Valid BMP File Width Not a Valid BMP File Height Not a Valid BMP File Planes Not a Valid BMP File Bits Per Pixel Not a Valid BMP File Compression Not a Valid BMP File Bitmap Data Size Not a Valid BMP File HResolution Not a Valid BMP File VResolution Not a Valid BMP File ColorsUsed Not a Valid BMP File ColorsImportant Not a Valid BMP File RedMask Not a Valid BMP File GreenMask Not a Valid BMP File BlueMask Not a Valid BMP File AlphaMask Not a Valid BMP File ColorSpaceType Not a Valid BMP File ColorSpaceRedX Not a Valid BMP File ColorSpaceRedY Not a Valid BMP File ColorSpaceRedZ Not a Valid BMP File ColorSpaceGreenX Not a Valid BMP File ColorSpaceGreenY Not a Valid BMP File ColorSpaceGreenZ Not a Valid BMP File ColorSpaceBlueX Not a Valid BMP File ColorSpaceBlueY Not a Valid BMP File ColorSpaceBlueZ Not a Valid BMP File GammaRed Not a Valid BMP File GammaGreen Not a Valid BMP File GammaBlue Not a Valid BMP File Intent Not a Valid BMP File ProfileData Not a Valid BMP File ProfileSize Not a Valid BMP File Reserved Not a Valid BMP File Invalidunsupported BMP file identifier1 identifier2 fileSize reserved bitmapDataOffset bitmapHeaderSize width height planes bitsPerPixel compression bitmapDataSize hResolution vResolution colorsUsed colorsImportant redMask greenMask blueMask alphaMask colorSpaceType colorSpace.red.x colorSpace.red.y colorSpace.red.z colorSpace.green.x colorSpace.green.y colorSpace.green.z colorSpace.blue.x colorSpace.blue.y colorSpace.blue.z gammaRed gammaGreen gammaBlue intent profileData profileSize reservedV5 is formatCompliance identifier1 identifier2 fileSize reserved bitmapDataOffset bitmapHeaderSize width height planes bitsPerPixel compression bitmapDataSize hResolution vResolution colorsUsed colorsImportant redMask greenMask blueMask alphaMask colorSpaceType colorSpace gammaRed gammaGreen gammaBlue intent profileData profileSize reservedV5 getRLEBytes RLE a BMP Bad RLE RLE b BMP Bad RLE RLE c BMP Bad RLE RLE d BMP Bad RLE bytes RLE Absolute Mode size bytes is rleSamplesPerByte baos done readImageContents ColorsUsed BitsPerPixel ColorTableSize bhi.colorsUsed Compression Compression BIRGB Compression BIRLE4 Compression BIRLE8 Compression BIBITFIELDS BMP Unknown Compression ColorTable Not a Valid BMP File paletteLength ColorTable null bhi.Width bhi.Height ImageLineLength PixelCount bhi.BitmapDataOffset expectedDataOffset BMP has invalid image data offset expected paletteLength headerSize BitmapDataOffset Not a Valid BMP File imageDataSize ImageData Not a Valid BMP File ImageData.length BMP Unknown Compression paletteLength paletteLength paletteLength paletteLength paletteLength paletteLength pixelCount imageData pixelParser pixelParser pixelParser is formatCompliance bhi colorTableSize paletteLength rleSamplesPerByte rle colorTable imageLineLength headerSize expectedDataOffset extraBytes imageDataSize imageData pixelParser readBmpHeaderInfo ret is byteSource getICCProfileBytes byteSource params getImageSize Unknown parameter BMP couldnt read header firstKey byteSource params bhi getMetadata byteSource params getBmpTypeDescription Windows 3.1x 95 NT OS2 Bitmap Array OS2 Color Icon OS2 Color Pointer OS2 Icon OS2 Pointer Unknown identifier1 identifier2 getImageInfo Unknown parameter Couldnt read BMP Data BMP couldnt read header BMP Windows Bitmap imagexmsbmp Bmp  BMP Windows Bitmap imagexmsbmp firstKey is byteSource params ic bhi colorTable height width comments bitsPerPixel format name mimeType numberOfImages progressive physicalWidthDpi physicalWidthInch physicalHeightDpi physicalHeightInch formatDetails transparent usesPalette colorType compressionAlgorithm dumpImageFile bmp.dumpImageFile pw byteSource imageData getFormatCompliance is byteSource result getBufferedImage ret is byteSource params getBufferedImage BUFFEREDIMAGEFACTORY BUFFEREDIMAGEFACTORY Unknown parameter Couldnt read BMP Data width height widthheight widthheight4 firstKey inputStream params ic bhi width height pixelParser imageBuilder writeImage FORMAT FORMAT PIXELDENSITY PIXELDENSITY Unknown parameter firstKey writer src os params pixelDensity palette writer imagedata bos filesize width height LorgapachecommonsimagingformatsbmpBmpImageParser .bmp,bmp,0.034904262594027805
59,formats/bmp/BmpWriter,org/apache/commons/imaging/formats/bmp/BmpWriter,getPaletteSize getBitsPerPixel writePalette getImageData,bmp,0.030361648444070653
60,formats/bmp/BmpWriterPalette,org/apache/commons/imaging/formats/bmp/BmpWriterPalette,palette bitsPerSample palette getPaletteSize getBitsPerPixel writePalette rgb red green blue bos getImageData argb rgb index src width height baos bitCache bitsInCache bytecount,bmp,0.02763090567968617
61,formats/bmp/BmpWriterRgb,org/apache/commons/imaging/formats/bmp/BmpWriterRgb,getPaletteSize getBitsPerPixel writePalette bos getImageData argb rgb red green blue src width height baos bytecount,bmp,0.02763090567968617
62,formats/bmp/PixelParser,org/apache/commons/imaging/formats/bmp/PixelParser,bhi colorTable imageData is bhi colorTable imageData processImage getColorTableRGB index blue green red alpha,bmp,0.034166666666666665
